id,name,tip,icon,description,common,group,type,quality,block_max_count,can_destroy,can_sale,coin,min_level_limit,max_level_limit,level,can_use,impact,cool_down,life_time,value,script_id,param_0,param_1,function,can_multi
20231014,item_name_20231014,蝙蝠的翅膀,item_level_20+icon_item_cb,item_detail_20231014,使牧师职业进阶到绿色+1的兽骨，10-20级副本挂机掉落（哀嚎洞穴/死亡矿井-影牙城堡）,7,2,2,9999,1,29910001,10,1,999,15,0,-1,0,-1,-1,-1,-1,-1,item_function_20231014,0
20231015,item_name_20231015,大牙齿,item_level_20+icon_item_dy_02,item_detail_20231015,使圣骑士职业进阶到绿色+1的兽骨，10-20级副本挂机掉落（哀嚎洞穴/死亡矿井-影牙城堡）,7,2,2,9999,1,29910001,10,1,999,15,0,-1,0,-1,-1,-1,-1,-1,item_function_20231015,0
20231016,item_name_20231016,锋利的爪子,item_level_20+icon_item_zz_02,item_detail_20231016,使战士职业进阶到绿色+1的兽骨，10-20级副本挂机掉落（哀嚎洞穴/死亡矿井-影牙城堡）,7,2,2,9999,1,29910001,10,1,999,15,0,-1,0,-1,-1,-1,-1,-1,item_function_20231016,0
20231017,item_name_20231017,猪大肠,item_level_20+icon_item_dc,item_detail_20231017,使德鲁伊职业进阶到绿色+1的兽骨，10-20级副本挂机掉落（哀嚎洞穴/死亡矿井-影牙城堡）,7,2,2,9999,1,29910001,10,1,999,15,0,-1,0,-1,-1,-1,-1,-1,item_function_20231017,0
20231018,item_name_20231018,腐烂的爪子,item_level_20+icon_item_zz_01,item_detail_20231018,使法师职业进阶到绿色+1的兽骨，10-20级副本挂机掉落（哀嚎洞穴/死亡矿井-影牙城堡）,7,2,2,9999,1,29910001,10,1,999,15,0,-1,0,-1,-1,-1,-1,-1,item_function_20231018,0
20231019,item_name_20231019,食尸鬼的肋骨,item_level_30+icon_item_lg,item_detail_20231019,使战士职业进阶到蓝色的兽骨，20-30级副本挂机掉落（剃刀沼泽-血色修道院）,7,2,2,9999,1,29910001,10,1,999,25,0,-1,0,-1,-1,-1,-1,-1,item_function_20231019,0
20231020,item_name_20231020,食尸鬼的牙齿,item_level_10+icon_item_dy_01,item_detail_20231020,使圣骑士职业进阶到蓝色的兽骨，20-30级副本挂机掉落（剃刀沼泽-血色修道院）,7,2,2,9999,1,29910001,10,1,999,25,0,-1,0,-1,-1,-1,-1,-1,item_function_20231020,0
20231021,item_name_20231021,骷髅的手指,item_level_30+icon_item_dgsp,item_detail_20231021,使猎人职业进阶到蓝色的兽骨，20-30级副本挂机掉落（剃刀沼泽-血色修道院）,7,2,2,9999,1,29910001,10,1,999,25,0,-1,0,-1,-1,-1,-1,-1,item_function_20231021,0
20231022,item_name_20231022,粗蜘蛛丝,item_level_30+icon_item_zs,item_detail_20231022,使牧师职业进阶到蓝色的兽骨，20-30级副本挂机掉落（剃刀沼泽-血色修道院）,7,2,2,9999,1,29910001,10,1,999,25,0,-1,0,-1,-1,-1,-1,-1,item_function_20231022,0
20231023,item_name_20231023,蜘蛛的毒液,item_level_10+icon_item_ty,item_detail_20231023,使术士职业进阶到蓝色的兽骨，20-30级副本挂机掉落（剃刀沼泽-血色修道院）,7,2,2,9999,1,29910001,10,1,999,25,0,-1,0,-1,-1,-1,-1,-1,item_function_20231023,0
20231024,item_name_20231024,狂热之心,item_level_20+icon_item_lx,item_detail_20231024,使萨满职业进阶到蓝色的兽骨，20-30级副本挂机掉落（剃刀沼泽-血色修道院）,7,2,2,9999,1,29910001,10,1,999,25,0,-1,0,-1,-1,-1,-1,-1,item_function_20231024,0
20231025,item_name_20231025,暗影残片,item_level_30+icon_item_aysp,item_detail_20231025,使法师职业进阶到蓝色的兽骨，20-30级副本挂机掉落（剃刀沼泽-血色修道院）,7,2,2,9999,1,29910001,10,1,999,25,0,-1,0,-1,-1,-1,-1,-1,item_function_20231025,0
20231026,item_name_20231026,幸运兔脚,item_level_30+icon_item_zz_03,item_detail_20231026,使德鲁伊职业进阶到蓝色的兽骨，20-30级副本挂机掉落（剃刀沼泽-血色修道院）,7,2,2,9999,1,29910001,10,1,999,25,0,-1,0,-1,-1,-1,-1,-1,item_function_20231026,0
20231027,item_name_20231027,沾满淤泥的袋子,item_level_30+icon_item_ynd,item_detail_20231027,使盗贼职业进阶到蓝色的兽骨，20-30级副本挂机掉落（剃刀沼泽-血色修道院）,7,2,2,9999,1,29910001,10,1,999,25,0,-1,0,-1,-1,-1,-1,-1,item_function_20231027,0
20231028,item_name_20231028,大瓶魔精,item_level_40+icon_item_yt_01,item_detail_20231028,使法师职业进阶到蓝色+1的兽骨，30-40级副本挂机掉落（剃刀高地-奥达曼）,7,2,3,9999,1,29910004,1,1,999,35,0,-1,0,-1,-1,-1,-1,-1,item_function_20231028,0
20231029,item_name_20231029,邪恶的蝙蝠眼,item_level_10+icon_item_yq,item_detail_20231029,使萨满职业进阶到蓝色+1的兽骨，30-40级副本挂机掉落（剃刀高地-奥达曼）,7,2,3,9999,1,29910004,1,1,999,35,0,-1,0,-1,-1,-1,-1,-1,item_function_20231029,0
20231030,item_name_20231030,大蜥蜴尾,item_level_40+icon_item_wb,item_detail_20231030,使牧师职业进阶到蓝色+1的兽骨，30-40级副本挂机掉落（剃刀高地-奥达曼）,7,2,3,9999,1,29910004,1,1,999,35,0,-1,0,-1,-1,-1,-1,-1,item_function_20231030,0
20231031,item_name_20231031,蜥蜴的毒液,item_level_10+icon_item_ty,item_detail_20231031,使术士职业进阶到蓝色+1的兽骨，30-40级副本挂机掉落（剃刀高地-奥达曼）,7,2,3,9999,1,29910004,1,1,999,35,0,-1,0,-1,-1,-1,-1,-1,item_function_20231031,0
20231032,item_name_20231032,巨魔的汗水,item_level_40+icon_item_yt_02,item_detail_20231032,使猎人职业进阶到蓝色+1的兽骨，30-40级副本挂机掉落（剃刀高地-奥达曼）,7,2,3,9999,1,29910004,1,1,999,35,0,-1,0,-1,-1,-1,-1,-1,item_function_20231032,0
20231033,item_name_20231033,人类的骨头,item_level_30+icon_item_lg,item_detail_20231033,使战士职业进阶到蓝色+1的兽骨，30-40级副本挂机掉落（剃刀高地-奥达曼）,7,2,3,9999,1,29910004,1,1,999,35,0,-1,0,-1,-1,-1,-1,-1,item_function_20231033,0
20231034,item_name_20231034,兽人的牙齿,item_level_20+icon_item_dy_02,item_detail_20231034,使圣骑士职业进阶到蓝色+1的兽骨，30-40级副本挂机掉落（剃刀高地-奥达曼），出售可获得1点日常积分,7,2,3,9999,1,29910004,1,1,999,35,0,-1,0,-1,-1,-1,-1,-1,item_function_20231034,0
20231035,item_name_20231035,完整的圣甲虫壳,item_level_40+icon_item_ck,item_detail_20231035,使盗贼职业进阶到蓝色+1的兽骨，30-40级副本挂机掉落（剃刀高地-奥达曼），出售可获得1点日常积分,7,2,3,9999,1,29910004,1,1,999,35,0,-1,0,-1,-1,-1,-1,-1,item_function_20231035,0
20231036,item_name_20231036,分叉的舌头,item_level_40+icon_item_st,item_detail_20231036,使德鲁伊职业进阶到蓝色+1的兽骨，30-40级副本挂机掉落（剃刀高地-奥达曼），出售可获得1点日常积分,7,2,3,9999,1,29910004,1,1,999,35,0,-1,0,-1,-1,-1,-1,-1,item_function_20231036,0
20231037,item_name_20231037,尖利的鳄鱼牙齿,item_level_10+icon_item_dy_01,item_detail_20231037,使圣骑士职业进阶到蓝色+2的兽骨，40-50级副本挂机掉落（祖尔法拉克-沉没的神庙），出售可获得1点日常积分,7,2,3,9999,1,29910004,1,1,999,45,0,-1,0,-1,-1,-1,-1,-1,item_function_20231037,0
20231038,item_name_20231038,脆弱的龙骨,item_level_50+icon_item_ltg,item_detail_20231038,使战士职业进阶到蓝色+2的兽骨，40-50级副本挂机掉落（祖尔法拉克-沉没的神庙），出售可获得1点日常积分,7,2,3,9999,1,29910004,1,1,999,45,0,-1,0,-1,-1,-1,-1,-1,item_function_20231038,0
20231039,item_name_20231039,熄灭的火炬,item_level_50+icon_item_hj_02,item_detail_20231039,使盗贼职业进阶到蓝色+2的兽骨，40-50级副本挂机掉落（祖尔法拉克-沉没的神庙），出售可获得1点日常积分,7,2,3,9999,1,29910004,1,1,999,45,0,-1,0,-1,-1,-1,-1,-1,item_function_20231039,0
20231040,item_name_20231040,碎裂的食人魔牙齿,item_level_20+icon_item_dy_02,item_detail_20231040,使萨满职业进阶到蓝色+2的兽骨，40-50级副本挂机掉落（祖尔法拉克-沉没的神庙），出售可获得1点日常积分,7,2,3,9999,1,29910004,1,1,999,45,0,-1,0,-1,-1,-1,-1,-1,item_function_20231040,0
20231041,item_name_20231041,黑铁残油,item_level_50+icon_item_hy,item_detail_20231041,使术士职业进阶到蓝色+2的兽骨，40-50级副本挂机掉落（祖尔法拉克-沉没的神庙），出售可获得1点日常积分,7,2,3,9999,1,29910004,1,1,999,45,0,-1,0,-1,-1,-1,-1,-1,item_function_20231041,0
20231042,item_name_20231042,破碎的翼蹼,item_level_50+icon_item_lp_01,item_detail_20231042,使猎人职业进阶到蓝色+2的兽骨，40-50级副本挂机掉落（祖尔法拉克-沉没的神庙），出售可获得1点日常积分,7,2,3,9999,1,29910004,1,1,999,45,0,-1,0,-1,-1,-1,-1,-1,item_function_20231042,0
20231043,item_name_20231043,巫毒羽毛,item_level_10+icon_item_ym,item_detail_20231043,使牧师职业进阶到蓝色+2的兽骨，40-50级副本挂机掉落（祖尔法拉克-沉没的神庙），出售可获得1点日常积分,7,2,3,9999,1,29910004,1,1,999,45,0,-1,0,-1,-1,-1,-1,-1,item_function_20231043,0
20231044,item_name_20231044,哈卡神像,item_level_50+icon_item_sx,item_detail_20231044,使德鲁伊职业进阶到蓝色+2的兽骨，40-50级副本挂机掉落（祖尔法拉克-沉没的神庙），出售可获得1点日常积分,7,2,3,9999,1,29910004,1,1,999,45,0,-1,0,-1,-1,-1,-1,-1,item_function_20231044,0
20231045,item_name_20231045,弄皱的便笺,item_level_50+icon_item_jz_01,item_detail_20231045,使法师职业进阶到蓝色+2的兽骨，40-50级副本挂机掉落（祖尔法拉克-沉没的神庙），出售可获得1点日常积分,7,2,3,9999,1,29910004,1,1,999,45,0,-1,0,-1,-1,-1,-1,-1,item_function_20231045,0
20231046,item_name_20231046,亡者的颅骨,item_level_60+icon_item_klt,item_detail_20231046,使战士职业进阶到紫色的兽骨，50-60级副本挂机掉落（黑石深渊-黑石塔上层），出售可获得1点日常积分,7,2,3,9999,1,29910004,1,1,999,55,0,-1,0,-1,-1,-1,-1,-1,item_function_20231046,0
20231047,item_name_20231047,折断的叉骨,item_level_10+icon_item_dg,item_detail_20231047,使猎人职业进阶到紫色的兽骨，50-60级副本挂机掉落（黑石深渊-黑石塔上层），出售可获得1点日常积分,7,2,3,9999,1,29910004,1,1,999,55,0,-1,0,-1,-1,-1,-1,-1,item_function_20231047,0
20231048,item_name_20231048,啃过的骨头,item_level_30+icon_item_lg,item_detail_20231048,使盗贼职业进阶到紫色的兽骨，50-60级副本挂机掉落（黑石深渊-黑石塔上层），出售可获得1点日常积分,7,2,3,9999,1,29910004,1,1,999,55,0,-1,0,-1,-1,-1,-1,-1,item_function_20231048,0
20231049,item_name_20231049,黑色龙人的眼球,item_level_10+icon_item_yq,item_detail_20231049,使萨满职业进阶到紫色的兽骨，50-60级副本挂机掉落（黑石深渊-黑石塔上层），出售可获得1点日常积分,7,2,3,9999,1,29910004,1,1,999,55,0,-1,0,-1,-1,-1,-1,-1,item_function_20231049,0
20231050,item_name_20231050,雏龙的腹鳞,item_level_60+icon_item_lp_02,item_detail_20231050,使牧师职业进阶到紫色的兽骨，50-60级副本挂机掉落（黑石深渊-黑石塔上层），出售可获得1点日常积分,7,2,3,9999,1,29910004,1,1,999,55,0,-1,0,-1,-1,-1,-1,-1,item_function_20231050,0
20231051,item_name_20231051,白骨碎片,item_level_30+icon_item_dgsp,item_detail_20231051,使德鲁伊职业进阶到紫色的兽骨，50-60级副本挂机掉落（黑石深渊-黑石塔上层），出售可获得1点日常积分,7,2,3,9999,1,29910004,1,1,999,55,0,-1,0,-1,-1,-1,-1,-1,item_function_20231051,0
20231052,item_name_20231052,亡灵腐液,item_level_10+icon_item_ty,item_detail_20231052,使术士职业进阶到紫色的兽骨，50-60级副本挂机掉落（黑石深渊-黑石塔上层），出售可获得1点日常积分,7,2,3,9999,1,29910004,1,1,999,55,0,-1,0,-1,-1,-1,-1,-1,item_function_20231052,0
20231053,item_name_20231053,瘟疫肉块,item_level_60+icon_item_fldr,item_detail_20231053,使圣骑士职业进阶到紫色的兽骨，50-60级副本挂机掉落（黑石深渊-黑石塔上层），出售可获得1点日常积分,7,2,3,9999,1,29910004,1,1,999,55,0,-1,0,-1,-1,-1,-1,-1,item_function_20231053,0
20231054,item_name_20231054,黑铁碎片,item_level_60+icon_item_htsp,item_detail_20231054,使法师职业进阶到紫色的兽骨，50-60级副本挂机掉落（黑石深渊-黑石塔上层），出售可获得1点日常积分,7,2,3,9999,1,29910004,1,1,999,55,0,-1,0,-1,-1,-1,-1,-1,item_function_20231054,0
20232001,item_name_20232001,弗伦的笔记,item_level_10+icon_item_jz_05,item_detail_20232001,使战士职业进阶到绿色的证明，完成进阶任务可获得,7,2,1,1,1,0,0,1,999,5,0,-1,0,-1,-1,-1,-1,-1,item_function_20232001,0
20232002,item_name_20232002,圣洁之书,item_level_10+icon_item_sj_01,item_detail_20232002,使圣骑士职业进阶到绿色的证明，完成进阶任务可获得,7,2,1,1,1,0,0,1,999,5,0,-1,0,-1,-1,-1,-1,-1,item_function_20232002,0
20232003,item_name_20232003,猎人之道,item_level_10+icon_item_js,item_detail_20232003,使猎人职业进阶到绿色的证明，完成进阶任务可获得,7,2,1,1,1,0,0,1,999,5,0,-1,0,-1,-1,-1,-1,-1,item_function_20232003,0
20232004,item_name_20232004,大地灵契,item_level_40+icon_item_yt_01,item_detail_20232004,使萨满职业进阶到绿色的证明，完成进阶任务可获得,7,2,1,1,1,0,0,1,999,5,0,-1,0,-1,-1,-1,-1,-1,item_function_20232004,0
20232005,item_name_20232005,塔赞的日志,item_level_10+icon_item_sj_02,item_detail_20232005,使盗贼职业进阶到绿色的证明，完成进阶任务可获得,7,2,1,1,1,0,0,1,999,5,0,-1,0,-1,-1,-1,-1,-1,item_function_20232005,0
20232006,item_name_20232006,必修的课程,item_level_10+icon_item_sj_03,item_detail_20232006,使德鲁伊职业进阶到绿色的证明，完成进阶任务可获得,7,2,1,1,1,0,0,1,999,5,0,-1,0,-1,-1,-1,-1,-1,item_function_20232006,0
20232007,item_name_20232007,法师文档存储器,item_level_10+icon_item_ccq,item_detail_20232007,使法师职业进阶到绿色的证明，完成进阶任务可获得,7,2,1,1,1,0,0,1,999,5,0,-1,0,-1,-1,-1,-1,-1,item_function_20232007,0
20232008,item_name_20232008,虚空灵能,item_level_10+icon_item_sj_04,item_detail_20232008,使术士职业进阶到绿色的证明，完成进阶任务可获得,7,2,1,1,1,0,0,1,999,5,0,-1,0,-1,-1,-1,-1,-1,item_function_20232008,0
20232009,item_name_20232009,圣光的恩赐,item_level_10+icon_item_sg,item_detail_20232009,使牧师职业进阶到绿色的证明，完成进阶任务可获得,7,2,1,1,1,0,0,1,999,5,0,-1,0,-1,-1,-1,-1,-1,item_function_20232009,0
20232010,item_name_20232010,索恩格瑞姆的命令,item_level_20+icon_item_jz_02,item_detail_20232010,使战士职业进阶到绿色+1的证明，完成进阶任务可获得,7,2,2,1,1,0,0,1,999,15,0,-1,0,-1,-1,-1,-1,-1,item_function_20232010,0
20232011,item_name_20232011,勇气之书,item_level_20+icon_item_sj_05,item_detail_20232011,使圣骑士职业进阶到绿色+1的证明，完成进阶任务可获得,7,2,2,1,1,0,0,1,999,15,0,-1,0,-1,-1,-1,-1,-1,item_function_20232011,0
20232012,item_name_20232012,驯兽棒,item_level_20+icon_item_mg,item_detail_20232012,使猎人职业进阶到绿色+1的证明，完成进阶任务可获得,7,2,2,1,1,0,0,1,999,15,0,-1,0,-1,-1,-1,-1,-1,item_function_20232012,0
20232013,item_name_20232013,恒焰火炬,item_level_20+icon_item_hj_01,item_detail_20232013,使萨满职业进阶到绿色+1的证明，完成进阶任务可获得,7,2,2,1,1,0,0,1,999,15,0,-1,0,-1,-1,-1,-1,-1,item_function_20232013,0
20232014,item_name_20232014,吉尔妮的日记,item_level_20+icon_item_sj_06,item_detail_20232014,使盗贼职业进阶到绿色+1的证明，完成进阶任务可获得,7,2,2,1,1,0,0,1,999,15,0,-1,0,-1,-1,-1,-1,-1,item_function_20232014,0
20232015,item_name_20232015,身心之力,item_level_20+icon_item_xzl,item_detail_20232015,使德鲁伊职业进阶到绿色+1的证明，完成进阶任务可获得,7,2,2,1,1,0,0,1,999,15,0,-1,0,-1,-1,-1,-1,-1,item_function_20232015,0
20232016,item_name_20232016,能量仪祭,item_level_20+icon_item_sj_07,item_detail_20232016,使法师职业进阶到绿色+1的证明，完成进阶任务可获得,7,2,2,1,1,0,0,1,999,15,0,-1,0,-1,-1,-1,-1,-1,item_function_20232016,0
20232017,item_name_20232017,纯洁者之心,item_level_20+icon_item_lx_02,item_detail_20232017,使术士职业进阶到绿色+1的证明，完成进阶任务可获得,7,2,2,1,1,0,0,1,999,15,0,-1,0,-1,-1,-1,-1,-1,item_function_20232017,0
20232018,item_name_20232018,法律文件,item_level_20+icon_item_jz_03,item_detail_20232018,使牧师职业进阶到绿色+1的证明，完成进阶任务可获得,7,2,2,1,1,0,0,1,999,15,0,-1,0,-1,-1,-1,-1,-1,item_function_20232018,0
20232019,item_name_20232019,旋风之心,item_level_30+icon_item_sjs,item_detail_20232019,使战士职业进阶到蓝的证明，完成进阶任务可获得,7,2,2,1,1,0,0,1,999,25,0,-1,0,-1,-1,-1,-1,-1,item_function_20232019,0
20232020,item_name_20232020,高贵之书,item_level_10+icon_item_sj_01,item_detail_20232020,使圣骑士职业进阶到蓝的证明，完成进阶任务可获得,7,2,2,1,1,0,0,1,999,25,0,-1,0,-1,-1,-1,-1,-1,item_function_20232020,0
20232021,item_name_20232021,远古石叶,item_level_30+icon_item_sy,item_detail_20232021,使猎人职业进阶到蓝的证明，完成进阶任务可获得,7,2,2,1,1,0,0,1,999,25,0,-1,0,-1,-1,-1,-1,-1,item_function_20232021,0
20232022,item_name_20232022,一瓶最纯净的水,item_level_30+icon_item_yt_03,item_detail_20232022,使萨满职业进阶到蓝的证明，完成进阶任务可获得,7,2,2,1,1,0,0,1,999,25,0,-1,0,-1,-1,-1,-1,-1,item_function_20232022,0
20232023,item_name_20232023,偷窃技能认证书,item_level_30+icon_item_xj_01,item_detail_20232023,使盗贼职业进阶到蓝的证明，完成进阶任务可获得,7,2,2,1,1,0,0,1,999,25,0,-1,0,-1,-1,-1,-1,-1,item_function_20232023,0
20232024,item_name_20232024,解毒之术,item_level_30+icon_item_yt_04,item_detail_20232024,使德鲁伊职业进阶到蓝的证明，完成进阶任务可获得,7,2,2,1,1,0,0,1,999,25,0,-1,0,-1,-1,-1,-1,-1,item_function_20232024,0
20232025,item_name_20232025,魔法的尘埃,item_level_30+icon_item_mfcz,item_detail_20232025,使法师职业进阶到蓝的证明，完成进阶任务可获得,7,2,2,1,1,0,0,1,999,25,0,-1,0,-1,-1,-1,-1,-1,item_function_20232025,0
20232026,item_name_20232026,阴谋之书,item_level_10+icon_item_sj_04,item_detail_20232026,使术士职业进阶到蓝的证明，完成进阶任务可获得,7,2,2,1,1,0,0,1,999,25,0,-1,0,-1,-1,-1,-1,-1,item_function_20232026,0
20232027,item_name_20232027,破译的暮光文件,item_level_30+icon_item_jz_04,item_detail_20232027,使牧师职业进阶到蓝的证明，完成进阶任务可获得,7,2,2,1,1,0,0,1,999,25,0,-1,0,-1,-1,-1,-1,-1,item_function_20232027,0
20232028,item_name_20232028,防御宝典,item_level_20+icon_item_sj_05,item_detail_20232028,使战士职业进阶到蓝+1的证明，完成进阶任务可获得,7,2,3,1,1,0,0,1,999,35,0,-1,0,-1,-1,-1,-1,-1,item_function_20232028,0
20232029,item_name_20232029,圣光之力,item_level_40+icon_item_sj_08,item_detail_20232029,使圣骑士职业进阶到蓝+1的证明，完成进阶任务可获得,7,2,3,1,1,0,0,1,999,35,0,-1,0,-1,-1,-1,-1,-1,item_function_20232029,0
20232030,item_name_20232030,最伟大的猎手,item_level_10+icon_item_sj_02,item_detail_20232030,使猎人职业进阶到蓝+1的证明，完成进阶任务可获得,7,2,3,1,1,0,0,1,999,35,0,-1,0,-1,-1,-1,-1,-1,item_function_20232030,0
20232031,item_name_20232031,你与冰霜震击,item_level_10+icon_item_sj_01,item_detail_20232031,使萨满职业进阶到蓝+1的证明，完成进阶任务可获得,7,2,3,1,1,0,0,1,999,35,0,-1,0,-1,-1,-1,-1,-1,item_function_20232031,0
20232032,item_name_20232032,迦罗娜：潜行与诡计研究,item_level_40+icon_item_sj_09,item_detail_20232032,使盗贼职业进阶到蓝+1的证明，完成进阶任务可获得,7,2,3,1,1,0,0,1,999,35,0,-1,0,-1,-1,-1,-1,-1,item_function_20232032,0
20232033,item_name_20232033,翡翠梦境,item_level_40+icon_item_sj_10,item_detail_20232033,使德鲁伊职业进阶到蓝+1的证明，完成进阶任务可获得,7,2,3,1,1,0,0,1,999,35,0,-1,0,-1,-1,-1,-1,-1,item_function_20232033,0
20232034,item_name_20232034,奥法师的食谱,item_level_10+icon_item_sj_03,item_detail_20232034,使法师职业进阶到蓝+1的证明，完成进阶任务可获得,7,2,3,1,1,0,0,1,999,35,0,-1,0,-1,-1,-1,-1,-1,item_function_20232034,0
20232035,item_name_20232035,束缚之影,item_level_20+icon_item_sj_06,item_detail_20232035,使术士职业进阶到蓝+1的证明，完成进阶任务可获得,7,2,3,1,1,0,0,1,999,35,0,-1,0,-1,-1,-1,-1,-1,item_function_20232035,0
20232036,item_name_20232036,光明不会告诉你的事情,item_level_40+icon_item_sj_11,item_detail_20232036,使牧师职业进阶到蓝+1的证明，完成进阶任务可获得,7,2,3,1,1,0,0,1,999,35,0,-1,0,-1,-1,-1,-1,-1,item_function_20232036,0
20232037,item_name_20232037,力量的证明,item_level_50+icon_item_lldzm,item_detail_20232037,使战士职业进阶到蓝+2的证明，完成进阶任务可获得,7,2,3,1,1,0,0,1,999,45,0,-1,0,-1,-1,-1,-1,-1,item_function_20232037,0
20232038,item_name_20232038,调和的徽记,item_level_50+icon_item_thdhj,item_detail_20232038,使圣骑士职业进阶到蓝+2的证明，完成进阶任务可获得,7,2,3,1,1,0,0,1,999,45,0,-1,0,-1,-1,-1,-1,-1,item_function_20232038,0
20232039,item_name_20232039,猎鹰的召唤,item_level_50+icon_item_lydzh,item_detail_20232039,使猎人职业进阶到蓝+2的证明，完成进阶任务可获得,7,2,3,1,1,0,0,1,999,45,0,-1,0,-1,-1,-1,-1,-1,item_function_20232039,0
20232040,item_name_20232040,巫毒的警觉,item_level_50+icon_item_wddjj,item_detail_20232040,使萨满职业进阶到蓝+2的证明，完成进阶任务可获得,7,2,3,1,1,0,0,1,999,45,0,-1,0,-1,-1,-1,-1,-1,item_function_20232040,0
20232041,item_name_20232041,死亡的拥抱,item_level_50+icon_item_swdyb,item_detail_20232041,使盗贼职业进阶到蓝+2的证明，完成进阶任务可获得,7,2,3,1,1,0,0,1,999,45,0,-1,0,-1,-1,-1,-1,-1,item_function_20232041,0
20232042,item_name_20232042,灵魂的安抚 ,item_level_50+icon_item_lhdaf,item_detail_20232042,使德鲁伊职业进阶到蓝+2的证明，完成进阶任务可获得,7,2,3,1,1,0,0,1,999,45,0,-1,0,-1,-1,-1,-1,-1,item_function_20232042,0
20232043,item_name_20232043,魔法的视域,item_level_50+icon_item_mfdsy,item_detail_20232043,使法师职业进阶到蓝+2的证明，完成进阶任务可获得,7,2,3,1,1,0,0,1,999,45,0,-1,0,-1,-1,-1,-1,-1,item_function_20232043,0
20232044,item_name_20232044,不祥的妖术,item_level_50+icon_item_bxdys,item_detail_20232044,使术士职业进阶到蓝+2的证明，完成进阶任务可获得,7,2,3,1,1,0,0,1,999,45,0,-1,0,-1,-1,-1,-1,-1,item_function_20232044,0
20232045,item_name_20232045,预言的光环,item_level_50+icon_item_yydgh,item_detail_20232045,使牧师职业进阶到蓝+2的证明，完成进阶任务可获得,7,2,3,1,1,0,0,1,999,45,0,-1,0,-1,-1,-1,-1,-1,item_function_20232045,0
20232046,item_name_20232046,弗洛尔的屠龙技术纲要,item_level_40+icon_item_sj_08,item_detail_20232046,使战士职业进阶到紫色的证明，完成进阶任务可获得,7,2,3,1,1,0,0,1,999,55,0,-1,0,-1,-1,-1,-1,-1,item_function_20232046,0
20232047,item_name_20232047,为圣光而战！,item_level_60+icon_item_sj_12,item_detail_20232047,使圣骑士职业进阶到紫色的证明，完成进阶任务可获得,7,2,3,1,1,0,0,1,999,55,0,-1,0,-1,-1,-1,-1,-1,item_function_20232047,0
20232048,item_name_20232048,密封的契约,item_level_60+icon_item_xj_02,item_detail_20232048,使猎人职业进阶到紫色的证明，完成进阶任务可获得,7,2,3,1,1,0,0,1,999,55,0,-1,0,-1,-1,-1,-1,-1,item_function_20232048,0
20232049,item_name_20232049,元素掌握,item_level_60+icon_item_ystt,item_detail_20232049,使萨满职业进阶到紫色的证明，完成进阶任务可获得,7,2,3,1,1,0,0,1,999,55,0,-1,0,-1,-1,-1,-1,-1,item_function_20232049,0
20232050,item_name_20232050,基本不可能的任务,item_level_20+icon_item_jz_02,item_detail_20232050,使盗贼职业进阶到紫色的证明，完成进阶任务可获得,7,2,3,1,1,0,0,1,999,55,0,-1,0,-1,-1,-1,-1,-1,item_function_20232050,0
20232051,item_name_20232051,金吉尔的森林魔法,item_level_60+icon_item_xftt,item_detail_20232051,使德鲁伊职业进阶到紫色的证明，完成进阶任务可获得,7,2,3,1,1,0,0,1,999,55,0,-1,0,-1,-1,-1,-1,-1,item_function_20232051,0
20232052,item_name_20232052,乌尔的暗影魔法研究论文,item_level_20+icon_item_sj_07,item_detail_20232052,使法师职业进阶到紫色的证明，完成进阶任务可获得,7,2,3,1,1,0,0,1,999,55,0,-1,0,-1,-1,-1,-1,-1,item_function_20232052,0
20232053,item_name_20232053,无暇的恶魔精华,item_level_60+icon_item_emjj,item_detail_20232053,使术士职业进阶到紫色的证明，完成进阶任务可获得,7,2,3,1,1,0,0,1,999,55,0,-1,0,-1,-1,-1,-1,-1,item_function_20232053,0
20232054,item_name_20232054,光与影的平衡,item_level_60+icon_item_aytt,item_detail_20232054,使牧师职业进阶到紫色的证明，完成进阶任务可获得,7,2,3,1,1,0,0,1,999,55,0,-1,0,-1,-1,-1,-1,-1,item_function_20232054,0
20233001,item_name_20233001,星魂,item_function+icon_item_xh,item_detail_20233001,升星材料，通过招募或者黑色沼泽活动可获得,8,2,3,9999,1,29910001,10000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20233001,0
20233002,jinbi,金币,item_token+token_icon_jyt_03,item_detail_20233002,金币，用于商店购买物品，可以在商城购买。,8,99,3,9999,1,29910001,10000,1,999,1,0,-1,0,-1,-1,1541,-1,-1,item_function_29910002,0
20233003,item_name_20233003,蓝玫瑰,item_gonghuitouxiang+equip_20_fagong_shipin,item_detail_20233003,出售可获得1金币,8,2,2,9999,1,29910001,10000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20233003,0
20233004,item_name_20233004,银鳞胸甲,item_equip+item_naxx_22_xj,item_detail_20233004,出售可获得5金币,8,2,3,9999,1,29910001,50000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20233004,0
20233005,item_name_20233005,王冠,item_gonghuitouxiang+equip_t3_liliangfangyu_shipin,item_detail_20233005,出售可获得25金币,8,2,4,9999,1,29910001,250000,1,999,1,0,-1,0,-1,-1,-1,-1,-1,item_function_20233005,0
