id,pre_id_0,pre_id_1,pre_id_2,pre_id_3,title,icon,simple_desc,accept_desc,desc,finish_type,param_0,param_1,param_2,param_3,accept_show,type,is_open,group,open_level,count_limit,adapt_level,circle,rate,can_drop,publish_npc_id,commit_npc_id,exp,exp_rate,gold,gold_rate,package_id,roll_drop,show_reward_0,show_reward_1,show_reward_2,show_reward_3,show_reward_4,fail_text,pre_text_0,pre_action_0,pre_isnpc_0,pre_text_1,pre_action_1,pre_isnpc_1,pre_text_2,pre_action_2,pre_isnpc_2,pre_text_3,pre_action_3,pre_isnpc_3,pre_text_4,pre_action_4,pre_isnpc_4,finish_text_0,finish_action_0,finish_isnpc_0,finish_text_1,finish_action_1,finish_isnpc_1,finish_text_2,finish_action_2,finish_isnpc_2,finish_text_3,finish_action_3,finish_isnpc_3,finish_text_4,finish_action_4,finish_isnpc_4,AccecptDialogType,get_text_0,get_action_0,get_isnpc_0,get_text_1,get_action_1,get_isnpc_1,get_text_2,get_action_2,get_isnpc_2,get_text_3,get_action_3,get_isnpc_3,get_text_4,get_action_4,get_isnpc_4,animaion_pos,animation_id,other_npc_group
20106,-1,20105,-1,-1,mis_title_20106,target_reward+icon_item_zml_01,mis_sim_20106,"",mis_desc_20106,2,33,-1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,-1,-1,1012,0,1.0,0,1.0,3016,-1,29910008,29910001,-1,-1,-1,mis_fail_20106,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_20106_1,-1,37012,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,2,mis_get_20106_1,-1,37012,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
20107,-1,20106,-1,-1,mis_title_20107,target_reward+icon_item_zml_01,mis_sim_20107,"",mis_desc_20107,5,28910039,1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,-1,-1,1013,0,1.0,0,1.0,3017,-1,29910008,29910001,-1,-1,-1,"","",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_20107_1,-1,37013,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
20151,-1,-1,-1,40152,mis_title_20151,target_reward+icon_item_zml_01,mis_sim_20151,"",mis_desc_20151,0,-1,-1,-1,-1,0,1,1,0,-1,1,-1,-1,-1,-1,-1,1101,0,1.0,0,1.0,3511,-1,29910008,29910001,-1,-1,-1,"","",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_20151_1,-1,37068,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,2,mis_get_20151_1,-1,37068,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
20152,-1,20151,-1,-1,mis_title_20152,target_reward+icon_item_zml_01,mis_sim_20152,"",mis_desc_20152,2,111,-1,-1,-1,0,1,1,0,-1,1,-1,-1,-1,-1,-1,1101,0,1.0,0,1.0,3512,-1,29910008,29910001,-1,-1,-1,mis_fail_20152,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_20152_1,-1,37068,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,2,mis_get_20152_1,-1,37068,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
20153,-1,-1,30153,-1,mis_title_20153,target_reward+icon_item_zml_01,mis_sim_20153,"",mis_desc_20153,2,112,-1,-1,-1,0,1,1,0,-1,1,-1,-1,-1,-1,-1,1101,0,1.0,0,1.0,3513,-1,29910008,29910001,-1,-1,-1,mis_fail_20153,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_20153_1,-1,37068,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,2,mis_get_20153_1,-1,37068,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
20154,-1,-1,-1,40153,mis_title_20154,target_reward+icon_item_zml_01,mis_sim_20154,"",mis_desc_20154,2,113,-1,-1,-1,0,1,1,0,-1,1,-1,-1,-1,-1,-1,1101,0,1.0,0,1.0,3514,-1,29910008,29910001,-1,-1,-1,mis_fail_20154,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_20154_1,-1,37068,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,2,mis_get_20154_1,-1,37068,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
20155,-1,-1,-1,40154,mis_title_20155,target_reward+icon_item_zml_01,mis_sim_20155,"",mis_desc_20155,2,114,-1,-1,-1,0,1,1,0,-1,1,-1,-1,-1,-1,-1,1101,0,1.0,0,1.0,3515,-1,29910008,29910001,-1,-1,-1,mis_fail_20155,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_20155_1,-1,37068,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,2,mis_get_20155_1,-1,37068,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
20201,10207,-1,-1,-1,mis_title_20201,target_reward+icon_item_zml_01,mis_sim_20201,"",mis_desc_20201,0,-1,-1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,-1,-1,1021,0,1.0,0,1.0,3021,-1,29910008,29910001,-1,-1,-1,"","",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_20201_1,-1,37021,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,2,mis_get_20201_1,-1,37021,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
20202,-1,20201,-1,-1,mis_title_20202,target_reward+icon_item_zml_01,mis_sim_20202,"",mis_desc_20202,2,11,-1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,-1,-1,1021,0,1.0,0,1.0,3022,-1,29910008,29910001,-1,-1,-1,mis_fail_20202,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_20202_1,-1,37021,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,2,mis_get_20202_1,-1,37021,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
20203,-1,-1,30202,-1,mis_title_20203,target_reward+icon_item_zml_01,mis_sim_20203,"",mis_desc_20203,10,28910011,1000600009,-1,-1,0,1,1,1,-1,1,-1,-1,-1,-1,-1,1021,0,1.0,0,1.0,3023,-1,29910008,29910001,-1,-1,-1,mis_fail_20203,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_20203_1,-1,37021,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,2,mis_get_20203_1,-1,37021,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
20204,-1,20203,-1,-1,mis_title_20204,target_reward+icon_item_zml_01,mis_sim_20204,"",mis_desc_20204,2,12,-1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,-1,-1,1021,0,1.0,0,1.0,3024,-1,29910008,29910001,-1,-1,-1,mis_fail_20204,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_20204_1,-1,37021,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,2,mis_get_20204_1,-1,37021,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
20205,-1,-1,30205,-1,mis_title_20205,target_reward+icon_item_zml_01,mis_sim_20205,"",mis_desc_20205,2,13,-1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,-1,-1,1021,0,1.0,0,1.0,3025,-1,29910008,29910001,-1,-1,-1,mis_fail_20205,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_20205_1,-1,37021,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,2,mis_get_20205_1,-1,37021,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
20206,-1,-1,-1,40207,mis_title_20206,target_reward+icon_item_zml_01,mis_sim_20206,"",mis_desc_20206,2,14,-1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,-1,-1,1021,0,1.0,0,1.0,3026,-1,29910008,29910001,-1,-1,-1,mis_fail_20206,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_20206_1,-1,37021,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,2,mis_get_20206_1,-1,37021,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
20207,-1,20206,-1,-1,mis_title_20207,target_reward+icon_item_zml_01,mis_sim_20207,"",mis_desc_20207,2,15,-1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,-1,-1,1021,0,1.0,0,1.0,3027,-1,29910008,29910001,-1,-1,-1,mis_fail_20207,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_20207_1,-1,37021,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
20251,10255,-1,-1,-1,mis_title_20251,target_reward+icon_item_zml_01,mis_sim_20251,"",mis_desc_20251,0,-1,-1,-1,-1,0,1,1,0,-1,1,-1,-1,-1,-1,-1,1021,0,1.0,0,1.0,3021,-1,29910008,29910001,-1,-1,-1,"","",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_20251_1,-1,37021,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,2,mis_get_20251_1,-1,37021,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
20252,-1,20251,-1,-1,mis_title_20252,target_reward+icon_item_zml_01,mis_sim_20252,"",mis_desc_20252,2,11,-1,-1,-1,0,1,1,0,-1,1,-1,-1,-1,-1,-1,1021,0,1.0,0,1.0,3022,-1,29910008,29910001,-1,-1,-1,mis_fail_20252,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_20252_1,-1,37021,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,2,mis_get_20252_1,-1,37021,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
20253,-1,-1,30252,-1,mis_title_20253,target_reward+icon_item_zml_01,mis_sim_20253,"",mis_desc_20253,10,28910011,1000600009,-1,-1,0,1,1,0,-1,1,-1,-1,-1,-1,-1,1021,0,1.0,0,1.0,3023,-1,29910008,29910001,-1,-1,-1,mis_fail_20253,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_20253_1,-1,37021,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,2,mis_get_20253_1,-1,37021,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
20254,-1,20253,-1,-1,mis_title_20254,target_reward+icon_item_zml_01,mis_sim_20254,"",mis_desc_20254,2,12,-1,-1,-1,0,1,1,0,-1,1,-1,-1,-1,-1,-1,1021,0,1.0,0,1.0,3024,-1,29910008,29910001,-1,-1,-1,mis_fail_20254,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_20254_1,-1,37021,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,2,mis_get_20254_1,-1,37021,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
20255,-1,-1,30255,-1,mis_title_20255,target_reward+icon_item_zml_01,mis_sim_20255,"",mis_desc_20255,2,13,-1,-1,-1,0,1,1,0,-1,1,-1,-1,-1,-1,-1,1021,0,1.0,0,1.0,3025,-1,29910008,29910001,-1,-1,-1,mis_fail_20255,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_20255_1,-1,37021,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,2,mis_get_20255_1,-1,37021,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
20256,-1,-1,-1,40257,mis_title_20256,target_reward+icon_item_zml_01,mis_sim_20256,"",mis_desc_20256,2,14,-1,-1,-1,0,1,1,0,-1,1,-1,-1,-1,-1,-1,1021,0,1.0,0,1.0,3026,-1,29910008,29910001,-1,-1,-1,mis_fail_20256,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_20256_1,-1,37021,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,2,mis_get_20256_1,-1,37021,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
20257,-1,20256,-1,-1,mis_title_20257,target_reward+icon_item_zml_01,mis_sim_20257,"",mis_desc_20257,2,15,-1,-1,-1,0,1,1,0,-1,1,-1,-1,-1,-1,-1,1021,0,1.0,0,1.0,3027,-1,29910008,29910001,-1,-1,-1,mis_fail_20257,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_20257_1,-1,37021,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
20301,10306,-1,-1,-1,mis_title_20301,target_reward+icon_item_zml_01,mis_sim_20301,"",mis_desc_20301,0,-1,-1,1,-1,0,1,1,1,-1,1,-1,-1,-1,-1,-1,1031,0,1.0,2400,1.0,3031,-1,29910008,29910001,-1,-1,-1,"","",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_20301_1,-1,37031,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,2,mis_get_20301_1,-1,37031,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
20302,-1,20301,-1,-1,mis_title_20302,target_reward+icon_item_zml_01,mis_sim_20302,"",mis_desc_20302,2,40,-1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,-1,-1,1031,0,1.0,12000,1.0,3032,-1,29910008,29910001,-1,-1,-1,mis_fail_20302,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_20302_1,-1,37031,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,2,mis_get_20302_1,-1,37031,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
20303,-1,-1,-1,40302,mis_title_20303,target_reward+icon_item_zml_01,mis_sim_20303,"",mis_desc_20303,2,41,-1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,-1,-1,1031,0,1.0,12000,1.0,3033,-1,29910008,29910001,-1,-1,-1,mis_fail_20303,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_20303_1,-1,37031,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,2,mis_get_20303_1,-1,37031,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
20304,-1,-1,-1,40305,mis_title_20304,target_reward+icon_item_zml_01,mis_sim_20304,"",mis_desc_20304,2,42,-1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,-1,-1,1031,0,1.0,12000,1.0,3034,-1,29910008,29910001,-1,-1,-1,"","",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_20304_1,-1,37031,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,2,mis_get_20304_1,-1,37031,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
20305,-1,-1,30304,-1,mis_title_20305,target_reward+icon_item_zml_01,mis_sim_20305,"",mis_desc_20305,0,-1,-1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,-1,-1,1032,0,1.0,2400,1.0,3035,-1,29910008,29910001,-1,-1,-1,mis_fail_20305,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_20305_1,-1,37032,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,2,mis_get_20305_1,-1,37032,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
20306,-1,20305,-1,-1,mis_title_20306,target_reward+icon_item_zml_01,mis_sim_20306,"",mis_desc_20306,2,61,-1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,-1,-1,1032,0,1.0,19200,1.0,3036,-1,29910008,29910001,-1,-1,-1,mis_fail_20306,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_20306_1,-1,37032,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,2,mis_get_20306_1,-1,37032,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
20307,-1,20306,-1,-1,mis_title_20307,target_reward+icon_item_zml_01,mis_sim_20307,"",mis_desc_20307,4,28911028,1000700037,-1,-1,0,1,1,1,-1,1,-1,-1,-1,-1,-1,1032,0,1.0,4800,1.0,3037,-1,29910008,29910001,-1,-1,-1,mis_fail_20307,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_20307_1,-1,37032,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,2,mis_get_20307_1,-1,37032,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
20351,10356,-1,-1,-1,mis_title_20351,target_reward+icon_item_zml_01,mis_sim_20351,"",mis_desc_20351,0,-1,-1,1,-1,0,1,1,0,-1,1,-1,-1,-1,-1,-1,1031,0,1.0,2400,1.0,3031,-1,29910008,29910001,-1,-1,-1,"","",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_20351_1,-1,37031,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,2,mis_get_20351_1,-1,37031,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
20352,-1,20351,-1,-1,mis_title_20352,target_reward+icon_item_zml_01,mis_sim_20352,"",mis_desc_20352,2,40,-1,-1,-1,0,1,1,0,-1,1,-1,-1,-1,-1,-1,1031,0,1.0,12000,1.0,3032,-1,29910008,29910001,-1,-1,-1,mis_fail_20352,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_20352_1,-1,37031,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,2,mis_get_20352_1,-1,37031,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
20353,-1,-1,-1,40352,mis_title_20353,target_reward+icon_item_zml_01,mis_sim_20353,"",mis_desc_20353,2,41,-1,-1,-1,0,1,1,0,-1,1,-1,-1,-1,-1,-1,1031,0,1.0,12000,1.0,3033,-1,29910008,29910001,-1,-1,-1,mis_fail_20353,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_20353_1,-1,37031,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,2,mis_get_20353_1,-1,37031,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
20354,-1,-1,-1,40355,mis_title_20354,target_reward+icon_item_zml_01,mis_sim_20354,"",mis_desc_20354,2,42,-1,-1,-1,0,1,1,0,-1,1,-1,-1,-1,-1,-1,1031,0,1.0,12000,1.0,3034,-1,29910008,29910001,-1,-1,-1,"","",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_20354_1,-1,37031,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,2,mis_get_20354_1,-1,37031,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
20355,-1,-1,30354,-1,mis_title_20355,target_reward+icon_item_zml_01,mis_sim_20355,"",mis_desc_20355,0,-1,-1,-1,-1,0,1,1,0,-1,1,-1,-1,-1,-1,-1,1032,0,1.0,2400,1.0,3035,-1,29910008,29910001,-1,-1,-1,mis_fail_20355,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_20355_1,-1,37032,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,2,mis_get_20355_1,-1,37032,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
20356,-1,20355,-1,-1,mis_title_20356,target_reward+icon_item_zml_01,mis_sim_20356,"",mis_desc_20356,2,61,-1,-1,-1,0,1,1,0,-1,1,-1,-1,-1,-1,-1,1032,0,1.0,19200,1.0,3036,-1,29910008,29910001,-1,-1,-1,mis_fail_20356,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_20356_1,-1,37032,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,2,mis_get_20356_1,-1,37032,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
20357,-1,20356,-1,-1,mis_title_20357,target_reward+icon_item_zml_01,mis_sim_20357,"",mis_desc_20357,4,28911028,1000700037,-1,-1,0,1,1,0,-1,1,-1,-1,-1,-1,-1,1032,0,1.0,4800,1.0,3037,-1,29910008,29910001,-1,-1,-1,mis_fail_20357,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_20357_1,-1,37032,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,2,mis_get_20357_1,-1,37032,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
20401,-1,-1,-1,40404,mis_title_20401,target_reward+icon_item_zml_01,mis_sim_20401,"",mis_desc_20401,0,-1,-1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,-1,-1,1041,0,1.0,2400,1.0,3041,-1,29910008,29910001,-1,-1,-1,"","",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_20401_1,-1,37041,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,2,mis_get_20401_1,-1,37041,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
20402,-1,20401,-1,-1,mis_title_20402,target_reward+icon_item_zml_01,mis_sim_20402,"",mis_desc_20402,2,48,-1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,-1,-1,1041,0,1.0,16000,1.0,3042,-1,29910008,29910001,-1,-1,-1,mis_fail_20402,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_20402_1,-1,37041,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,2,mis_get_20402_1,-1,37041,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
20403,-1,20402,-1,-1,mis_title_20403,target_reward+icon_item_zml_01,mis_sim_20403,"",mis_desc_20403,2,49,-1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,-1,-1,1041,0,1.0,16000,1.0,3043,-1,29910008,29910001,-1,-1,-1,mis_fail_20403,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_20403_1,-1,37041,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,2,mis_get_20403_1,-1,37041,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
20404,-1,-1,30406,-1,mis_title_20404,target_reward+icon_item_zml_01,mis_sim_20404,"",mis_desc_20404,2,50,-1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,-1,-1,1041,0,1.0,16000,1.0,3044,-1,29910008,29910001,-1,-1,-1,mis_fail_20404,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_20404_1,-1,37041,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,2,mis_get_20404_1,-1,37041,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
20405,-1,20404,-1,-1,mis_title_20405,target_reward+icon_item_zml_01,mis_sim_20405,"",mis_desc_20405,2,51,-1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,-1,-1,1041,0,1.0,16000,1.0,3045,-1,29910008,29910001,-1,-1,-1,mis_fail_20405,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_20405_1,-1,37041,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,2,mis_get_20405_1,-1,37041,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
20406,-1,-1,-1,40406,mis_title_20406,target_reward+icon_item_zml_01,mis_sim_20406,"",mis_desc_20406,2,52,-1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,-1,-1,1041,0,1.0,16000,1.0,3046,-1,29910008,29910001,-1,-1,-1,mis_fail_20406,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_20406_1,-1,37041,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,2,mis_get_20406_1,-1,37041,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
20407,-1,20406,-1,-1,mis_title_20407,target_reward+icon_item_zml_01,mis_sim_20407,"",mis_desc_20407,2,53,-1,-1,-1,0,1,1,1,-1,1,-1,-1,-1,-1,-1,1041,0,1.0,30000,1.0,3047,-1,29910008,29910001,-1,-1,-1,mis_fail_20407,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_20407_1,-1,37041,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,0,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
20451,-1,-1,-1,40454,mis_title_20451,target_reward+icon_item_zml_01,mis_sim_20451,"",mis_desc_20451,0,-1,-1,-1,-1,0,1,1,0,-1,1,-1,-1,-1,-1,-1,1041,0,1.0,2400,1.0,3041,-1,29910008,29910001,-1,-1,-1,"","",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_20451_1,-1,37041,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,2,mis_get_20451_1,-1,37041,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
20452,-1,20451,-1,-1,mis_title_20452,target_reward+icon_item_zml_01,mis_sim_20452,"",mis_desc_20452,2,48,-1,-1,-1,0,1,1,0,-1,1,-1,-1,-1,-1,-1,1041,0,1.0,16000,1.0,3042,-1,29910008,29910001,-1,-1,-1,mis_fail_20452,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_20452_1,-1,37041,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,2,mis_get_20452_1,-1,37041,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
20453,-1,20452,-1,-1,mis_title_20453,target_reward+icon_item_zml_01,mis_sim_20453,"",mis_desc_20453,2,49,-1,-1,-1,0,1,1,0,-1,1,-1,-1,-1,-1,-1,1041,0,1.0,16000,1.0,3043,-1,29910008,29910001,-1,-1,-1,mis_fail_20453,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,mis_fin_20453_1,-1,37041,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,2,mis_get_20453_1,-1,37041,"",-1,-1,"",-1,-1,"",-1,-1,"",-1,-1,-1,-1,-1
