id,group,level,,,,,,,,,,,,battle_info.endurance,battle_info.physical_strength,battle_info.agile,battle_info.intelligence,battle_info.spirit,battle_info.hp,battle_info.physical_attack,battle_info.magic_attack,battle_info.physical_armor,battle_info.magic_armor,battle_info.critical,battle_info.toughness,battle_info.accurate,battle_info.dodge,battle_info.move_speed,battle_info.attack_speed,battle_info.skill
969,16,10,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,66,44,44,44,44,1170,351,351,54,54,66,66,79,66,-1,-1,-1
970,16,11,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70,46,46,46,46,1238,371,371,58,58,72,72,86,72,-1,-1,-1
971,16,12,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,73,49,49,49,49,1305,392,392,61,61,78,78,94,78,-1,-1,-1
972,16,13,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,77,52,52,52,52,1446,434,434,72,72,84,84,101,84,-1,-1,-1
973,16,14,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,81,54,54,54,54,1519,456,456,76,76,90,90,108,90,-1,-1,-1
974,16,15,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,116,77,77,77,77,2126,638,638,104,104,96,96,115,96,-1,-1,-1
975,16,16,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,119,79,79,79,79,2205,662,662,108,108,102,102,122,102,-1,-1,-1
976,16,17,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,123,82,82,82,82,2284,685,685,113,113,108,108,130,108,-1,-1,-1
977,16,18,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,128,85,85,85,85,2464,739,739,127,127,114,114,137,114,-1,-1,-1
978,16,19,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,131,87,87,87,87,2548,764,764,132,132,120,120,144,120,-1,-1,-1
979,16,20,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,167,113,113,113,113,3598,1093,1093,206,206,150,150,180,150,-1,-1,-1
980,16,21,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,172,117,117,117,117,3712,1127,1127,212,212,156,156,187,156,-1,-1,-1
981,16,22,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,177,120,120,120,120,3825,1161,1161,219,219,162,162,194,162,-1,-1,-1
982,16,23,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,184,125,125,125,125,4070,1235,1235,237,237,168,168,202,168,-1,-1,-1
983,16,24,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,190,128,128,128,128,4189,1270,1270,244,244,174,174,209,174,-1,-1,-1
984,16,25,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,227,153,153,153,153,5268,1594,1594,319,319,204,204,245,204,-1,-1,-1
985,16,26,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,232,157,157,157,157,5393,1632,1632,327,327,210,210,252,210,-1,-1,-1
986,16,27,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,238,160,160,160,160,5518,1669,1669,334,334,216,216,259,216,-1,-1,-1
987,16,28,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,245,165,165,165,165,5802,1754,1754,356,356,222,222,266,222,-1,-1,-1
988,16,29,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,251,169,169,169,169,5933,1794,1794,365,365,228,228,274,228,-1,-1,-1
989,16,30,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,276,188,188,188,188,7818,2373,2373,537,537,317,317,380,317,-1,-1,-1
990,16,31,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,282,192,192,192,192,7975,2420,2420,548,548,323,323,388,323,-1,-1,-1
991,16,32,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,288,196,196,196,196,8132,2467,2467,558,558,330,330,396,330,-1,-1,-1
992,16,33,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,294,200,200,200,200,8289,2514,2514,568,568,337,337,404,337,-1,-1,-1
993,16,34,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,300,204,204,204,204,8446,2561,2561,578,578,344,344,412,344,-1,-1,-1
994,16,35,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,387,262,262,262,262,10393,3145,3145,691,691,386,386,464,386,-1,-1,-1
995,16,36,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,394,267,267,267,267,10572,3199,3199,702,702,393,393,472,393,-1,-1,-1
996,16,37,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,402,272,272,272,272,10752,3253,3253,713,713,400,400,480,400,-1,-1,-1
997,16,38,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,409,277,277,277,277,10932,3307,3307,724,724,407,407,488,407,-1,-1,-1
998,16,39,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,417,282,282,282,282,11112,3361,3361,735,735,413,413,496,413,-1,-1,-1
999,16,40,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,426,290,290,290,290,12916,3917,3917,915,915,516,516,619,516,-1,-1,-1
1000,16,41,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,434,295,295,295,295,13098,3971,3971,926,926,523,523,627,523,-1,-1,-1
1001,16,42,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,441,300,300,300,300,13279,4025,4025,937,937,530,530,635,530,-1,-1,-1
1002,16,43,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,449,305,305,305,305,13461,4080,4080,948,948,536,536,644,536,-1,-1,-1
1003,16,44,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,456,310,310,310,310,13642,4134,4134,959,959,543,543,652,543,-1,-1,-1
1004,16,45,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,496,338,338,338,338,15206,4618,4618,1079,1079,598,598,717,598,-1,-1,-1
1005,16,46,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,503,343,343,343,343,15389,4673,4673,1090,1090,605,605,725,605,-1,-1,-1
1006,16,47,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,511,348,348,348,348,15573,4728,4728,1101,1101,611,611,734,611,-1,-1,-1
1007,16,48,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,518,353,353,353,353,15756,4783,4783,1113,1113,618,618,742,618,-1,-1,-1
1008,16,49,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,526,358,358,358,358,15939,4838,4838,1124,1124,625,625,750,625,-1,-1,-1
1009,16,50,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,611,419,419,419,419,19764,6015,6015,1428,1428,764,764,916,764,-1,-1,-1
1010,16,51,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,620,425,425,425,425,19974,6078,6078,1440,1440,770,770,924,770,-1,-1,-1
1011,16,52,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,629,431,431,431,431,20185,6141,6141,1453,1453,777,777,932,777,-1,-1,-1
1012,16,53,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,638,437,437,437,437,20396,6205,6205,1465,1465,784,784,941,784,-1,-1,-1
1013,16,54,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,647,443,443,443,443,20606,6268,6268,1477,1477,791,791,949,791,-1,-1,-1
1014,16,55,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,690,476,476,476,476,22733,6936,6936,1644,1644,857,857,1029,857,-1,-1,-1
1015,16,56,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,699,482,482,482,482,22947,7001,7001,1657,1657,864,864,1037,864,-1,-1,-1
1016,16,57,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,708,488,488,488,488,23162,7065,7065,1669,1669,871,871,1045,871,-1,-1,-1
1017,16,58,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,717,494,494,494,494,23377,7130,7130,1682,1682,878,878,1053,878,-1,-1,-1
1018,16,59,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,726,500,500,500,500,23591,7194,7194,1694,1694,884,884,1061,884,-1,-1,-1
1019,16,60,3,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,857,591,591,591,591,29783,9083,9083,2189,2189,1104,1104,1325,1104,-1,-1,-1
1020,17,1,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8,5,5,5,5,203,61,61,13,13,12,12,14,12,-1,-1,-1
1021,17,2,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11,7,7,7,7,248,74,74,15,15,18,18,22,18,-1,-1,-1
1022,17,3,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14,9,9,9,9,293,88,88,17,17,24,24,29,24,-1,-1,-1
1023,17,4,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17,11,11,11,11,338,101,101,18,18,30,30,36,30,-1,-1,-1
1024,17,5,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,14,14,14,14,439,132,132,25,25,36,36,43,36,-1,-1,-1
1025,17,6,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,16,16,16,16,484,145,145,27,27,42,42,50,42,-1,-1,-1
1026,17,7,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,27,18,18,18,18,529,159,159,28,28,48,48,58,48,-1,-1,-1
1027,17,8,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30,20,20,20,20,574,172,172,30,30,54,54,65,54,-1,-1,-1
1028,17,9,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33,22,22,22,22,619,186,186,31,31,60,60,72,60,-1,-1,-1
1029,17,10,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,66,44,44,44,44,1170,351,351,54,54,66,66,79,66,-1,-1,-1
1030,17,11,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70,46,46,46,46,1238,371,371,58,58,72,72,86,72,-1,-1,-1
1031,17,12,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,73,49,49,49,49,1305,392,392,61,61,78,78,94,78,-1,-1,-1
1032,17,13,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,77,52,52,52,52,1446,434,434,72,72,84,84,101,84,-1,-1,-1
1033,17,14,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,81,54,54,54,54,1519,456,456,76,76,90,90,108,90,-1,-1,-1
1034,17,15,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,116,77,77,77,77,2126,638,638,104,104,96,96,115,96,-1,-1,-1
1035,17,16,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,119,79,79,79,79,2205,662,662,108,108,102,102,122,102,-1,-1,-1
1036,17,17,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,123,82,82,82,82,2284,685,685,113,113,108,108,130,108,-1,-1,-1
1037,17,18,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,128,85,85,85,85,2464,739,739,127,127,114,114,137,114,-1,-1,-1
1038,17,19,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,131,87,87,87,87,2548,764,764,132,132,120,120,144,120,-1,-1,-1
1039,17,20,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,167,113,113,113,113,3598,1093,1093,206,206,150,150,180,150,-1,-1,-1
1040,17,21,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,172,117,117,117,117,3712,1127,1127,212,212,156,156,187,156,-1,-1,-1
1041,17,22,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,177,120,120,120,120,3825,1161,1161,219,219,162,162,194,162,-1,-1,-1
1042,17,23,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,184,125,125,125,125,4070,1235,1235,237,237,168,168,202,168,-1,-1,-1
1043,17,24,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,190,128,128,128,128,4189,1270,1270,244,244,174,174,209,174,-1,-1,-1
1044,17,25,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,227,153,153,153,153,5268,1594,1594,319,319,204,204,245,204,-1,-1,-1
1045,17,26,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,232,157,157,157,157,5393,1632,1632,327,327,210,210,252,210,-1,-1,-1
1046,17,27,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,238,160,160,160,160,5518,1669,1669,334,334,216,216,259,216,-1,-1,-1
1047,17,28,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,245,165,165,165,165,5802,1754,1754,356,356,222,222,266,222,-1,-1,-1
1048,17,29,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,251,169,169,169,169,5933,1794,1794,365,365,228,228,274,228,-1,-1,-1
1049,17,30,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,276,188,188,188,188,7818,2373,2373,537,537,317,317,380,317,-1,-1,-1
1050,17,31,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,282,192,192,192,192,7975,2420,2420,548,548,323,323,388,323,-1,-1,-1
1051,17,32,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,288,196,196,196,196,8132,2467,2467,558,558,330,330,396,330,-1,-1,-1
1052,17,33,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,294,200,200,200,200,8289,2514,2514,568,568,337,337,404,337,-1,-1,-1
1053,17,34,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,300,204,204,204,204,8446,2561,2561,578,578,344,344,412,344,-1,-1,-1
1054,17,35,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,387,262,262,262,262,10393,3145,3145,691,691,386,386,464,386,-1,-1,-1
1055,17,36,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,394,267,267,267,267,10572,3199,3199,702,702,393,393,472,393,-1,-1,-1
1056,17,37,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,402,272,272,272,272,10752,3253,3253,713,713,400,400,480,400,-1,-1,-1
1057,17,38,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,409,277,277,277,277,10932,3307,3307,724,724,407,407,488,407,-1,-1,-1
1058,17,39,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,417,282,282,282,282,11112,3361,3361,735,735,413,413,496,413,-1,-1,-1
1059,17,40,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,426,290,290,290,290,12916,3917,3917,915,915,516,516,619,516,-1,-1,-1
1060,17,41,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,434,295,295,295,295,13098,3971,3971,926,926,523,523,627,523,-1,-1,-1
1061,17,42,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,441,300,300,300,300,13279,4025,4025,937,937,530,530,635,530,-1,-1,-1
1062,17,43,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,449,305,305,305,305,13461,4080,4080,948,948,536,536,644,536,-1,-1,-1
1063,17,44,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,456,310,310,310,310,13642,4134,4134,959,959,543,543,652,543,-1,-1,-1
1064,17,45,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,496,338,338,338,338,15206,4618,4618,1079,1079,598,598,717,598,-1,-1,-1
1065,17,46,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,503,343,343,343,343,15389,4673,4673,1090,1090,605,605,725,605,-1,-1,-1
1066,17,47,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,511,348,348,348,348,15573,4728,4728,1101,1101,611,611,734,611,-1,-1,-1
1067,17,48,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,518,353,353,353,353,15756,4783,4783,1113,1113,618,618,742,618,-1,-1,-1
1068,17,49,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,526,358,358,358,358,15939,4838,4838,1124,1124,625,625,750,625,-1,-1,-1
1069,17,50,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,611,419,419,419,419,19764,6015,6015,1428,1428,764,764,916,764,-1,-1,-1
1070,17,51,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,620,425,425,425,425,19974,6078,6078,1440,1440,770,770,924,770,-1,-1,-1
1071,17,52,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,629,431,431,431,431,20185,6141,6141,1453,1453,777,777,932,777,-1,-1,-1
1072,17,53,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,638,437,437,437,437,20396,6205,6205,1465,1465,784,784,941,784,-1,-1,-1
1073,17,54,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,647,443,443,443,443,20606,6268,6268,1477,1477,791,791,949,791,-1,-1,-1
1074,17,55,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,690,476,476,476,476,22733,6936,6936,1644,1644,857,857,1029,857,-1,-1,-1
1075,17,56,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,699,482,482,482,482,22947,7001,7001,1657,1657,864,864,1037,864,-1,-1,-1
1076,17,57,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,708,488,488,488,488,23162,7065,7065,1669,1669,871,871,1045,871,-1,-1,-1
1077,17,58,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,717,494,494,494,494,23377,7130,7130,1682,1682,878,878,1053,878,-1,-1,-1
1078,17,59,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,726,500,500,500,500,23591,7194,7194,1694,1694,884,884,1061,884,-1,-1,-1
1079,17,60,3,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,857,591,591,591,591,29783,9083,9083,2189,2189,1104,1104,1325,1104,-1,-1,-1
1080,18,1,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8,5,5,5,5,243,57,57,13,13,12,12,12,12,-1,-1,-1
1081,18,2,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11,7,7,7,7,297,69,69,15,15,18,18,18,18,-1,-1,-1
1082,18,3,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14,9,9,9,9,351,82,82,17,17,24,24,24,24,-1,-1,-1
1083,18,4,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17,11,11,11,11,405,95,95,18,18,30,30,30,30,-1,-1,-1
1084,18,5,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,14,14,14,14,527,123,123,25,25,36,36,36,36,-1,-1,-1
1085,18,6,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,16,16,16,16,581,135,135,27,27,42,42,42,42,-1,-1,-1
1086,18,7,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,27,18,18,18,18,635,148,148,28,28,48,48,48,48,-1,-1,-1
1087,18,8,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,30,20,20,20,20,689,161,161,30,30,54,54,54,54,-1,-1,-1
1088,18,9,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33,22,22,22,22,743,173,173,31,31,60,60,60,60,-1,-1,-1
1089,18,10,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,66,44,44,44,44,1404,328,328,54,54,66,66,66,66,-1,-1,-1
1090,18,11,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70,46,46,46,46,1485,347,347,58,58,72,72,72,72,-1,-1,-1
1091,18,12,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,73,49,49,49,49,1566,365,365,61,61,78,78,78,78,-1,-1,-1
1092,18,13,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,77,52,52,52,52,1735,405,405,72,72,84,84,84,84,-1,-1,-1
1093,18,14,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,81,54,54,54,54,1823,425,425,76,76,90,90,90,90,-1,-1,-1
1094,18,15,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,116,77,77,77,77,2552,595,595,104,104,96,96,96,96,-1,-1,-1
1095,18,16,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,119,79,79,79,79,2646,617,617,108,108,102,102,102,102,-1,-1,-1
1096,18,17,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,123,82,82,82,82,2741,639,639,113,113,108,108,108,108,-1,-1,-1
1097,18,18,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,128,85,85,85,85,2957,690,690,127,127,114,114,114,114,-1,-1,-1
1098,18,19,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,131,87,87,87,87,3058,713,713,132,132,120,120,120,120,-1,-1,-1
1099,18,20,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,167,113,113,113,113,4318,1020,1020,206,206,150,150,150,150,-1,-1,-1
1100,18,21,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,172,117,117,117,117,4454,1052,1052,212,212,156,156,156,156,-1,-1,-1
1101,18,22,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,177,120,120,120,120,4590,1084,1084,219,219,162,162,162,162,-1,-1,-1
1102,18,23,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,184,125,125,125,125,4884,1152,1152,237,237,168,168,168,168,-1,-1,-1
1103,18,24,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,190,128,128,128,128,5027,1186,1186,244,244,174,174,174,174,-1,-1,-1
1104,18,25,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,227,153,153,153,153,6322,1488,1488,319,319,204,204,204,204,-1,-1,-1
1105,18,26,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,232,157,157,157,157,6472,1523,1523,327,327,210,210,210,210,-1,-1,-1
1106,18,27,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,238,160,160,160,160,6622,1558,1558,334,334,216,216,216,216,-1,-1,-1
1107,18,28,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,245,165,165,165,165,6963,1637,1637,356,356,222,222,222,222,-1,-1,-1
1108,18,29,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,251,169,169,169,169,7120,1674,1674,365,365,228,228,228,228,-1,-1,-1
1109,18,30,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,276,188,188,188,188,9382,2215,2215,537,537,317,317,317,317,-1,-1,-1
1110,18,31,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,282,192,192,192,192,9570,2259,2259,548,548,323,323,323,323,-1,-1,-1
1111,18,32,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,288,196,196,196,196,9758,2303,2303,558,558,330,330,330,330,-1,-1,-1
1112,18,33,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,294,200,200,200,200,9947,2347,2347,568,568,337,337,337,337,-1,-1,-1
1113,18,34,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,300,204,204,204,204,10135,2390,2390,578,578,344,344,344,344,-1,-1,-1
1114,18,35,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,387,262,262,262,262,12471,2936,2936,691,691,386,386,386,386,-1,-1,-1
1115,18,36,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,394,267,267,267,267,12687,2986,2986,702,702,393,393,393,393,-1,-1,-1
1116,18,37,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,402,272,272,272,272,12902,3036,3036,713,713,400,400,400,400,-1,-1,-1
1117,18,38,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,409,277,277,277,277,13118,3087,3087,724,724,407,407,407,407,-1,-1,-1
1118,18,39,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,417,282,282,282,282,13334,3137,3137,735,735,413,413,413,413,-1,-1,-1
1119,18,40,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,426,290,290,290,290,15499,3655,3655,915,915,516,516,516,516,-1,-1,-1
1120,18,41,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,434,295,295,295,295,15717,3706,3706,926,926,523,523,523,523,-1,-1,-1
1121,18,42,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,441,300,300,300,300,15935,3757,3757,937,937,530,530,530,530,-1,-1,-1
1122,18,43,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,449,305,305,305,305,16153,3808,3808,948,948,536,536,536,536,-1,-1,-1
1123,18,44,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,456,310,310,310,310,16371,3859,3859,959,959,543,543,543,543,-1,-1,-1
1124,18,45,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,496,338,338,338,338,18247,4310,4310,1079,1079,598,598,598,598,-1,-1,-1
1125,18,46,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,503,343,343,343,343,18467,4361,4361,1090,1090,605,605,605,605,-1,-1,-1
1126,18,47,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,511,348,348,348,348,18687,4413,4413,1101,1101,611,611,611,611,-1,-1,-1
1127,18,48,3,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,518,353,353,353,353,18907,4464,4464,1113,1113,618,618,618,618,-1,-1,-1
