id,scene_id,note,mission_id,monsters_0.id,monsters_0.loc,monsters_1.id,monsters_1.loc,monsters_2.id,monsters_2.loc,monsters_3.id,monsters_3.loc,monsters_4.id,monsters_4.loc,monsters_5.id,monsters_5.loc,monsters_6.id,monsters_6.loc,monsters_7.id,monsters_7.loc,monsters_8.id,monsters_8.loc,monsters_9.id,monsters_9.loc,monsters_10.id,monsters_10.loc,monsters_11.id,monsters_11.loc,monsters_12.id,monsters_12.loc,monsters_13.id,monsters_13.loc,monsters_14.id,monsters_14.loc,package_id_0,display_0,package_weight_0,package_id_1,display_1,package_weight_1,package_id_2,display_2,package_weight_2,package_id_3,display_3,package_weight_3,package_id_4,display_4,package_weight_4
1361,14,黑石禁闭,-1,31505,0,-1,1,-1,2,-1,3,-1,4,-1,5,31515,6,31515,7,31515,8,31515,9,-1,10,-1,11,-1,12,-1,13,-1,14,306,1,400,411,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1362,14,黑石禁闭,-1,31505,0,-1,1,-1,2,-1,3,-1,4,-1,5,31515,6,31515,7,31515,8,31515,9,-1,10,-1,11,-1,12,-1,13,-1,14,306,1,400,411,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1363,14,黑石禁闭,-1,31505,0,-1,1,-1,2,-1,3,-1,4,-1,5,31515,6,31515,7,31515,8,31515,9,-1,10,-1,11,-1,12,-1,13,-1,14,306,1,400,411,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1364,14,黑石禁闭,-1,31505,0,-1,1,-1,2,-1,3,-1,4,-1,5,31515,6,31515,7,31515,8,31515,9,-1,10,-1,11,-1,12,-1,13,-1,14,306,1,400,411,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1365,14,黑石禁闭,-1,31505,0,-1,1,-1,2,-1,3,-1,4,-1,5,31515,6,31515,7,31515,8,31515,9,-1,10,-1,11,-1,12,-1,13,-1,14,306,1,400,411,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1366,14,黑石禁闭,-1,-1,0,-1,1,-1,2,-1,3,-1,4,31550,5,-1,6,-1,7,-1,8,-1,9,31549,10,-1,11,-1,12,-1,13,-1,14,317,1,3000,202,1,10000,306,1,400,-1,0,-1,-1,0,-1
1401,14,黑石兵营,-1,-1,0,31516,1,31516,2,-1,3,-1,4,31514,5,-1,6,-1,7,31514,8,31517,9,-1,10,-1,11,-1,12,-1,13,-1,14,371,1,400,411,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1402,14,黑石兵营,-1,-1,0,31516,1,31516,2,-1,3,-1,4,31517,5,-1,6,-1,7,31514,8,31517,9,-1,10,-1,11,-1,12,-1,13,-1,14,371,1,400,411,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1403,14,黑石兵营,-1,-1,0,31516,1,31516,2,-1,3,-1,4,31514,5,-1,6,-1,7,31514,8,31517,9,-1,10,-1,11,-1,12,-1,13,-1,14,371,1,400,411,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1404,14,黑石兵营,-1,-1,0,31516,1,31516,2,-1,3,-1,4,31517,5,-1,6,-1,7,31514,8,31517,9,-1,10,-1,11,-1,12,-1,13,-1,14,371,1,400,411,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1405,14,黑石兵营,-1,-1,0,31516,1,31516,2,-1,3,-1,4,31514,5,-1,6,-1,7,31514,8,31517,9,-1,10,-1,11,-1,12,-1,13,-1,14,371,1,400,411,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1406,14,黑石兵营,-1,-1,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,31540,10,-1,11,-1,12,-1,13,-1,14,317,1,3000,203,1,10000,371,1,400,-1,0,-1,-1,0,-1
1411,14,黑石兵营,-1,-1,0,-1,1,-1,2,-1,3,-1,4,-1,5,31514,6,31514,7,31517,8,31517,9,31529,10,-1,11,-1,12,-1,13,-1,14,372,1,400,411,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1412,14,黑石兵营,-1,-1,0,-1,1,-1,2,-1,3,-1,4,-1,5,31514,6,31514,7,31517,8,31517,9,31529,10,-1,11,-1,12,-1,13,-1,14,372,1,400,411,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1413,14,黑石兵营,-1,-1,0,-1,1,-1,2,-1,3,-1,4,-1,5,31514,6,31514,7,31517,8,31517,9,31529,10,-1,11,-1,12,-1,13,-1,14,372,1,400,411,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1414,14,黑石兵营,-1,-1,0,-1,1,-1,2,-1,3,-1,4,-1,5,31514,6,31514,7,31517,8,31517,9,31529,10,-1,11,-1,12,-1,13,-1,14,372,1,400,411,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1415,14,黑石兵营,-1,-1,0,-1,1,-1,2,-1,3,-1,4,-1,5,31514,6,31514,7,31517,8,31517,9,31529,10,-1,11,-1,12,-1,13,-1,14,372,1,400,411,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1416,14,黑石兵营,-1,-1,0,-1,1,-1,2,-1,3,-1,4,31551,5,-1,6,-1,7,-1,8,-1,9,-1,10,-1,11,-1,12,-1,13,-1,14,317,1,3000,204,1,10000,372,1,400,-1,0,-1,-1,0,-1
1421,14,黑石兵营,-1,-1,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,31518,10,31518,11,31519,12,31518,13,31519,14,373,1,400,411,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1422,14,黑石兵营,-1,-1,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,31518,10,31518,11,31519,12,31518,13,31519,14,373,1,400,411,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1423,14,黑石兵营,-1,-1,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,31519,10,31518,11,31519,12,31518,13,31519,14,373,1,400,411,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1424,14,黑石兵营,-1,-1,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,31519,10,31518,11,31519,12,31518,13,31519,14,373,1,400,411,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1425,14,黑石兵营,-1,-1,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,31519,10,31518,11,31519,12,31518,13,31519,14,373,1,400,411,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1426,14,黑石兵营,-1,-1,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,31552,10,-1,11,-1,12,-1,13,-1,14,317,1,3000,205,1,10000,373,1,400,-1,0,-1,-1,0,-1
1431,14,黑石兵营,-1,-1,0,-1,1,-1,2,-1,3,-1,4,31520,5,31520,6,31521,7,31522,8,31522,9,-1,10,-1,11,-1,12,-1,13,-1,14,306,1,400,411,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1432,14,黑石兵营,-1,-1,0,-1,1,-1,2,-1,3,-1,4,31520,5,31521,6,31521,7,31522,8,31522,9,-1,10,-1,11,-1,12,-1,13,-1,14,306,1,400,411,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1433,14,黑石兵营,-1,-1,0,-1,1,-1,2,-1,3,-1,4,31520,5,31520,6,31521,7,31521,8,31522,9,-1,10,-1,11,-1,12,-1,13,-1,14,306,1,400,411,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1434,14,黑石兵营,-1,-1,0,-1,1,-1,2,-1,3,-1,4,31520,5,31520,6,31521,7,31522,8,31522,9,-1,10,-1,11,-1,12,-1,13,-1,14,306,1,400,411,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1435,14,黑石兵营,-1,-1,0,-1,1,-1,2,-1,3,-1,4,31520,5,31520,6,31521,7,31522,8,31522,9,-1,10,-1,11,-1,12,-1,13,-1,14,306,1,400,411,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1436,14,黑石兵营,-1,-1,0,-1,1,-1,2,-1,3,-1,4,31553,5,-1,6,-1,7,-1,8,-1,9,-1,10,-1,11,-1,12,-1,13,-1,14,317,1,3000,206,1,10000,306,1,400,-1,0,-1,-1,0,-1
1441,14,黑石兵营,-1,-1,0,-1,1,-1,2,-1,3,-1,4,31523,5,31523,6,31524,7,-1,8,-1,9,-1,10,31525,11,31525,12,-1,13,-1,14,306,1,400,411,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1442,14,黑石兵营,-1,-1,0,-1,1,-1,2,-1,3,-1,4,31524,5,31523,6,31524,7,-1,8,-1,9,-1,10,31525,11,31525,12,-1,13,-1,14,306,1,400,411,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1443,14,黑石兵营,-1,-1,0,-1,1,-1,2,-1,3,-1,4,31524,5,31523,6,31524,7,31523,8,-1,9,31525,10,-1,11,-1,12,-1,13,-1,14,306,1,400,411,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1444,14,黑石兵营,-1,-1,0,-1,1,-1,2,-1,3,-1,4,31524,5,31523,6,31524,7,31523,8,-1,9,31525,10,-1,11,-1,12,-1,13,-1,14,306,1,400,411,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1445,14,黑石兵营,-1,-1,0,-1,1,-1,2,-1,3,-1,4,31524,5,31523,6,31524,7,31523,8,-1,9,31525,10,-1,11,-1,12,-1,13,-1,14,306,1,400,411,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1446,14,黑石兵营,-1,-1,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,31554,10,-1,11,-1,12,-1,13,-1,14,317,1,3000,207,1,10000,306,1,400,-1,0,-1,-1,0,-1
1501,14,黑石宫殿,-1,31528,0,-1,1,-1,2,-1,3,-1,4,-1,5,31527,6,31527,7,-1,8,-1,9,-1,10,31526,11,31526,12,-1,13,-1,14,371,1,400,411,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1502,14,黑石宫殿,-1,31528,0,-1,1,-1,2,-1,3,-1,4,-1,5,31527,6,31527,7,-1,8,-1,9,-1,10,-1,11,-1,12,31526,13,31526,14,371,1,400,411,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1503,14,黑石宫殿,-1,31528,0,-1,1,-1,2,-1,3,-1,4,-1,5,31527,6,31527,7,-1,8,-1,9,-1,10,31526,11,31526,12,-1,13,-1,14,371,1,400,411,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1504,14,黑石宫殿,-1,31528,0,-1,1,-1,2,-1,3,-1,4,-1,5,31527,6,31527,7,-1,8,-1,9,-1,10,-1,11,-1,12,31526,13,31526,14,371,1,400,411,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1505,14,黑石宫殿,-1,31528,0,-1,1,-1,2,-1,3,-1,4,-1,5,31527,6,31527,7,-1,8,-1,9,-1,10,-1,11,-1,12,31526,13,31526,14,371,1,400,411,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1506,14,黑石宫殿,-1,-1,0,-1,1,-1,2,-1,3,-1,4,-1,5,31555,6,31556,7,-1,8,-1,9,-1,10,-1,11,-1,12,-1,13,-1,14,317,1,3000,208,1,10000,371,1,400,-1,0,-1,-1,0,-1
1511,14,黑石宫殿,-1,-1,0,-1,1,-1,2,-1,3,-1,4,-1,5,31514,6,31517,7,-1,8,-1,9,31529,10,31529,11,31529,12,-1,13,-1,14,372,1,400,411,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1512,14,黑石宫殿,-1,-1,0,-1,1,-1,2,-1,3,-1,4,-1,5,31514,6,31517,7,-1,8,-1,9,31529,10,31529,11,31529,12,-1,13,-1,14,372,1,400,411,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1513,14,黑石宫殿,-1,-1,0,-1,1,-1,2,-1,3,-1,4,-1,5,31514,6,31517,7,-1,8,-1,9,31529,10,31529,11,31529,12,-1,13,-1,14,372,1,400,411,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1514,14,黑石宫殿,-1,-1,0,-1,1,-1,2,-1,3,-1,4,-1,5,31514,6,31517,7,-1,8,-1,9,31529,10,31529,11,31529,12,-1,13,-1,14,372,1,400,411,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1515,14,黑石宫殿,-1,-1,0,-1,1,-1,2,-1,3,-1,4,-1,5,31514,6,31517,7,-1,8,-1,9,31529,10,-1,11,-1,12,31529,13,31529,14,372,1,400,411,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1516,14,黑石宫殿,-1,-1,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,31557,10,-1,11,-1,12,-1,13,-1,14,317,1,3000,209,1,10000,372,1,400,-1,0,-1,-1,0,-1
1521,14,黑石宫殿,-1,-1,0,-1,1,-1,2,-1,3,-1,4,31523,5,-1,6,-1,7,-1,8,-1,9,-1,10,31530,11,31531,12,31530,13,31531,14,373,1,400,411,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1522,14,黑石宫殿,-1,-1,0,-1,1,-1,2,-1,3,-1,4,31523,5,-1,6,-1,7,-1,8,-1,9,-1,10,31530,11,31531,12,31530,13,31531,14,373,1,400,411,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1523,14,黑石宫殿,-1,-1,0,-1,1,-1,2,-1,3,-1,4,31523,5,-1,6,-1,7,-1,8,-1,9,-1,10,31530,11,31531,12,31530,13,31531,14,373,1,400,411,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1524,14,黑石宫殿,-1,-1,0,-1,1,-1,2,-1,3,-1,4,31523,5,-1,6,-1,7,-1,8,-1,9,-1,10,31530,11,31531,12,31530,13,31531,14,373,1,400,411,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1525,14,黑石宫殿,-1,-1,0,-1,1,-1,2,-1,3,-1,4,31523,5,-1,6,-1,7,-1,8,-1,9,-1,10,31530,11,31531,12,31530,13,31531,14,373,1,400,411,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1526,14,黑石宫殿,-1,31558,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,-1,10,-1,11,-1,12,-1,13,-1,14,317,1,3000,210,1,10000,373,1,400,-1,0,-1,-1,0,-1
1531,14,黑石宫殿,-1,-1,0,-1,1,-1,2,-1,3,-1,4,31533,5,31533,6,31534,7,-1,8,-1,9,-1,10,31532,11,31532,12,-1,13,-1,14,306,1,400,411,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1532,14,黑石宫殿,-1,-1,0,-1,1,-1,2,-1,3,-1,4,31534,5,31533,6,31534,7,-1,8,-1,9,-1,10,31532,11,31532,12,-1,13,-1,14,306,1,400,411,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1533,14,黑石宫殿,-1,-1,0,-1,1,-1,2,-1,3,-1,4,-1,5,31533,6,31534,7,31533,8,31534,9,31532,10,-1,11,-1,12,-1,13,-1,14,306,1,400,411,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1534,14,黑石宫殿,-1,-1,0,-1,1,-1,2,-1,3,-1,4,-1,5,31533,6,31534,7,-1,8,-1,9,31532,10,-1,11,-1,12,31532,13,31532,14,306,1,400,411,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1535,14,黑石宫殿,-1,-1,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,31533,8,31534,9,31532,10,-1,11,-1,12,31532,13,31532,14,306,1,400,411,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1536,14,黑石宫殿,-1,31559,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,-1,10,-1,11,-1,12,-1,13,-1,14,317,1,3000,211,1,10000,306,1,400,-1,0,-1,-1,0,-1
1541,14,黑石宫殿,-1,31536,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,-1,10,31535,11,31537,12,31535,13,31537,14,306,1,400,411,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1542,14,黑石宫殿,-1,31536,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,-1,10,31535,11,31537,12,31535,13,31537,14,306,1,400,411,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1543,14,黑石宫殿,-1,31536,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,-1,10,31535,11,31537,12,31535,13,31537,14,306,1,400,411,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1544,14,黑石宫殿,-1,31536,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,-1,10,31535,11,31537,12,31535,13,31537,14,306,1,400,411,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1545,14,黑石宫殿,-1,31536,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,-1,10,31535,11,31537,12,31535,13,31537,14,306,1,400,411,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1546,14,黑石宫殿,-1,-1,0,-1,1,-1,2,-1,3,-1,4,31560,5,-1,6,-1,7,-1,8,-1,9,31561,10,-1,11,-1,12,-1,13,-1,14,317,1,3000,212,1,10000,306,1,400,-1,0,-1,-1,0,-1
1601,15,厄运东,-1,-1,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,31601,10,31602,11,31603,12,31602,13,31603,14,371,1,400,412,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1602,15,厄运东,-1,-1,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,31601,10,31602,11,31603,12,31601,13,31602,14,371,1,400,412,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1603,15,厄运东,-1,-1,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,31601,10,31602,11,31603,12,31601,13,31603,14,371,1,400,412,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1604,15,厄运东,-1,-1,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,31601,10,31602,11,31603,12,31601,13,31602,14,371,1,400,412,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1605,15,厄运东,-1,-1,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,31601,10,31602,11,31603,12,31602,13,31603,14,371,1,400,412,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1606,15,厄运东,-1,-1,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,31645,10,-1,11,-1,12,-1,13,-1,14,317,1,3000,213,1,10000,371,1,400,-1,0,-1,-1,0,-1
1611,15,厄运东,-1,-1,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,31601,10,31602,11,31603,12,31602,13,31603,14,372,1,400,412,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1612,15,厄运东,-1,-1,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,31601,10,31602,11,31603,12,31601,13,31602,14,372,1,400,412,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1613,15,厄运东,-1,-1,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,31601,10,31602,11,31603,12,31601,13,31603,14,372,1,400,412,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1614,15,厄运东,-1,-1,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,31601,10,31602,11,31603,12,31601,13,31602,14,372,1,400,412,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1615,15,厄运东,-1,-1,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,31601,10,31602,11,31603,12,31602,13,31603,14,372,1,400,412,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1616,15,厄运东,-1,-1,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,31646,10,-1,11,-1,12,-1,13,-1,14,317,1,3000,214,1,10000,372,1,400,-1,0,-1,-1,0,-1
1621,15,厄运东,-1,31605,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,-1,10,31604,11,31606,12,31604,13,31606,14,373,1,400,412,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1622,15,厄运东,-1,31605,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,-1,10,31604,11,31606,12,31604,13,31606,14,373,1,400,412,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1623,15,厄运东,-1,31605,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,-1,10,31604,11,31606,12,31604,13,31606,14,373,1,400,412,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1624,15,厄运东,-1,31605,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,-1,10,31604,11,31606,12,31604,13,31606,14,373,1,400,412,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1625,15,厄运东,-1,31605,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,-1,10,31604,11,31606,12,31604,13,31606,14,373,1,400,412,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1626,15,厄运东,-1,-1,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,31647,10,-1,11,-1,12,-1,13,-1,14,317,1,3000,215,1,10000,373,1,400,-1,0,-1,-1,0,-1
1631,15,厄运东,-1,-1,0,-1,1,-1,2,-1,3,-1,4,31607,5,31608,6,31609,7,31607,8,31608,9,-1,10,-1,11,-1,12,-1,13,-1,14,306,1,400,412,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1632,15,厄运东,-1,-1,0,-1,1,-1,2,-1,3,-1,4,31607,5,31608,6,31609,7,31608,8,31609,9,-1,10,-1,11,-1,12,-1,13,-1,14,306,1,400,412,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1633,15,厄运东,-1,-1,0,-1,1,-1,2,-1,3,-1,4,31607,5,31608,6,31609,7,31607,8,31609,9,-1,10,-1,11,-1,12,-1,13,-1,14,306,1,400,412,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1634,15,厄运东,-1,-1,0,-1,1,-1,2,-1,3,-1,4,31607,5,31608,6,31609,7,31608,8,31609,9,-1,10,-1,11,-1,12,-1,13,-1,14,306,1,400,412,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1635,15,厄运东,-1,-1,0,-1,1,-1,2,-1,3,-1,4,31607,5,31608,6,31609,7,31607,8,31609,9,-1,10,-1,11,-1,12,-1,13,-1,14,306,1,400,412,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1636,15,厄运东,-1,-1,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,31648,10,-1,11,-1,12,-1,13,-1,14,317,1,3000,216,1,10000,306,1,400,-1,0,-1,-1,0,-1
1641,15,厄运东,-1,-1,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,31610,10,31611,11,31612,12,31613,13,31610,14,306,1,400,412,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1642,15,厄运东,-1,-1,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,31610,10,31611,11,31612,12,31613,13,31611,14,306,1,400,412,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1643,15,厄运东,-1,-1,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,31610,10,31611,11,31612,12,31613,13,31612,14,306,1,400,412,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1644,15,厄运东,-1,-1,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,31610,10,31611,11,31612,12,31613,13,31613,14,306,1,400,412,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1645,15,厄运东,-1,-1,0,-1,1,-1,2,-1,3,-1,4,-1,5,-1,6,-1,7,-1,8,-1,9,31610,10,31611,11,31612,12,31613,13,31610,14,306,1,400,412,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1646,15,厄运东,-1,-1,0,-1,1,-1,2,-1,3,-1,4,31649,5,-1,6,-1,7,-1,8,-1,9,-1,10,-1,11,-1,12,-1,13,-1,14,317,1,3000,217,1,10000,306,1,400,-1,0,-1,-1,0,-1
1651,15,厄运东,-1,-1,0,-1,1,-1,2,-1,3,-1,4,31614,5,31615,6,31616,7,31614,8,31615,9,-1,10,-1,11,-1,12,-1,13,-1,14,306,1,400,412,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1652,15,厄运东,-1,-1,0,-1,1,-1,2,-1,3,-1,4,31614,5,31615,6,31616,7,31615,8,31616,9,-1,10,-1,11,-1,12,-1,13,-1,14,306,1,400,412,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1653,15,厄运东,-1,-1,0,-1,1,-1,2,-1,3,-1,4,31614,5,31615,6,31616,7,31614,8,31616,9,-1,10,-1,11,-1,12,-1,13,-1,14,306,1,400,412,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1654,15,厄运东,-1,-1,0,-1,1,-1,2,-1,3,-1,4,31614,5,31615,6,31616,7,31615,8,31616,9,-1,10,-1,11,-1,12,-1,13,-1,14,306,1,400,412,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1655,15,厄运东,-1,-1,0,-1,1,-1,2,-1,3,-1,4,31614,5,31615,6,31616,7,31614,8,31616,9,-1,10,-1,11,-1,12,-1,13,-1,14,306,1,400,412,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1656,15,厄运东,-1,-1,0,-1,1,-1,2,-1,3,-1,4,-1,5,31650,6,31651,7,-1,8,-1,9,-1,10,-1,11,-1,12,-1,13,-1,14,317,1,3000,218,1,10000,306,1,400,-1,0,-1,-1,0,-1
1701,15,厄运西,-1,-1,0,31629,1,31631,2,-1,3,-1,4,-1,5,31630,6,31630,7,-1,8,-1,9,31632,10,-1,11,-1,12,-1,13,-1,14,371,1,400,412,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1702,15,厄运西,-1,-1,0,31629,1,31631,2,-1,3,-1,4,31630,5,-1,6,-1,7,-1,8,-1,9,-1,10,31632,11,31632,12,-1,13,-1,14,371,1,400,412,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1703,15,厄运西,-1,-1,0,31629,1,31631,2,-1,3,-1,4,-1,5,31630,6,31630,7,-1,8,-1,9,31632,10,-1,11,-1,12,-1,13,-1,14,371,1,400,412,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1704,15,厄运西,-1,-1,0,31629,1,31631,2,-1,3,-1,4,31630,5,-1,6,-1,7,-1,8,-1,9,-1,10,31632,11,31632,12,-1,13,-1,14,371,1,400,412,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1705,15,厄运西,-1,-1,0,-1,1,-1,2,31629,3,31631,4,-1,5,31630,6,31630,7,-1,8,-1,9,31632,10,-1,11,-1,12,-1,13,-1,14,371,1,400,412,0,400,-1,0,-1,-1,0,-1,-1,0,-1
1706,15,厄运西,-1,-1,0,-1,1,-1,2,-1,3,-1,4,31659,5,-1,6,-1,7,-1,8,-1,9,-1,10,-1,11,-1,12,-1,13,-1,14,317,1,3000,219,1,10000,371,1,400,-1,0,-1,-1,0,-1
