id,name,note,desc,not,type,weapon_type,icon,res,color,level_limit,equip_level,gem_slot_count,race_limit,prof_limit,talent_limit,init_durable,suit_group_id,property_effect.skill,property_effect.endurance,property_effect.physical_strength,property_effect.agile,property_effect.intelligence,property_effect.spirit,property_effect.hp,property_effect.physical_attack,property_effect.magic_attack,property_effect.physical_armor,property_effect.magic_armor,property_effect.critical,property_effect.toughness,property_effect.accurate,property_effect.dodge,property_effect.move_speed,property_effect.attack_speed,strength_type,strength_value
10220046,equip_name_10220046,刺骨冰矛,equip_detail_10220046,55级双手锤武器散件,1,2,icon_weapon_jian02+ssj28,528,3,56,61,2,0,0,0,90,-1,-1,0,0,21,0,0,0,207,0,0,0,18,0,0,0,0,0,physical_attack,3.0
10220047,equip_name_10220047,猎手之矛,equip_detail_10220047,55级双手锤武器散件,1,2,icon_weapon_jian02+ssj28,528,3,53,58,2,0,0,0,85,-1,-1,0,0,20,0,0,0,197,0,0,0,17,0,0,0,0,0,physical_attack,3.0
10220048,equip_name_10220048,坚硬巨槌,equip_detail_10220048,55级双手锤武器散件,1,2,icon_weapon_chui02+ssc03,403,3,57,62,2,0,0,0,90,-1,-1,0,0,22,0,0,0,211,0,0,0,0,19,0,0,0,0,physical_attack,3.0
10220049,equip_name_10220049,巨型长刃,equip_detail_10220049,55级双手锤武器散件,1,2,icon_weapon_jian02+ssj21,521,3,53,58,2,0,0,0,85,-1,-1,0,0,20,0,0,0,197,0,0,0,0,17,0,0,0,0,physical_attack,3.0
10220050,equip_name_10220050,圣力之锤,equip_detail_10220050,55级双手锤武器散件,1,2,icon_weapon_chui02+ssc08,408,3,57,62,2,0,0,0,90,-1,-1,0,0,0,0,22,0,0,211,0,0,19,0,0,0,0,0,magic_attack,3.0
10220051,equip_name_10220051,碾骨者,equip_detail_10220051,55级双手锤武器散件,1,2,icon_weapon_chui02+ssc04,404,3,58,63,2,0,0,0,90,-1,-1,0,22,0,0,0,0,214,0,0,0,19,0,0,0,0,0,physical_attack,3.0
10220052,equip_name_10220052,闪光白金战锤,equip_detail_10220052,55级双手锤武器散件,1,2,icon_weapon_chui02+ssc07,407,3,58,63,2,0,0,0,90,-1,-1,0,22,0,0,0,0,214,0,0,0,19,0,0,0,0,0,physical_attack,3.0
10220053,equip_name_10220053,水晶尖刺槌,equip_detail_10220053,55级双手锤武器散件,1,2,icon_weapon_chui02+ssc15,415,3,58,63,2,0,0,0,90,-1,-1,0,22,0,0,0,0,214,0,0,0,19,0,0,0,0,0,physical_attack,3.0
10220054,equip_name_10220054,泰坦之锤,equip_detail_10220054,55级双手锤武器散件,1,2,icon_weapon_chui02+ssc12,412,3,58,63,2,0,0,0,90,-1,-1,0,22,0,0,0,0,214,0,0,0,19,0,0,0,0,0,physical_attack,3.0
10220055,equip_name_10220055,冰刺长矛,equip_detail_10220055,55级双手锤武器散件,1,2,icon_weapon_chui02+ssc10,410,3,58,63,2,0,0,0,90,-1,-1,0,0,22,0,0,0,214,0,0,0,19,0,0,0,0,0,physical_attack,3.0
10220056,equip_name_10220056,横扫重锤,equip_detail_10220056,55级双手锤武器散件,1,2,icon_weapon_chui02+ssc02,402,3,58,63,2,0,0,0,90,-1,-1,0,0,22,0,0,0,214,0,0,0,0,19,0,0,0,0,physical_attack,3.0
10220057,equip_name_10220057,大十字军之锤,equip_detail_10220057,55级双手锤武器散件,1,2,icon_weapon_chui02+ssc20,420,3,56,61,2,0,0,0,90,-1,-1,0,0,0,0,21,0,0,207,0,0,18,0,0,0,0,0,magic_attack,3.0
10220058,equip_name_10220058,康恩之怒,equip_detail_10220058,60级双手锤武器散件,1,2,icon_weapon_chui02+ssc12,412,3,60,65,2,0,0,0,95,-1,-1,0,23,0,0,0,0,221,0,0,0,20,0,0,0,0,0,physical_attack,3.0
10220059,equip_name_10220059,其拉威严之锤,equip_detail_10220059,60级双手锤武器散件,1,2,icon_weapon_chui02+ssc18,418,3,60,71,2,0,0,0,100,-1,-1,0,0,0,0,25,0,0,241,0,0,21,0,0,0,0,0,magic_attack,3.0
10230001,equip_name_10230001,碎冰者,equip_detail_10230001,50级双手锤武器,1,2,icon_weapon_chui02+ssc08,408,4,47,52,3,0,0,0,85,-1,-1,8,18,0,0,0,0,208,0,0,0,16,0,10,0,0,0,physical_attack,3.0
10230002,equip_name_10230002,暗影之击,equip_detail_10230002,55级双手锤武器散件,1,2,icon_weapon_chui01+dsc21,1021,4,51,63,3,0,0,0,95,-1,-1,9,0,22,0,0,0,252,0,0,0,19,0,13,0,0,0,physical_attack,3.0
10230003,equip_name_10230003,雷霆之击,equip_detail_10230003,55级双手锤武器散件,1,2,icon_weapon_chui01+dsc21,1021,4,58,63,3,0,0,0,95,-1,-1,9,0,22,0,0,0,252,0,0,0,19,0,13,0,0,0,physical_attack,3.0
10230004,equip_name_10230004,耶克里克之锤,equip_detail_10230004,60级双手锤武器散件,1,2,icon_weapon_chui02+ssc15,415,4,50,65,3,0,0,0,100,-1,-1,10,23,0,0,0,0,260,0,0,0,20,0,13,0,0,0,physical_attack,3.0
10230005,equip_name_10230005,震地者,equip_detail_10230005,60级双手锤武器散件,1,2,icon_weapon_chui02+ssc03,403,4,51,66,3,0,0,0,100,-1,-1,10,0,23,0,0,0,264,0,0,0,0,20,0,13,0,0,physical_attack,3.0
10230006,equip_name_10230006,塞纳留斯之拳,equip_detail_10230006,60级双手锤武器散件,1,2,icon_weapon_chui02+ssc12,412,4,60,66,3,0,0,0,100,-1,-1,10,0,0,0,23,0,0,264,0,0,20,13,0,0,0,0,magic_attack,3.0
10230007,equip_name_10230007,萨弗隆战锤,equip_detail_10230007,60级双手锤武器散件,1,2,icon_weapon_chui02+ssc09,409,4,60,67,3,0,0,0,100,-1,-1,10,23,0,0,0,0,268,0,0,0,20,0,13,0,0,0,physical_attack,3.0
10230008,equip_name_10230008,龙人之槌,equip_detail_10230008,60级双手锤武器散件,1,2,icon_weapon_chui02+ssc06,406,4,60,70,3,0,0,0,105,-1,-1,11,25,0,0,0,0,280,0,0,0,21,0,14,0,0,0,physical_attack,3.0
10230009,equip_name_10230009,不灭生命之锤,equip_detail_10230009,德鲁伊t1双手锤武器套装,1,2,icon_weapon_chui01+dsc40,1040,4,54,70,3,0,5,0,105,-1,-1,11,0,25,0,0,0,280,0,0,0,21,0,14,0,0,0,physical_attack,3.0
10230010,equip_name_10230010,不灭生命之锤,equip_detail_10230010,德鲁伊t1双手锤武器套装,1,2,icon_weapon_chui01+dsc40,1040,4,54,70,3,0,5,0,105,-1,-1,11,0,25,0,0,0,280,0,0,0,0,21,0,14,0,0,physical_attack,3.0
10230011,equip_name_10230011,不灭生命之锤,equip_detail_10230011,德鲁伊t1双手锤武器套装,1,2,icon_weapon_chui01+dsc40,1040,4,54,70,3,0,5,0,105,-1,-1,11,0,0,0,25,0,0,280,0,0,21,14,0,0,0,0,magic_attack,3.0
10230012,equip_name_10230012,芬克的熔岩挖掘器,equip_detail_10230012,60级双手锤武器散件,1,2,icon_weapon_chui02+ssc17,417,4,52,70,3,0,0,0,105,-1,-1,11,0,0,0,25,0,0,280,0,0,21,14,0,0,0,0,magic_attack,3.0
10230013,equip_name_10230013,野兽狂怒之锤,equip_detail_10230013,60级双手锤武器散件,1,2,icon_weapon_chui01+dsc03,1003,4,60,71,3,0,0,0,105,-1,-1,11,0,25,0,0,0,284,0,0,0,21,0,14,0,0,0,physical_attack,3.0
10230014,equip_name_10230014,棘枝战锤,equip_detail_10230014,60级双手锤武器散件,1,2,icon_weapon_chui02+ssc18,418,4,59,73,3,0,0,0,105,-1,-1,11,0,0,0,26,0,0,292,0,0,22,15,0,0,0,0,magic_attack,3.0
10230015,equip_name_10230015,悲哀使者,equip_detail_10230015,60级双手锤武器散件,1,2,icon_weapon_chui02+ssc21,421,4,57,75,3,0,0,0,110,-1,-1,11,0,0,0,26,0,0,300,0,0,23,15,0,0,0,0,magic_attack,3.0
10230016,equip_name_10230016,神圣其拉巨锤,equip_detail_10230016,60级双手锤武器散件,1,2,icon_weapon_chui01+dsc37,1037,4,59,79,3,0,0,0,110,-1,-1,12,0,28,0,0,0,316,0,0,0,24,0,16,0,0,0,physical_attack,3.0
10230017,equip_name_10230017,神圣其拉巨锤,equip_detail_10230017,60级双手锤武器散件,1,2,icon_weapon_chui01+dsc37,1037,4,59,79,3,0,0,0,110,-1,-1,12,0,28,0,0,0,316,0,0,0,0,24,0,16,0,0,physical_attack,3.0
10230018,equip_name_10230018,赎罪十字军之槌,equip_detail_10230018,60级双手锤武器散件,1,2,icon_weapon_chui02+ssc10,410,4,60,83,3,0,0,0,115,-1,-1,12,0,0,0,29,0,0,332,0,0,25,17,0,0,0,0,magic_attack,3.0
10230019,equip_name_10230019,米奈希尔之力,equip_detail_10230019,60级双手锤武器散件,1,2,icon_weapon_chui02+ssc19,419,4,60,89,3,0,0,0,120,-1,-1,13,31,0,0,0,0,356,0,0,0,27,0,18,0,0,0,physical_attack,3.0
10310001,equip_name_10310001,训练用剑,equip_detail_10310001,20级双手剑武器,1,3,icon_weapon_jian02+ssj04,504,2,1,10,1,0,0,0,35,-1,-1,0,3,0,0,0,0,28,0,0,0,0,0,0,0,0,0,physical_attack,3.0
10310002,equip_name_10310002,坚固的重剑,equip_detail_10310002,20级双手剑武器,1,3,icon_weapon_jian02+ssj09,509,2,1,11,1,0,0,0,35,-1,-1,0,4,0,0,0,0,31,0,0,0,0,0,0,0,0,0,physical_attack,3.0
10310003,equip_name_10310003,练习剑,equip_detail_10310003,20级双手剑武器,1,3,icon_weapon_jian02+ssj04,504,2,1,12,1,0,0,0,35,-1,-1,0,4,0,0,0,0,34,0,0,0,0,0,0,0,0,0,physical_attack,3.0
10310004,equip_name_10310004,珊瑚双刃刀,equip_detail_10310004,20级双手剑武器,1,3,icon_weapon_jian02+ssj04,504,2,10,15,1,0,0,0,40,-1,-1,0,5,0,0,0,0,42,0,0,0,0,0,0,0,0,0,physical_attack,3.0
10310005,equip_name_10310005,短刃重剑,equip_detail_10310005,20级双手剑武器,1,3,icon_weapon_jian02+ssj02,502,2,11,16,1,0,0,0,40,-1,-1,0,5,0,0,0,0,45,0,0,0,0,0,0,0,0,0,physical_attack,3.0
10310006,equip_name_10310006,利爪队长的烤肉钉,equip_detail_10310006,20级双手剑武器,1,3,icon_weapon_jian02+ssj02,502,2,12,17,1,0,0,0,40,-1,-1,0,6,0,0,0,0,48,0,0,0,0,0,0,0,0,0,physical_attack,3.0
10310007,equip_name_10310007,人民军之剑,equip_detail_10310007,20级双手剑武器,1,3,icon_weapon_jian02+ssj02,502,2,12,17,1,0,0,0,40,-1,-1,0,6,0,0,0,0,48,0,0,0,0,0,0,0,0,0,physical_attack,3.0
10310008,equip_name_10310008,锋利的重剑,equip_detail_10310008,20级双手剑武器,1,3,icon_weapon_jian02+ssj04,504,2,13,18,1,0,0,0,40,-1,-1,0,6,0,0,0,0,50,0,0,0,0,0,0,0,0,0,physical_attack,3.0
10310009,equip_name_10310009,莫格罗什牙签,equip_detail_10310009,20级双手剑武器,1,3,icon_weapon_jian02+ssj21,521,2,13,18,1,0,0,0,40,-1,-1,0,6,0,0,0,0,50,0,0,0,0,0,0,0,0,0,physical_attack,3.0
10310010,equip_name_10310010,石腭怪切割者,equip_detail_10310010,20级双手剑武器,1,3,icon_weapon_jian02+ssj02,502,2,13,18,1,0,0,0,40,-1,-1,0,6,0,0,0,0,50,0,0,0,0,0,0,0,0,0,physical_attack,3.0
10310011,equip_name_10310011,食尸鬼之牙,equip_detail_10310011,20级双手剑武器,1,3,icon_weapon_jian02+ssj09,509,2,14,19,1,0,0,0,40,-1,-1,0,6,0,0,0,0,53,0,0,0,0,0,0,0,0,0,physical_attack,3.0
10310012,equip_name_10310012,铜质宽剑,equip_detail_10310012,20级双手剑武器,1,3,icon_weapon_jian02+ssj09,509,2,14,19,1,0,0,0,40,-1,-1,0,6,0,0,0,0,53,0,0,0,0,0,0,0,0,0,physical_attack,3.0
10310013,equip_name_10310013,主动式负载平衡器螺丝刀,equip_detail_10310013,20级双手剑武器,1,3,icon_weapon_jian02+ssj04,504,2,14,19,1,0,0,0,40,-1,-1,0,6,0,0,0,0,53,0,0,0,0,0,0,0,0,0,physical_attack,3.0
10310014,equip_name_10310014,暗皮双手剑,equip_detail_10310014,20级双手剑武器,1,3,icon_weapon_jian02+ssj09,509,2,15,20,1,0,0,0,45,-1,-1,0,7,0,0,0,0,56,0,0,0,0,0,0,0,0,0,physical_attack,3.0
10310015,equip_name_10310015,破碎的剑,equip_detail_10310015,20级双手剑武器,1,3,icon_weapon_jian02+ssj09,509,2,15,20,1,0,0,0,45,-1,-1,0,7,0,0,0,0,56,0,0,0,0,0,0,0,0,0,physical_attack,3.0
10310016,equip_name_10310016,闪光双刃刀,equip_detail_10310016,20级双手剑武器,1,3,icon_weapon_jian02+ssj02,502,2,15,20,1,0,0,0,45,-1,-1,0,7,0,0,0,0,56,0,0,0,0,0,0,0,0,0,physical_attack,3.0
10310017,equip_name_10310017,巡林人之剑,equip_detail_10310017,20级双手剑武器,1,3,icon_weapon_jian02+ssj02,502,2,15,20,1,0,0,0,45,-1,-1,0,7,0,0,0,0,56,0,0,0,0,0,0,0,0,0,physical_attack,3.0
10310018,equip_name_10310018,被赐福的双刃刀,equip_detail_10310018,20级双手剑武器,1,3,icon_weapon_jian02+ssj04,504,2,17,22,1,0,0,0,45,-1,-1,0,7,0,0,0,0,62,0,0,0,0,0,0,0,0,0,physical_attack,3.0
10310019,equip_name_10310019,刽子手之剑,equip_detail_10310019,20级双手剑武器,1,3,icon_weapon_jian02+ssj09,509,2,19,24,1,0,0,0,45,-1,-1,0,8,0,0,0,0,67,0,0,0,0,0,0,0,0,0,physical_attack,3.0
10310020,equip_name_10310020,锋利双手剑,equip_detail_10310020,20级双手剑武器,1,3,icon_weapon_jian02+ssj09,509,2,21,26,1,0,0,0,50,-1,-1,0,8,0,0,0,0,73,0,0,0,0,0,0,0,0,0,physical_attack,3.0
10310021,equip_name_10310021,双手骑兵剑,equip_detail_10310021,20级双手剑武器,1,3,icon_weapon_jian02+ssj04,504,2,23,28,1,0,0,0,50,-1,-1,0,9,0,0,0,0,78,0,0,0,0,0,0,0,0,0,physical_attack,3.0
10310022,equip_name_10310022,黑色金属巨剑,equip_detail_10310022,20级双手剑武器,1,3,icon_weapon_jian02+ssj04,504,2,24,29,1,0,0,0,50,-1,-1,0,9,0,0,0,0,81,0,0,0,0,0,0,0,0,0,physical_attack,3.0
10310023,equip_name_10310023,黑铁重剑,equip_detail_10310023,30级双手剑武器,1,3,icon_weapon_jian02+ssj09,509,2,25,30,1,0,0,0,55,-1,-1,0,10,0,0,0,0,84,0,0,0,0,0,0,0,0,0,physical_attack,3.0
10310024,equip_name_10310024,大天使之击,equip_detail_10310024,30级双手剑武器,1,3,icon_weapon_jian02+ssj04,504,2,26,31,1,0,0,0,55,-1,-1,0,10,0,0,0,0,87,0,0,0,0,0,0,0,0,0,physical_attack,3.0
10310025,equip_name_10310025,艾米尔的烙印,equip_detail_10310025,30级双手剑武器,1,3,icon_weapon_jian02+ssj21,521,2,27,32,1,0,0,0,55,-1,-1,0,10,0,0,0,0,90,0,0,0,0,0,0,0,0,0,physical_attack,3.0
10310026,equip_name_10310026,黑暗符文剑,equip_detail_10310026,30级双手剑武器,1,3,icon_weapon_jian02+ssj09,509,2,27,32,1,0,0,0,55,-1,-1,0,10,0,0,0,0,90,0,0,0,0,0,0,0,0,0,physical_attack,3.0
10310027,equip_name_10310027,闪光双手剑,equip_detail_10310027,30级双手剑武器,1,3,icon_weapon_jian02+ssj04,504,2,27,32,1,0,0,0,55,-1,-1,0,10,0,0,0,0,90,0,0,0,0,0,0,0,0,0,physical_attack,3.0
10310028,equip_name_10310028,上古长剑,equip_detail_10310028,30级双手剑武器,1,3,icon_weapon_jian02+ssj21,521,2,27,32,1,0,0,0,55,-1,-1,0,10,0,0,0,0,90,0,0,0,0,0,0,0,0,0,physical_attack,3.0
10310029,equip_name_10310029,阿契厄斯,equip_detail_10310029,30级双手剑武器,1,3,icon_weapon_jian02+ssj09,509,2,30,35,1,0,0,0,60,-1,-1,0,11,0,0,0,0,98,0,0,0,0,0,0,0,0,0,physical_attack,3.0
10310030,equip_name_10310030,石边双刃刀,equip_detail_10310030,30级双手剑武器,1,3,icon_weapon_jian02+ssj04,504,2,30,35,1,0,0,0,60,-1,-1,0,11,0,0,0,0,98,0,0,0,0,0,0,0,0,0,physical_attack,3.0
10310031,equip_name_10310031,月钢宽剑,equip_detail_10310031,30级双手剑武器,1,3,icon_weapon_jian02+ssj09,509,2,31,36,1,0,0,0,60,-1,-1,0,12,0,0,0,0,101,0,0,0,0,0,0,0,0,0,physical_attack,3.0
10310032,equip_name_10310032,霜虎之刃,equip_detail_10310032,40级双手剑武器,1,3,icon_weapon_jian02+ssj21,521,2,35,40,1,0,0,0,65,-1,-1,0,13,0,0,0,0,112,0,0,0,0,0,0,0,0,0,physical_attack,3.0
10310033,equip_name_10310033,胫骨之刃,equip_detail_10310033,40级双手剑武器,1,3,icon_weapon_jian02+ssj09,509,2,36,41,1,0,0,0,65,-1,-1,0,13,0,0,0,0,115,0,0,0,0,0,0,0,0,0,physical_attack,3.0
10310034,equip_name_10310034,裂胆剑,equip_detail_10310034,40级双手剑武器,1,3,icon_weapon_jian02+ssj10,510,2,36,41,1,0,0,0,65,-1,-1,0,13,0,0,0,0,115,0,0,0,0,0,0,0,0,0,physical_attack,3.0
10310035,equip_name_10310035,削头剑,equip_detail_10310035,40级双手剑武器,1,3,icon_weapon_jian02+ssj21,521,2,38,43,1,0,0,0,65,-1,-1,0,14,0,0,0,0,120,0,0,0,0,0,0,0,0,0,physical_attack,3.0
10310036,equip_name_10310036,炫彩之剑,equip_detail_10310036,40级双手剑武器,1,3,icon_weapon_jian02+ssj04,504,2,40,45,1,0,0,0,70,-1,-1,0,15,0,0,0,0,126,0,0,0,0,0,0,0,0,0,physical_attack,3.0
10310037,equip_name_10310037,战场毁灭者,equip_detail_10310037,40级双手剑武器,1,3,icon_weapon_jian02+ssj09,509,2,42,47,1,0,0,0,70,-1,-1,0,15,0,0,0,0,132,0,0,0,0,0,0,0,0,0,physical_attack,3.0
10310038,equip_name_10310038,长牙剑,equip_detail_10310038,40级双手剑武器,1,3,icon_weapon_jian02+ssj05,505,2,44,49,1,0,0,0,70,-1,-1,0,16,0,0,0,0,137,0,0,0,0,0,0,0,0,0,physical_attack,3.0
10310039,equip_name_10310039,斩首剑,equip_detail_10310039,50级双手剑武器,1,3,icon_weapon_jian02+ssj09,509,2,47,52,1,0,0,0,75,-1,-1,0,17,0,0,0,0,146,0,0,0,0,0,0,0,0,0,physical_attack,3.0
10310040,equip_name_10310040,黑暗军刀,equip_detail_10310040,50级双手剑武器,1,3,icon_weapon_jian02+ssj09,509,2,49,54,1,0,0,0,75,-1,-1,0,18,0,0,0,0,151,0,0,0,0,0,0,0,0,0,physical_attack,3.0
10310041,equip_name_10310041,奔行者之剑,equip_detail_10310041,50级双手剑武器,1,3,icon_weapon_jian02+ssj09,509,2,52,57,1,0,0,0,80,-1,-1,0,19,0,0,0,0,160,0,0,0,0,0,0,0,0,0,physical_attack,3.0
10310042,equip_name_10310042,英勇双手剑,equip_detail_10310042,50级双手剑武器,1,3,icon_weapon_jian02+ssj09,509,2,52,57,1,0,0,0,80,-1,-1,0,19,0,0,0,0,160,0,0,0,0,0,0,0,0,0,physical_attack,3.0
10310043,equip_name_10310043,屠杀长剑,equip_detail_10310043,50级双手剑武器,1,3,icon_weapon_jian02+ssj26,526,2,54,59,1,0,0,0,80,-1,-1,0,19,0,0,0,0,165,0,0,0,0,0,0,0,0,0,physical_attack,3.0
10310044,equip_name_10310044,胫骨剑,equip_detail_10310044,55级双手剑武器散件,1,3,icon_weapon_jian02+ssj21,521,2,57,62,1,0,0,0,85,-1,-1,0,20,0,0,0,0,174,0,0,0,0,0,0,0,0,0,physical_attack,3.0
10310045,equip_name_10310045,神圣战剑,equip_detail_10310045,60级双手剑武器散件,1,3,icon_weapon_jian02+ssj09,509,2,60,65,1,0,0,0,90,-1,-1,0,21,0,0,0,0,182,0,0,0,0,0,0,0,0,0,physical_attack,3.0
10320001,equip_name_10320001,灼热之刃,equip_detail_10320001,20级双手剑武器,1,3,icon_weapon_jian02+ssj04,504,3,18,23,2,0,0,0,50,-1,-1,0,8,0,0,0,0,78,0,0,0,7,0,0,0,0,0,physical_attack,3.0
10320002,equip_name_10320002,暮色之剑,equip_detail_10320002,20级双手剑武器,1,3,icon_weapon_jian02+ssj21,521,3,20,25,2,0,0,0,55,-1,-1,0,9,0,0,0,0,85,0,0,0,8,0,0,0,0,0,physical_attack,3.0
10320003,equip_name_10320003,玉髓双刃刀,equip_detail_10320003,20级双手剑武器,1,3,icon_weapon_jian02+ssj04,504,3,21,26,2,0,0,0,55,-1,-1,0,9,0,0,0,0,88,0,0,0,8,0,0,0,0,0,physical_attack,3.0
10320004,equip_name_10320004,派森的巨剑,equip_detail_10320004,20级双手剑武器,1,3,icon_weapon_jian02+ssj04,504,3,23,28,2,0,0,0,55,-1,-1,0,10,0,0,0,0,95,0,0,0,8,0,0,0,0,0,physical_attack,3.0
10320005,equip_name_10320005,高能机械切割器,equip_detail_10320005,20级双手剑武器,1,3,icon_weapon_jian02+ssj04,504,3,24,29,2,0,0,0,55,-1,-1,0,10,0,0,0,0,99,0,0,0,9,0,0,0,0,0,physical_attack,3.0
10320006,equip_name_10320006,海蛇之击,equip_detail_10320006,30级双手剑武器,1,3,icon_weapon_jian02+ssj21,521,3,26,31,2,0,0,0,60,-1,-1,0,11,0,0,0,0,105,0,0,0,9,0,0,0,0,0,physical_attack,3.0
10320007,equip_name_10320007,战斗双刃刀,equip_detail_10320007,30级双手剑武器,1,3,icon_weapon_jian02+ssj04,504,3,28,33,2,0,0,0,60,-1,-1,0,12,0,0,0,0,112,0,0,0,10,0,0,0,0,0,physical_attack,3.0
10320008,equip_name_10320008,恐怖黎明,equip_detail_10320008,30级双手剑武器,1,3,icon_weapon_jian02+ssj09,509,3,30,35,2,0,0,0,65,-1,-1,0,12,0,0,0,0,119,0,0,0,11,0,0,0,0,0,physical_attack,3.0
10320009,equip_name_10320009,石猪剑,equip_detail_10320009,30级双手剑武器,1,3,icon_weapon_jian02+ssj07,507,3,33,38,2,0,0,0,65,-1,-1,0,13,0,0,0,0,129,0,0,0,11,0,0,0,0,0,physical_attack,3.0
10320010,equip_name_10320010,斩骨剑,equip_detail_10320010,30级双手剑武器,1,3,icon_weapon_jian02+ssj21,521,3,32,37,2,0,0,0,65,-1,-1,0,13,0,0,0,0,126,0,0,0,11,0,0,0,0,0,physical_attack,3.0
10320011,equip_name_10320011,旋风之剑,equip_detail_10320011,40级双手剑武器,1,3,icon_weapon_jian02+ssj15,515,3,35,40,2,0,0,0,70,-1,-1,0,14,0,0,0,0,136,0,0,0,12,0,0,0,0,0,physical_attack,3.0
10320012,equip_name_10320012,治安官之剑,equip_detail_10320012,40级双手剑武器,1,3,icon_weapon_jian02+ssj02,502,3,36,41,2,0,0,0,70,-1,-1,0,14,0,0,0,0,139,0,0,0,12,0,0,0,0,0,physical_attack,3.0
10320013,equip_name_10320013,女巫之怒,equip_detail_10320013,40级双手剑武器,1,3,icon_weapon_jian02+ssj07,507,3,39,44,2,0,0,0,70,-1,-1,0,15,0,0,0,0,150,0,0,0,13,0,0,0,0,0,physical_attack,3.0
10320014,equip_name_10320014,斩石者,equip_detail_10320014,40级双手剑武器,1,3,icon_weapon_jian02+ssj04,504,3,39,44,2,0,0,0,70,-1,-1,0,15,0,0,0,0,150,0,0,0,13,0,0,0,0,0,physical_attack,3.0
10320015,equip_name_10320015,死亡一击,equip_detail_10320015,40级双手剑武器,1,3,icon_weapon_jian02+ssj04,504,3,43,48,2,0,0,0,75,-1,-1,0,17,0,0,0,0,163,0,0,0,14,0,0,0,0,0,physical_attack,3.0
10320016,equip_name_10320016,泰坦之刃,equip_detail_10320016,40级双手剑武器,1,3,icon_weapon_jian02+ssj10,510,3,44,49,2,0,0,0,75,-1,-1,0,17,0,0,0,0,167,0,0,0,15,0,0,0,0,0,physical_attack,3.0
10320017,equip_name_10320017,光铸利刃,equip_detail_10320017,50级双手剑武器,1,3,icon_weapon_jian02+ssj09,509,3,47,52,2,0,0,0,80,-1,-1,0,18,0,0,0,0,177,0,0,0,16,0,0,0,0,0,physical_attack,3.0
10320018,equip_name_10320018,真银圣剑,equip_detail_10320018,50级双手剑武器,1,3,icon_weapon_jian02+ssj09,509,3,47,52,2,0,0,0,80,-1,-1,0,18,0,0,0,0,177,0,0,0,16,0,0,0,0,0,physical_attack,3.0
10320019,equip_name_10320019,好战者,equip_detail_10320019,50级双手剑武器,1,3,icon_weapon_jian02+ssj19,519,3,47,52,2,0,0,0,80,-1,-1,0,18,0,0,0,0,177,0,0,0,16,0,0,0,0,0,physical_attack,3.0
10320020,equip_name_10320020,龙牙之剑,equip_detail_10320020,50级双手剑武器,1,3,icon_weapon_jian02+ssj03,503,3,48,53,2,0,0,0,80,-1,-1,0,19,0,0,0,0,180,0,0,0,16,0,0,0,0,0,physical_attack,3.0
10320021,equip_name_10320021,大地之石,equip_detail_10320021,50级双手剑武器,1,3,icon_weapon_jian02+ssj02,502,3,52,57,2,0,0,0,85,-1,-1,0,20,0,0,0,0,194,0,0,0,17,0,0,0,0,0,physical_attack,3.0
10320022,equip_name_10320022,塔基尔萨歌唱之剑,equip_detail_10320022,50级双手剑武器,1,3,icon_weapon_jian02+ssj21,521,3,52,57,2,0,0,0,85,-1,-1,0,20,0,0,0,0,194,0,0,0,17,0,0,0,0,0,physical_attack,3.0
10320023,equip_name_10320023,斩魔剑,equip_detail_10320023,50级双手剑武器,1,3,icon_weapon_jian02+ssj22,522,3,52,57,2,0,0,0,85,-1,-1,0,20,0,0,0,0,194,0,0,0,17,0,0,0,0,0,physical_attack,3.0
10320024,equip_name_10320024,腐蚀,equip_detail_10320024,50级双手剑武器,1,3,icon_weapon_jian02+ssj15,515,3,53,58,2,0,0,0,85,-1,-1,0,20,0,0,0,0,197,0,0,0,17,0,0,0,0,0,physical_attack,3.0
10320025,equip_name_10320025,厄运制造者,equip_detail_10320025,55级双手剑武器散件,1,3,icon_weapon_jian02+ssj22,522,3,55,60,2,0,0,0,90,-1,-1,0,21,0,0,0,0,204,0,0,0,18,0,0,0,0,0,physical_attack,3.0
10320026,equip_name_10320026,巴罗夫家族长剑,equip_detail_10320026,55级双手剑武器散件,1,3,icon_weapon_jian02+ssj07,507,3,56,61,2,0,0,0,90,-1,-1,0,21,0,0,0,0,207,0,0,0,18,0,0,0,0,0,physical_attack,3.0
10320027,equip_name_10320027,无情镰刀,equip_detail_10320027,55级双手剑武器散件,1,3,icon_weapon_jian02+ssj05,505,3,57,62,2,0,0,0,90,-1,-1,0,22,0,0,0,0,211,0,0,0,19,0,0,0,0,0,physical_attack,3.0
10320028,equip_name_10320028,黑石双刃刀,equip_detail_10320028,55级双手剑武器散件,1,3,icon_weapon_jian02+ssj04,504,3,57,62,2,0,0,0,90,-1,-1,0,22,0,0,0,0,211,0,0,0,19,0,0,0,0,0,physical_attack,3.0
10320029,equip_name_10320029,斩魔者,equip_detail_10320029,55级双手剑武器散件,1,3,icon_weapon_jian02+ssj02,502,3,56,61,2,0,0,0,90,-1,-1,0,21,0,0,0,0,207,0,0,0,18,0,0,0,0,0,physical_attack,3.0
10320030,equip_name_10320030,奥金勇士剑,equip_detail_10320030,55级双手剑武器散件,1,3,icon_weapon_jian02+ssj02,502,3,58,63,2,0,0,0,90,-1,-1,0,22,0,0,0,0,214,0,0,0,19,0,0,0,0,0,physical_attack,3.0
