id,index,area_pos_0.x,area_pos_0.y,area_pos_0.z,area_pos_1.x,area_pos_1.y,area_pos_1.z,area_pos_2.x,area_pos_2.y,area_pos_2.z,area_pos_3.x,area_pos_3.y,area_pos_3.z,player_pos_0.x,player_pos_0.y,player_pos_0.z,player_pos_1.x,player_pos_1.y,player_pos_1.z,player_pos_2.x,player_pos_2.y,player_pos_2.z,player_pos_3.x,player_pos_3.y,player_pos_3.z,player_pos_4.x,player_pos_4.y,player_pos_4.z,player_pos_5.x,player_pos_5.y,player_pos_5.z,player_pos_6.x,player_pos_6.y,player_pos_6.z,player_pos_7.x,player_pos_7.y,player_pos_7.z,player_pos_8.x,player_pos_8.y,player_pos_8.z,player_pos_9.x,player_pos_9.y,player_pos_9.z,player_pos_10.x,player_pos_10.y,player_pos_10.z,player_pos_11.x,player_pos_11.y,player_pos_11.z,player_pos_12.x,player_pos_12.y,player_pos_12.z,player_pos_13.x,player_pos_13.y,player_pos_13.z,player_pos_14.x,player_pos_14.y,player_pos_14.z,enemy_pos_0.x,enemy_pos_0.y,enemy_pos_0.z,enemy_pos_1.x,enemy_pos_1.y,enemy_pos_1.z,enemy_pos_2.x,enemy_pos_2.y,enemy_pos_2.z,enemy_pos_3.x,enemy_pos_3.y,enemy_pos_3.z,enemy_pos_4.x,enemy_pos_4.y,enemy_pos_4.z,enemy_pos_5.x,enemy_pos_5.y,enemy_pos_5.z,enemy_pos_6.x,enemy_pos_6.y,enemy_pos_6.z,enemy_pos_7.x,enemy_pos_7.y,enemy_pos_7.z,enemy_pos_8.x,enemy_pos_8.y,enemy_pos_8.z,enemy_pos_9.x,enemy_pos_9.y,enemy_pos_9.z,enemy_pos_10.x,enemy_pos_10.y,enemy_pos_10.z,enemy_pos_11.x,enemy_pos_11.y,enemy_pos_11.z,enemy_pos_12.x,enemy_pos_12.y,enemy_pos_12.z,enemy_pos_13.x,enemy_pos_13.y,enemy_pos_13.z,enemy_pos_14.x,enemy_pos_14.y,enemy_pos_14.z
10010,1,111776,94357,108874,122940,94108,108590,122535,94123,102173,111661,94421,103090,115123,94107,105867,115195,94105,107004,115051,94110,104729,115267,94102,108142,114980,94113,103591,113686,94106,105957,113758,94103,107095,113614,94108,104820,113830,94100,108233,113542,94111,103682,112249,94104,106048,112321,94102,107186,112177,94107,104910,112392,94099,108323,112105,94110,103772,118836,94112,105632,118908,94109,106770,118764,94114,104495,118979,94106,107908,118692,94117,103357,120273,94113,105542,120345,94111,106679,120201,94116,104404,120417,94108,107817,120129,94119,103266,121710,94115,105451,121782,94112,106589,121638,94117,104313,121854,94109,107727,121567,94120,103176
10010,2,139478,94100,106246,150384,94111,107119,150827,94114,100705,140121,94103,100126,142993,94105,103391,142914,94104,104529,143071,94105,102254,142836,94104,105666,143150,94106,101117,141556,94103,103292,141478,94103,104429,141635,94104,102155,141399,94102,105567,141713,94104,101018,140120,94102,103193,140041,94101,104330,140198,94102,102056,139963,94101,105468,140277,94103,100918,146704,94108,103648,146626,94108,104785,146783,94109,102510,146547,94107,105922,146861,94109,101373,148141,94110,103747,148062,94109,104884,148219,94110,102610,147984,94109,106021,148298,94111,101472,149577,94111,103846,149499,94111,104983,149656,94112,102709,149420,94110,106121,149734,94112,101571
10010,3,155674,94233,115892,158813,94182,127246,165010,94167,125533,161872,94218,114179,159874,94152,119037,158775,94175,119340,160972,94129,118733,157677,94198,119644,162071,94105,118429,159490,94153,117649,158392,94176,117952,160589,94130,117345,157293,94199,118256,161687,94106,117041,159106,94154,116261,158008,94177,116564,160205,94131,115957,156909,94200,116868,161304,94108,115653,160865,94191,122622,159766,94194,122926,161964,94189,122319,158667,94197,123230,163063,94186,122015,161249,94185,124010,160150,94188,124314,162347,94182,123707,159051,94190,124618,163446,94180,123403,161632,94179,125398,160533,94181,125702,162731,94176,125094,159435,94184,126006,163830,94173,124791
10010,4,161560,92818,142314,150537,92984,142793,152939,92943,147789,161871,92953,146796,158366,92755,144708,158354,92736,143568,158394,92868,145848,157724,92857,143208,157487,92747,146230,159804,92741,144697,159788,92751,143557,159821,92731,145837,159111,92836,143087,159190,92792,146276,160887,92804,144682,160936,92915,143542,160961,92813,145821,160456,92890,142859,160253,92852,146262,155540,92720,145312,155394,92747,144182,155711,92730,146440,155259,92772,143049,156405,92747,146281,154217,92847,145562,154039,92788,144435,154356,92751,146652,153831,92801,143294,154927,92777,146806,152749,92824,145751,152449,92861,143835,152915,92734,146878,152645,92766,145149,153747,92733,147345
10010,5,128042,95603,142134,116762,95618,142125,116757,95716,148554,127687,95702,148563,124389,95393,145345,124390,95395,144205,124388,95391,146485,124392,95396,143065,124387,95390,147625,125829,95391,145346,125830,95392,144206,125828,95389,146486,125832,95394,143066,125827,95387,147626,127269,95388,145348,127270,95390,144208,127268,95387,146488,127272,95392,143068,127267,95385,147628,120669,95392,145342,120670,95391,144202,120668,95393,146482,120671,95390,143062,120667,95394,147622,119229,95394,145341,119230,95393,144201,119228,95395,146481,119231,95392,143061,119227,95396,147621,117789,95396,145340,117790,95395,144200,117788,95397,146480,117791,95394,143060,117787,95398,147620
10010,6,98042,92615,145163,86274,92386,144691,86016,92369,151116,97785,92597,151588,93771,92389,148204,93817,92390,147065,93726,92388,149343,93863,92391,145926,93680,92387,150482,95210,92395,148261,95256,92396,147122,95165,92394,149400,95301,92397,145983,95119,92393,150540,96649,92401,148319,96695,92402,147180,96604,92400,149458,96740,92403,146041,96558,92399,150597,90051,92453,148055,90097,92457,146916,90006,92450,149194,90143,92460,145777,89960,92447,150333,88613,92425,147997,88658,92429,146858,88567,92422,149136,88704,92432,145719,88522,92419,150276,87174,92397,147940,87220,92401,146801,87129,92394,149079,87265,92404,145662,87083,92391,150218
10010,7,97954,92801,114941,98544,92636,104778,93132,92718,104056,92434,92835,114585,95467,92728,111628,96606,92708,111678,94328,92747,111577,97745,92688,111729,93190,92767,111526,95403,92722,113066,96542,92703,113117,94264,92742,113015,97680,92683,113168,93126,92761,112965,95339,92717,114505,96478,92697,114555,94200,92736,114454,97616,92678,114606,93061,92756,114403,95632,92685,107911,96771,92687,107962,94493,92684,107861,97910,92688,108013,93355,92683,107810,95696,92682,106473,96835,92683,106524,94558,92681,106422,97974,92685,106574,93419,92680,106371,95760,92679,105034,96899,92680,105085,94622,92678,104983,98038,92681,105136,93483,92677,104933
10011,1,70450,15780,72063,83563,15780,65413,80003,15780,59478,68059,15440,66353,72752,15348,67538,73265,15352,68557,72239,15345,66520,73777,15356,69575,71727,15341,65502,71466,15350,68186,71978,15354,69204,70953,15346,67168,72491,15357,70222,70441,15342,66149,70180,15351,68833,70692,15355,69852,69667,15347,67815,71205,15359,70870,69154,15344,66797,78301,15397,64104,78847,15396,65105,77754,15399,63103,79393,15394,66105,77208,15401,62103,79564,15362,63414,80110,15361,64415,79018,15364,62414,80657,15359,65416,78472,15365,61413,80828,15327,62725,81374,15325,63725,80282,15329,61724,81920,15324,64726,79736,15330,60723
10011,2,96794,15541,64952,111630,15814,65621,111489,16255,59183,97194,15489,58672,100849,15495,62002,100808,15494,63141,100890,15496,60863,100768,15493,64280,100930,15496,59723,99410,15489,61950,99369,15489,63090,99451,15490,60811,99329,15488,64229,99491,15531,59672,97971,15484,61899,97930,15483,63038,98012,15485,60760,97889,15483,64178,98052,15656,59621,106915,15437,62259,106924,15436,63399,106906,15439,61119,106933,15434,64539,106897,15440,59979,108355,15463,62238,108364,15461,63388,108346,15464,61108,108372,15460,64528,108337,15466,59968,109794,15488,62237,109803,15487,63377,109786,15490,61097,109812,15486,64517,109777,15491,59957
10011,3,120733,14585,61330,134545,15304,59404,134237,15436,53192,120280,15369,54532,124587,15171,57263,124731,15170,58393,124444,15171,56132,124874,15170,59524,124301,15171,55001,123159,15181,57443,123302,15181,58574,123016,15181,56313,123445,15181,59705,122872,15181,55182,121730,15191,57624,121874,15191,58755,121587,15192,56493,122017,15191,59886,121444,15192,55362,130118,15175,56822,130226,15180,57956,130010,15171,55687,130334,15184,59091,129902,15167,54552,131552,15174,56685,131660,15178,57820,131444,15170,55550,131768,15183,58955,131336,15166,54416,132985,15173,56549,133093,15177,57684,132877,15169,55414,133201,15181,58819,132769,15164,54279
10011,4,133721,21289,68956,133747,21289,82391,140182,21289,82452,140120,21289,69128,136860,21025,72700,135721,21052,72735,137999,21024,72664,134580,21161,72770,139138,21050,72629,136816,21036,71260,135677,21052,71297,137956,21033,71227,134538,21202,71331,139094,21055,71191,136769,21030,69819,135630,21086,69855,137912,21032,69787,134493,21193,69892,139051,21047,69752,136993,21083,78637,135854,21105,78671,138132,21061,78602,134715,21127,78706,139272,21039,78568,137038,21133,80075,135898,21155,80110,138177,21111,80041,134759,21177,80144,139316,21089,80006,137082,21183,81514,135943,21205,81548,138222,21161,81479,134804,21227,81583,139361,21139,81444
10011,5,137785,15940,108053,139870,15612,122253,146053,15610,121329,145000,15790,107634,141737,15593,111572,140602,15594,111677,142872,15592,111467,139467,15596,111782,144007,15591,111361,141605,15644,110139,140469,15646,110244,142740,15643,110034,139334,15647,110349,143875,15642,109929,141472,15696,108706,140337,15697,108811,142607,15695,108601,139202,15698,108916,143742,15693,108496,142461,15530,117912,141326,15530,118018,143596,15530,117805,140191,15530,118125,144731,15530,117699,142596,15530,119345,141461,15530,119452,143731,15530,119239,140326,15530,119559,144866,15530,119132,142730,15530,120779,141595,15530,120886,143865,15530,120673,140460,15530,120992,145000,15530,120566
10011,6,126494,15829,107698,114734,15829,100926,111888,16100,106702,123209,15829,112929,121370,15517,108303,121925,15509,107314,120817,15576,109305,122480,15509,106325,120254,15625,110307,122621,15371,109018,123177,15355,108025,122083,15356,110015,123736,15351,107032,121523,15369,111048,123879,15346,109716,124433,15351,108725,123313,15359,110720,124990,15346,107738,122761,15378,111745,116407,15367,105561,116965,15388,104568,115850,15381,106551,117523,15356,103576,115290,15400,107567,115150,15391,104858,115709,15373,103863,114595,15388,105845,116267,15376,102871,114031,15397,106848,113897,15397,104149,114455,15391,103157,113340,15415,105141,115012,15378,102165,112777,15423,106136
10011,7,105214,15607,102113,92453,15129,100853,91394,15107,107208,104454,15733,108710,101300,15082,104914,101409,15078,103779,101192,15086,106049,101518,15075,102645,101083,15089,107184,102733,15126,105051,102842,15122,103916,102625,15130,106186,102951,15118,102782,102516,15133,107321,104166,15170,105188,104275,15166,104054,104057,15173,106323,104383,15162,102919,103949,15177,107458,95767,15110,104514,95885,15114,103380,95650,15105,105648,96002,15118,102246,95533,15101,106782,94335,15137,104366,94453,15141,103232,94218,15133,105500,94570,15145,102098,94101,15129,106634,92903,15165,104218,93020,15169,103084,92786,15161,105352,93138,15173,101950,92669,15157,106486
10011,8,83592,15230,99085,73652,15983,90816,69595,15921,95805,79697,14987,103920,78869,15261,99196,79591,15289,98314,78152,15249,100080,80311,15290,97430,77429,15252,100963,79985,15207,100106,80706,15226,99223,79265,15194,100989,81427,15247,98340,78544,15181,101872,81101,15151,101015,81822,15162,100132,80379,15117,101898,82540,15123,99246,79658,15088,102780,74494,15487,95798,75222,15542,94923,73766,15352,96668,75950,15592,94046,73033,15262,97538,73391,15414,94878,74120,15444,94001,72659,15314,95747,74845,15413,93118,71923,15173,96625,72281,15315,93951,73010,15362,93079,71555,15235,94826,73736,15304,92205,70818,15104,95704
1002,1,180396,42616,171779,174549,42586,182005,180131,42584,185197,185978,42614,174971,181123,42604,176975,180133,42605,176409,182112,42604,177541,179144,42605,175843,183102,42603,178107,181838,42608,175725,180848,42608,175159,182827,42608,176291,179858,42609,174593,183817,42607,176857,182552,42612,174475,181563,42612,173909,183542,42611,175041,180573,42612,173343,184532,42611,175606,179276,42610,180204,178287,42610,179638,180266,42609,180770,177297,42611,179072,181255,42609,181336,178561,42606,181454,177572,42606,180888,179551,42606,182020,176582,42607,180322,180541,42605,182586,177847,42602,182704,176857,42603,182138,178836,42602,183270,175867,42603,181573,179826,42602,183836
1002,2,170347,42612,188332,165128,42603,197662,170023,42607,200340,175263,42616,191181,170969,42611,192896,169968,42610,192351,171970,42612,193441,168967,42610,191805,172971,42613,193987,171658,42612,191632,170657,42612,191086,172659,42613,192177,169656,42611,190541,173660,42614,192722,172347,42614,190367,171346,42613,189822,173348,42614,190912,170345,42612,189276,174349,42615,191458,169190,42608,196163,168189,42607,195618,170191,42609,196708,167188,42606,195072,171192,42609,197254,168501,42607,197427,167500,42606,196882,169502,42607,197973,166499,42605,196337,170503,42608,198518,167812,42605,198692,166811,42605,198147,168813,42606,199237,165810,42604,197601,169814,42607,199783
1002,3,148240,50369,212767,136460,50370,212656,136399,50510,219084,148179,50509,219195,144059,50383,215938,144070,50379,214798,144049,50388,217078,144081,50375,213658,144038,50392,218218,145499,50378,215952,145510,50374,214812,145489,50382,217092,145521,50370,213672,145478,50387,218232,146939,50373,215966,146950,50368,214826,146928,50377,217106,146961,50364,213686,146918,50381,218246,140340,50440,215902,140350,50415,214762,140329,50465,217042,140361,50390,213623,140318,50489,218181,138900,50440,215888,138910,50415,214749,138889,50465,217028,138921,50390,213609,138878,50490,218168,137460,50440,215875,137470,50415,214735,137449,50465,217014,137481,50390,213595,137438,50490,218154
1002,4,137496,50404,213782,126352,50324,209963,125051,50451,215763,135411,50537,219863,132529,50386,215474,132899,50383,214395,132159,50389,216552,133268,50380,213317,131790,50392,217631,133891,50391,215941,134261,50388,214862,133522,50394,217019,134630,50385,213784,133152,50397,218097,135253,50395,216407,135623,50392,215329,134884,50398,217486,135993,50389,214251,134514,50401,218564,129010,50388,214267,129379,50364,213189,128640,50412,215345,129749,50341,212111,128270,50435,216423,127648,50407,213800,128017,50384,212722,127278,50431,214878,128387,50360,211643,126909,50454,215956,126286,50426,213332,126655,50403,212254,125916,50450,214411,127025,50379,211176,125547,50474,215489
1002,5,133845,50512,196262,131346,50359,186124,125797,50392,187757,128889,50552,198436,130331,50345,193759,131419,50332,193420,129243,50357,194099,132507,50320,193080,128155,50369,194439,130760,50344,195134,131848,50332,194794,129672,50356,195474,132936,50319,194455,128584,50369,195813,131189,50343,196509,132277,50331,196169,130101,50356,196848,133365,50319,195829,129013,50368,197188,129678,50346,190210,130779,50348,189912,128578,50344,190509,131879,50350,189613,127478,50342,190807,129301,50348,188820,130402,50350,188522,128201,50346,189119,131502,50352,188223,127101,50345,189417,128924,50350,187431,130024,50352,187132,127824,50349,187729,131125,50354,186833,126724,50347,188028
1002,6,132736,50504,186518,132958,50335,174742,126529,50336,174620,126307,50506,186397,129604,50320,182311,130744,50318,182332,128465,50322,182289,131884,50316,182354,127325,50324,182268,129577,50322,183751,130717,50320,183772,128437,50324,183729,131857,50318,183794,127298,50326,183708,129550,50324,185190,130690,50322,185212,128410,50326,185169,131830,50320,185233,127271,50328,185147,129675,50329,178591,130814,50330,178612,128535,50328,178569,131954,50331,178634,127395,50326,178548,129702,50324,177151,130841,50326,177173,128562,50323,177130,131981,50327,177194,127422,50322,177108,129729,50320,175711,130869,50321,175733,128589,50319,175690,132008,50323,175754,127449,50317,175668
1002,7,132215,50710,161611,142139,50548,155266,138676,50593,149849,128752,50754,156194,133980,50539,156672,134594,50528,157633,133366,50549,155712,135208,50518,158593,132751,50559,154751,132766,50536,157448,133380,50526,158408,132152,50546,156487,133994,50516,159369,131538,50557,155527,131553,50534,158223,132167,50524,159184,130939,50544,157263,132781,50514,160144,130325,50554,156303,137116,50624,154668,137730,50616,155628,136502,50632,153707,138344,50608,156589,135888,50640,152747,138329,50604,153892,138944,50596,154852,137715,50612,152931,139558,50588,155813,137101,50620,151971,139543,50584,153116,140157,50576,154077,138929,50592,152156,140771,50569,155037,138315,50600,151195
1002,8,166070,42808,142321,175017,42640,148803,178790,42658,143596,170058,42818,137566,170721,42628,141726,170052,42628,142649,171390,42628,140803,169383,42628,143572,172059,42628,139880,169555,42633,140881,168886,42633,141804,170224,42633,139958,168217,42633,142727,170893,42633,139035,168389,42638,140036,167720,42638,140959,169058,42638,139113,167051,42638,141882,169727,42638,138190,173734,42658,143909,173065,42655,144832,174403,42661,142986,172396,42651,145755,175072,42664,142063,174900,42646,144754,174231,42642,145677,175569,42649,143831,173562,42639,146600,176238,42652,142908,176066,42633,145599,175397,42630,146522,176735,42636,144676,174729,42627,147445,177404,42640,143752
1002,9,179377,42881,145870,179480,42608,157647,185910,42524,157589,185806,42797,145812,182622,42653,149988,181482,42654,149998,183762,42652,149977,180342,42655,150008,184902,42651,149967,182609,42648,148548,181469,42649,148558,183749,42647,148537,180329,42650,148568,184889,42646,148527,182596,42644,147108,181456,42645,147118,183736,42643,147097,180316,42646,147128,184876,42642,147087,182656,42638,153709,181516,42639,153719,183795,42638,153698,180376,42639,153730,184935,42638,153688,182669,42640,155149,181529,42641,155159,183809,42640,155138,180389,42641,155170,184949,42640,155128,182682,42643,156589,181542,42643,156599,183822,42642,156578,180402,42643,156610,184962,42642,156568
1003,1,92109,106010,88293,93736,108089,76812,87701,108080,76859,85740,106168,87419,89503,106821,83812,90632,106793,83967,88374,106849,83657,91761,106765,84122,87244,106877,83502,89304,106567,85216,90433,106539,85370,88175,106595,85061,91562,106511,85525,87046,106623,84906,89105,106313,86619,90234,106285,86774,87976,106341,86464,91363,106257,86929,86847,106369,86309,90016,107478,80187,91145,107450,80342,88887,107506,80032,92275,107422,80497,87758,107534,79877,90215,107732,78783,91344,107704,78938,89086,107760,78628,92473,107676,79093,87957,107788,78474,90414,107986,77380,91543,107958,77535,89285,108014,77225,92672,107930,77690,88156,108042,77070
1003,2,118408,110017,77640,122069,110005,88837,127542,110003,86332,124519,110014,75642,122749,110011,80587,121665,110012,80942,123832,110011,80233,120582,110012,81296,124916,110010,79879,122301,110013,79219,121217,110013,79573,123385,110012,78864,120134,110014,79927,124468,110012,78510,121853,110014,77850,120770,110015,78204,122937,110014,77496,119686,110015,78559,124021,110013,77141,123905,110008,84123,122821,110008,84477,124988,110007,83769,121738,110009,84832,126072,110007,83414,124352,110006,85492,123269,110007,85846,125436,110006,85137,122185,110007,86200,126519,110005,84783,124800,110005,86860,123716,110005,87215,125883,110004,86506,122633,110006,87569,126967,110004,86152
1003,3,110887,110046,116835,110729,110035,127652,117153,110032,127376,116282,110043,116604,113610,110041,119891,112471,110042,119940,114749,110041,119842,111332,110042,119989,115888,110040,119794,113548,110043,118453,112409,110043,118501,114687,110042,118404,111270,110044,118550,115826,110042,118355,113487,110044,117014,112348,110045,117063,114626,110044,116965,111209,110045,117111,115765,110043,116916,113769,110038,123608,112630,110038,123657,114908,110037,123559,111491,110039,123705,116047,110037,123510,113831,110036,125046,112692,110037,125095,114970,110036,124998,111553,110037,125144,116109,110035,124949,113892,110035,126485,112753,110035,126534,115031,110034,126436,111614,110036,126583,116170,110034,126388
1003,4,154876,103513,124092,153445,103158,112405,147062,103154,113186,148494,103508,124874,151185,103328,120367,152316,103316,120229,150053,103340,120506,153448,103304,120090,148922,103352,120644,151361,103419,121794,152492,103406,121655,150229,103431,121932,153624,103394,121516,149098,103443,122071,151536,103509,123220,152668,103497,123081,150405,103521,123359,153799,103485,122943,149273,103534,123497,150734,103274,116674,151865,103274,116536,149602,103273,116813,152997,103275,116397,148470,103272,116951,150559,103230,115245,151690,103231,115107,149427,103229,115384,152822,103232,114968,148295,103229,115523,150384,103187,113817,151515,103188,113678,149252,103186,113955,152647,103189,113540,148121,103185,114094
1003,5,135456,103349,103814,124167,103176,102969,123403,103158,108873,134141,103322,110027,131024,103141,106616,131132,103142,105481,130916,103141,107751,131240,103143,104346,130808,103140,108886,132458,103141,106752,132566,103142,105618,132350,103140,107887,132674,103142,104483,132241,103140,109022,133891,103141,106889,133999,103141,105754,133783,103140,108024,134107,103142,104619,133675,103139,109159,127318,103221,106263,127426,103224,105128,127210,103218,107398,127534,103227,103993,127102,103215,108533,125885,103199,106126,125993,103202,104992,125777,103196,107261,126101,103205,103857,125669,103194,108396,124451,103178,105990,124560,103180,104855,124343,103175,107125,124668,103183,103720,124235,103172,108260
1004,1,40169,63740,178981,53280,63740,178960,53269,63740,171804,40158,63740,171825,44115,63228,175402,44117,63228,176671,44113,63228,174133,44119,63228,177940,44111,63228,172865,42512,63228,175405,42514,63228,176674,42510,63228,174136,42516,63228,177942,42508,63228,172867,40909,63228,175407,40911,63228,176676,40907,63228,174138,40913,63228,177945,40905,63228,172870,49290,63216,175394,49292,63216,176663,49288,63216,174125,49294,63216,177932,49286,63216,172856,50893,63216,175391,50895,63216,176660,50891,63216,174123,50897,63216,177929,50889,63216,172854,52495,63216,175389,52497,63216,176658,52493,63216,174120,52500,63216,177926,52491,63216,172851
1004,2,59331,63506,179325,72438,63506,178999,72260,63506,171844,59153,63506,172171,63192,62994,175655,63224,62994,176924,63161,62994,174387,63256,62994,178192,63129,62994,173118,61590,62994,175695,61622,62994,176964,61558,62994,174427,61653,62994,178232,61527,62994,173158,59988,62994,175735,60019,62994,177004,59956,62994,174467,60051,62994,178272,59925,62994,173198,68366,62983,175526,68398,62983,176795,68334,62983,174258,68429,62983,178063,68303,62983,172989,69968,62983,175486,70000,62983,176755,69937,62983,174218,70032,62983,178023,69905,62983,172949,71571,62983,175446,71602,62983,176715,71539,62983,174178,71634,62983,177983,71507,62983,172909
1004,3,81621,63328,178723,94732,63328,178772,94758,63328,171615,81647,63328,171566,85585,62816,175165,85580,62816,176434,85590,62816,173896,85576,62816,177703,85594,62816,172627,83982,62816,175159,83978,62816,176428,83987,62816,173890,83973,62816,177697,83992,62816,172621,82380,62816,175153,82375,62816,176422,82384,62816,173884,82370,62816,177691,82389,62816,172615,90760,62805,175184,90756,62805,176453,90765,62805,173915,90751,62805,177722,90770,62805,172647,92363,62805,175190,92358,62805,176459,92368,62805,173921,92354,62805,177728,92373,62805,172653,93966,62805,175196,93961,62805,176465,93971,62805,173927,93956,62805,177734,93975,62805,172659
1004,4,103608,63328,172563,103580,63328,159452,96423,63328,159467,96451,63328,172578,100026,62816,168620,101295,62816,168617,98758,62816,168622,102564,62816,168614,97489,62816,168625,100030,62816,170222,101299,62816,170220,98761,62816,170225,102568,62816,170217,97492,62816,170228,100033,62816,171825,101302,62816,171822,98765,62816,171828,102571,62816,171820,97496,62816,171831,100015,62805,163444,101284,62805,163441,98747,62805,163447,102553,62805,163439,97478,62805,163450,100012,62805,161841,101281,62805,161839,98743,62805,161844,102550,62805,161836,97474,62805,161847,100008,62805,160239,101277,62805,160236,98740,62805,160241,102546,62805,160233,97471,62805,160244
1004,5,103546,63840,146043,103288,63840,132935,96133,63840,133075,96391,63840,146184,99896,63328,142163,101165,63328,142138,98628,63328,142188,102434,63328,142113,97359,63328,142213,99928,63328,143766,101196,63328,143741,98659,63328,143790,102465,63328,143716,97391,63328,143815,99959,63328,145368,101228,63328,145343,98691,63328,145393,102497,63328,145318,97422,63328,145418,99795,63317,136989,101063,63317,136964,98526,63317,137014,102332,63317,136939,97257,63317,137039,99763,63317,135386,101032,63317,135361,98494,63317,135411,102300,63317,135336,97226,63317,135436,99731,63317,133784,101000,63317,133759,98463,63317,133809,102269,63317,133734,97194,63317,133834
1004,6,103546,63840,122203,103288,63840,109094,96133,63840,109235,96391,63840,122344,99896,63328,118323,101165,63328,118298,98628,63328,118348,102434,63328,118273,97359,63328,118373,99928,63328,119925,101196,63328,119900,98659,63328,119950,102465,63328,119875,97391,63328,119975,99959,63328,121527,101228,63328,121503,98691,63328,121552,102497,63328,121478,97422,63328,121577,99795,63317,113148,101063,63317,113123,98526,63317,113173,102332,63317,113098,97257,63317,113198,99763,63317,111546,101032,63317,111521,98494,63317,111571,102300,63317,111496,97226,63317,111596,99731,63317,109943,101000,63317,109918,98463,63317,109968,102269,63317,109893,97194,63317,109993
1004,7,103546,63495,97539,103288,63495,84430,96133,63495,84571,96391,63495,97679,99896,62983,93659,101165,62983,93634,98628,62983,93684,102433,62983,93609,97359,62983,93708,99928,62983,95261,101196,62983,95236,98659,62983,95286,102465,62983,95211,97391,62983,95311,99959,62983,96863,101228,62983,96838,98691,62983,96888,102497,62983,96813,97422,62983,96913,99794,62972,88484,101063,62972,88459,98526,62972,88509,102332,62972,88434,97257,62972,88534,99763,62972,86882,101032,62972,86857,98494,62972,86907,102300,62972,86832,97226,62972,86932,99731,62972,85279,101000,62972,85254,98463,62972,85304,102269,62972,85229,97194,62972,85329
1004,8,103546,63495,77505,103288,63495,64396,96133,63495,64537,96391,63495,77645,99896,62983,73625,101165,62983,73600,98628,62983,73650,102433,62983,73575,97359,62983,73675,99928,62983,75227,101196,62983,75202,98659,62983,75252,102465,62983,75177,97391,62983,75277,99959,62983,76829,101228,62983,76804,98691,62983,76854,102497,62983,76779,97422,62983,76879,99794,62972,68450,101063,62972,68425,98526,62972,68475,102332,62972,68400,97257,62972,68500,99763,62972,66848,101032,62972,66823,98494,62972,66873,102300,62972,66798,97226,62972,66898,99731,62972,65245,101000,62972,65220,98463,62972,65270,102269,62972,65195,97194,62972,65295
1004,9,103546,63628,55668,103288,63628,42559,96133,63628,42700,96391,63628,55808,99896,63116,51788,101165,63116,51763,98628,63116,51812,102433,63116,51738,97359,63116,51837,99928,63116,53390,101196,63116,53365,98659,63116,53415,102465,63116,53340,97391,63116,53440,99959,63116,54992,101228,63116,54967,98691,63116,55017,102497,63116,54942,97422,63116,55042,99794,63105,46613,101063,63105,46588,98526,63105,46638,102332,63105,46563,97257,63105,46663,99763,63105,45011,101032,63105,44986,98494,63105,45036,102300,63105,44961,97226,63105,45061,99731,63105,43408,101000,63105,43383,98463,63105,43433,102269,63105,43358,97194,63105,43458
1004,10,96406,63595,32994,83295,63595,32985,83290,63595,40141,96401,63595,40151,92452,63083,36564,92453,63083,35295,92451,63083,37833,92454,63083,34027,92450,63083,39102,94055,63083,36565,94056,63083,35297,94054,63083,37834,94057,63083,34028,94053,63083,39103,95658,63083,36567,95659,63083,35298,95657,63083,37835,95659,63083,34029,95656,63083,39104,87277,63072,36560,87278,63072,35292,87276,63072,37829,87279,63072,34023,87275,63072,39098,85674,63072,36559,85675,63072,35290,85673,63072,37828,85676,63072,34022,85672,63072,39097,84071,63072,36558,84072,63072,35289,84070,63072,37827,84073,63072,34020,84069,63072,39096
1004,11,66767,57206,32994,53656,57206,32985,53650,57206,40141,66761,57206,40151,62813,56694,36564,62814,56694,35295,62812,56694,37833,62815,56694,34027,62811,56694,39102,64416,56694,36565,64417,56694,35297,64415,56694,37834,64418,56694,34028,64414,56694,39103,66018,56694,36567,66019,56694,35298,66017,56694,37835,66020,56694,34029,66017,56694,39104,57638,56683,36560,57638,56683,35291,57637,56683,37829,57639,56683,34023,57636,56683,39098,56035,56683,36559,56036,56683,35290,56034,56683,37828,56037,56683,34021,56033,56683,39097,54432,56683,36558,54433,56683,35289,54431,56683,37827,54434,56683,34020,54430,56683,39096
1004,12,50072,57206,32994,36961,57206,32985,36955,57206,40141,50066,57206,40151,46118,56694,36564,46119,56694,35295,46117,56694,37833,46120,56694,34027,46116,56694,39102,47721,56694,36565,47722,56694,35297,47720,56694,37834,47723,56694,34028,47719,56694,39103,49323,56694,36567,49324,56694,35298,49322,56694,37835,49325,56694,34029,49322,56694,39104,40943,56683,36560,40943,56683,35291,40942,56683,37829,40944,56683,34023,40941,56683,39098,39340,56683,36559,39341,56683,35290,39339,56683,37828,39342,56683,34021,39338,56683,39097,37737,56683,36558,37738,56683,35289,37736,56683,37827,37739,56683,34020,37735,56683,39096
