actor_id,color,skill_1,skill_2,skill_3,skill_4,skill_5,skill_6,skill_7,skill_8,skill_9,skill_10,skill_11,skill_12,skill_13,skill_14
10213,6,200131,200132,200130,200133,200130,-1,-1,-1,-1,-1,-1,-1,-1,-1
10213,7,200131,200132,200130,200133,200130,-1,-1,-1,-1,-1,-1,-1,-1,-1
10214,1,200140,200141,200140,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10214,2,200140,200141,200140,200142,200140,-1,-1,-1,-1,-1,-1,-1,-1,-1
10214,3,200140,200141,200140,200142,200140,-1,-1,-1,-1,-1,-1,-1,-1,-1
10214,4,200143,200140,200141,200140,200142,200140,200141,200140,200142,200140,-1,-1,-1,-1
10214,5,200143,200140,200141,200140,200142,200140,200141,200140,200142,200140,-1,-1,-1,-1
10214,6,200143,200140,200141,200140,200142,200140,200141,200140,200142,200140,-1,-1,-1,-1
10214,7,200143,200140,200141,200140,200142,200140,200141,200140,200142,200140,-1,-1,-1,-1
10219,1,200191,200190,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10219,2,200192,200191,200190,200190,200191,200192,200190,200191,200190,200190,-1,-1,-1,-1
10219,3,200192,200191,200190,200190,200191,200192,200190,200191,200190,200190,-1,-1,-1,-1
10219,4,200192,200191,200190,200190,200191,200192,200190,200191,200190,200190,-1,-1,-1,-1
10219,5,200192,200191,200190,200190,200191,200192,200190,200191,200190,200190,-1,-1,-1,-1
10219,6,200192,200191,200190,200190,200191,200192,200190,200191,200190,200190,-1,-1,-1,-1
10219,7,200192,200191,200190,200194,200191,200190,200192,200190,200191,200190,-1,-1,-1,-1
10223,1,200231,200230,200230,200230,200230,-1,-1,-1,-1,-1,-1,-1,-1,-1
10223,2,200232,200231,200230,200230,200230,200230,200231,200230,200230,200230,-1,-1,-1,-1
10223,3,200232,200231,200230,200230,200230,200230,200231,200230,200230,200230,-1,-1,-1,-1
10223,4,200232,200231,200230,200233,200230,200230,200231,200230,200233,200230,-1,-1,-1,-1
10223,5,200232,200231,200230,200233,200230,200230,200231,200230,200233,200230,-1,-1,-1,-1
10223,6,200232,200231,200230,200233,200230,200230,200231,200230,200233,200230,-1,-1,-1,-1
10223,7,200232,200231,200230,200234,200233,200230,200231,200230,-1,200233,-1,-1,-1,-1
10226,1,200260,200260,200262,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10226,2,200260,200260,200263,200260,200262,-1,-1,-1,-1,-1,-1,-1,-1,-1
10226,3,200260,200260,200263,200260,200262,-1,-1,-1,-1,-1,-1,-1,-1,-1
10226,4,200260,200260,200263,200260,200262,-1,-1,-1,-1,-1,-1,-1,-1,-1
10226,5,200260,200260,200263,200260,200262,-1,-1,-1,-1,-1,-1,-1,-1,-1
10226,6,200260,200260,200263,200260,200262,-1,-1,-1,-1,-1,-1,-1,-1,-1
10226,7,200260,200263,200260,200262,200261,-1,-1,-1,-1,-1,-1,-1,-1,-1
10228,1,200281,200280,200280,200280,200280,200280,200280,200280,200280,200280,-1,-1,-1,-1
10228,2,200281,200280,200282,200280,200280,200280,200280,200282,200280,200280,-1,-1,-1,-1
10228,3,200281,200280,200282,200280,200280,200280,200280,200282,200280,200280,-1,-1,-1,-1
10228,4,200281,200280,200282,200280,200280,200280,200280,200282,200280,200280,-1,-1,-1,-1
10228,5,200281,200280,200282,200280,200280,200280,200280,200282,200280,200280,-1,-1,-1,-1
10228,6,200281,200280,200282,200280,200280,200280,200280,200282,200280,200280,-1,-1,-1,-1
10228,7,200281,200284,200280,200282,200280,200280,200284,200280,200282,200280,-1,-1,-1,-1
10233,1,200331,200330,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10233,2,200331,200332,200330,200331,200330,-1,-1,-1,-1,-1,-1,-1,-1,-1
10233,3,200331,200332,200330,200331,200330,-1,-1,-1,-1,-1,-1,-1,-1,-1
10233,4,200331,200332,200330,200331,200330,-1,-1,-1,-1,-1,-1,-1,-1,-1
10233,5,200331,200332,200330,200331,200330,-1,-1,-1,-1,-1,-1,-1,-1,-1
10233,6,200331,200332,200330,200331,200330,-1,-1,-1,-1,-1,-1,-1,-1,-1
10233,7,200331,200332,200330,200331,200330,-1,-1,-1,-1,-1,-1,-1,-1,-1
39221,1,211060,211062,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30161,1,210840,210841,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30162,1,210364,210365,210366,210351,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30163,1,210364,210365,210366,210351,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30164,1,210860,210861,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30165,1,210401,210405,210406,210407,210408,-1,-1,-1,-1,-1,-1,-1,-1,-1
30166,1,210750,210751,210752,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30361,1,210367,210369,210368,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30362,1,210840,210841,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30363,1,210360,210361,210362,210363,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30364,1,210030,210033,210036,210042,210045,-1,-1,-1,-1,-1,-1,-1,-1,-1
30365,1,210360,210361,210362,210363,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30366,1,200050,200051,200052,200053,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30367,1,210070,210071,210073,210074,210079,210085,210086,-1,-1,-1,-1,-1,-1,-1
30368,1,210360,210361,210362,210363,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30369,1,210860,210861,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30466,1,210050,210051,210930,210931,210932,-1,-1,-1,-1,-1,-1,-1,-1,-1
30467,1,210870,210871,210872,210873,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30468,1,210190,210191,210195,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30469,1,210050,210053,210933,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30470,1,210960,210961,210962,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30471,1,210050,210051,210930,210061,210932,-1,-1,-1,-1,-1,-1,-1,-1,-1
30472,1,210230,210231,210232,210233,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30473,1,210401,210405,210406,210407,210408,210411,-1,-1,-1,-1,-1,-1,-1,-1
30474,1,210080,210082,210083,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30586,1,210020,210021,210022,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30587,1,210220,210221,210222,210223,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30588,1,210240,210241,210242,210243,210244,-1,-1,-1,-1,-1,-1,-1,-1,-1
30589,1,210240,210241,210242,240245,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30590,1,210120,210122,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30591,1,210020,210021,210022,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30592,1,210180,210181,210182,210183,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30593,1,210020,210021,210022,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30671,1,210940,210941,210942,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30672,1,210290,210291,210292,210943,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30673,1,210364,210365,210366,210351,210944,-1,-1,-1,-1,-1,-1,-1,-1,-1
30674,1,210740,210741,210742,210743,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30675,1,210281,210282,210433,210435,210436,-1,-1,-1,-1,-1,-1,-1,-1,-1
30676,1,210281,210945,210433,210435,210436,-1,-1,-1,-1,-1,-1,-1,-1,-1
30806,1,210320,210321,210322,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30807,1,210300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30808,1,210011,210012,210010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30809,1,210840,210841,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30810,1,210011,210012,210010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30811,1,210260,210261,210262,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30812,1,210250,210251,210252,210253,210254,-1,-1,-1,-1,-1,-1,-1,-1,-1
30813,1,210310,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30976,1,210380,210381,210382,210383,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30977,1,210980,210981,210982,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30978,1,210330,210331,210332,210333,210334,210335,210336,-1,-1,-1,-1,-1,-1,-1
30979,1,210281,210282,210433,210435,210436,-1,-1,-1,-1,-1,-1,-1,-1,-1
30980,1,210320,210321,210322,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31106,1,210630,210631,210632,210633,210634,210635,210636,-1,-1,-1,-1,-1,-1,-1
31107,1,210640,210641,210642,210643,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31108,1,210970,210971,210972,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31109,1,210620,210621,210622,210623,210624,-1,-1,-1,-1,-1,-1,-1,-1,-1
31110,1,210630,210631,210632,210633,210634,210635,210636,-1,-1,-1,-1,-1,-1,-1
31111,1,210730,210731,210732,210733,210734,-1,-1,-1,-1,-1,-1,-1,-1,-1
31244,1,210540,210541,210542,210543,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31245,1,210950,210951,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31246,1,210490,210491,210492,210493,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31247,1,210490,210491,210492,210493,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31248,1,210760,210761,210762,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31249,1,210540,210541,210542,210543,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31250,1,210490,210491,210492,210493,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31251,1,210240,210241,210242,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31252,1,210710,210711,210712,210713,210714,-1,-1,-1,-1,-1,-1,-1,-1,-1
31253,1,210040,210041,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31254,1,210011,210012,210010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31255,1,210050,210051,210052,210053,210054,-1,-1,-1,-1,-1,-1,-1,-1,-1
31256,1,210000,210001,210002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31257,1,210080,210082,210083,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31258,1,210210,210211,210210,210213,210214,-1,-1,-1,-1,-1,-1,-1,-1,-1
31259,1,210490,210491,210492,210493,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31260,1,210490,210491,210492,210493,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31355,1,210900,210901,210902,210903,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31356,1,210200,210201,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31357,1,210650,210652,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31358,1,210230,210231,210232,210233,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31359,1,210670,210671,210673,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31360,1,210210,210211,210210,210213,210214,-1,-1,-1,-1,-1,-1,-1,-1,-1
31361,1,210230,210231,210232,210233,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31362,1,210360,210361,210362,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31363,1,210950,210951,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31364,1,210720,210721,210722,210723,210724,-1,-1,-1,-1,-1,-1,-1,-1,-1
31441,1,210540,210541,210542,210543,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31442,1,210540,210541,210542,210543,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31443,1,210540,210541,210542,210543,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31444,1,210540,210541,210542,210543,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31445,1,210540,210541,210542,210543,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31446,1,210540,210541,210542,210543,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31447,1,211070,211071,211072,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31448,1,211220,211221,211222,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31449,1,210770,210771,210772,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31450,1,210770,210771,210772,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31451,1,210700,210701,210703,210704,210705,-1,-1,-1,-1,-1,-1,-1,-1,-1
31452,1,210490,210491,210492,210493,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31453,1,210540,210541,210542,210543,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31454,1,210770,210771,210772,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31455,1,210770,210771,210772,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31456,1,211010,211011,211012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31645,1,211080,211081,211082,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31646,1,210650,210652,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31647,1,210900,210901,210902,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31648,1,211420,211421,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31649,1,211420,211421,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31650,1,210650,210652,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31651,1,210350,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31659,1,210830,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31660,1,211420,211421,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31661,1,210050,210051,210052,210053,210054,-1,-1,-1,-1,-1,-1,-1,-1,-1
31662,1,211420,211421,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31663,1,210790,210791,210792,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31664,1,210780,210781,210782,210783,210784,-1,-1,-1,-1,-1,-1,-1,-1,-1
31665,1,210050,210051,210052,210053,210054,-1,-1,-1,-1,-1,-1,-1,-1,-1
31652,1,210367,210369,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31653,1,210367,210369,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31654,1,210367,210369,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31655,1,210367,210369,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31656,1,210367,210369,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31657,1,210367,210369,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31658,1,211460,211461,211462,211463,211464,-1,-1,-1,-1,-1,-1,-1,-1,-1
31738,1,210340,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31739,1,210180,210181,210182,210183,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31740,1,210011,210012,210010,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31741,1,210810,210811,210812,210813,210814,-1,-1,-1,-1,-1,-1,-1,-1,-1
31742,1,210840,210841,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31743,1,210000,210001,210002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31744,1,210070,210071,210073,210074,210079,-1,-1,-1,-1,-1,-1,-1,-1,-1
31745,1,210050,210051,210052,210053,210054,-1,-1,-1,-1,-1,-1,-1,-1,-1
31746,1,210040,210041,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31747,1,210300,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31748,1,200650,200651,200652,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31749,1,210260,210261,210262,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31750,1,210740,210741,210742,210743,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31751,1,210370,210371,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31752,1,210810,210811,210812,210813,210814,-1,-1,-1,-1,-1,-1,-1,-1,-1
31753,1,210180,210181,210182,210183,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31754,1,211230,211231,211232,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31755,1,210330,210331,210332,210333,210334,210335,210336,-1,-1,-1,-1,-1,-1,-1
31756,1,211400,211401,211402,211403,211404,-1,-1,-1,-1,-1,-1,-1,-1,-1
31835,1,210367,210369,210368,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31836,1,210367,210369,210368,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31837,1,210490,210491,210492,210493,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31838,1,210540,210541,210542,210543,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31839,1,210370,210371,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31840,1,210380,210381,210382,210383,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31841,1,210367,210369,210368,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31842,1,210367,210369,210368,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31843,1,211460,211461,211462,211463,211464,-1,-1,-1,-1,-1,-1,-1,-1,-1
31844,1,211392,211393,211394,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31845,1,211392,211393,211394,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31846,1,210120,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31847,1,211290,211291,211292,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31933,1,210740,210741,210742,210743,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31934,1,211080,211081,211082,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31935,1,210250,210251,210252,210253,210254,-1,-1,-1,-1,-1,-1,-1,-1,-1
31936,1,211395,211396,211397,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31937,1,210650,210651,210652,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31938,1,210180,210181,210182,210183,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31939,1,210320,210321,210322,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31940,1,210800,210801,210802,210803,210804,-1,-1,-1,-1,-1,-1,-1,-1,-1
31941,1,211460,211461,211462,211463,211464,-1,210336,-1,-1,-1,-1,-1,-1,-1
31942,1,211420,211421,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31943,1,210330,210331,210332,210333,210334,210335,210336,-1,-1,-1,-1,-1,-1,-1
31944,1,210270,210271,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31945,1,211230,211231,211232,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31946,1,200040,200041,200042,200043,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31947,1,210040,210041,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31948,1,211480,211481,211482,211483,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
32021,1,211392,211393,211394,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
32022,1,210920,210921,210922,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
32023,1,211440,211441,211442,211443,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
32024,1,211390,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
32025,1,211392,211393,211394,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
32026,1,210770,210771,210772,210773,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
32027,1,211380,211381,211382,211383,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
32028,1,211290,211291,211292,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
32029,1,211440,211441,211442,211443,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36204,1,200050,210113,200052,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36205,1,210364,210365,210366,210351,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36206,1,210140,210141,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36215,1,210150,210151,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36216,1,200050,200051,200052,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36224,1,210020,210021,210022,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36225,1,200051,200050,200052,200050,200050,-1,-1,-1,-1,-1,-1,-1,-1,-1
36226,1,200051,200050,200052,200050,200050,-1,-1,-1,-1,-1,-1,-1,-1,-1
36227,1,200281,200280,200282,200280,200280,200280,200280,200282,200280,200280,-1,-1,-1,-1
36228,1,200140,200141,200140,200142,200140,-1,-1,-1,-1,-1,-1,-1,-1,-1
36234,1,200150,200151,200152,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36235,1,210040,210041,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36236,1,200150,200151,200152,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36237,1,210040,210041,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36238,1,210040,210041,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36244,1,200080,200081,200082,200083,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36245,1,200150,200151,200152,200153,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36246,1,210040,210041,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36247,1,210040,210041,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36248,1,210040,210041,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36249,1,210040,210041,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36254,1,200300,200301,200302,200303,200304,-1,-1,-1,-1,-1,-1,-1,-1,-1
36257,1,200050,200051,200052,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36263,1,200030,200031,200032,200033,200034,-1,-1,-1,-1,-1,-1,-1,-1,-1
36264,1,200030,200031,200032,200033,200034,-1,-1,-1,-1,-1,-1,-1,-1,-1
36265,1,210150,210151,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36272,1,200050,200051,200052,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36273,1,200050,200051,200052,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36281,1,200050,200051,200052,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36282,1,210380,210381,210382,210383,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36286,1,210120,210122,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36288,1,200050,200051,200052,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36290,1,200020,200021,200022,200023,200024,-1,-1,-1,-1,-1,-1,-1,-1,-1
36291,1,200130,200131,200132,200133,200134,-1,-1,-1,-1,-1,-1,-1,-1,-1
36292,1,200330,200331,200332,200333,200334,-1,-1,-1,-1,-1,-1,-1,-1,-1
36293,1,200020,200021,200022,200023,200024,-1,-1,-1,-1,-1,-1,-1,-1,-1
36294,1,200020,200021,200022,200023,200024,-1,-1,-1,-1,-1,-1,-1,-1,-1
36298,1,210120,210122,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36299,1,200140,200141,200142,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36303,1,200130,200131,200132,200133,200134,-1,-1,-1,-1,-1,-1,-1,-1,-1
36304,1,200330,200331,200332,200333,200334,-1,-1,-1,-1,-1,-1,-1,-1,-1
36305,1,200190,200191,200192,200193,200194,-1,-1,-1,-1,-1,-1,-1,-1,-1
36306,1,200020,200021,200022,200023,200024,-1,-1,-1,-1,-1,-1,-1,-1,-1
36313,1,200020,200021,200022,200023,200024,-1,-1,-1,-1,-1,-1,-1,-1,-1
36314,1,200130,200131,200132,200133,200134,-1,-1,-1,-1,-1,-1,-1,-1,-1
36315,1,200330,200331,200332,200333,200334,-1,-1,-1,-1,-1,-1,-1,-1,-1
36316,1,200090,200091,200092,200093,200094,-1,-1,-1,-1,-1,-1,-1,-1,-1
36317,1,200320,200321,200322,200323,200324,-1,-1,-1,-1,-1,-1,-1,-1,-1
36318,1,200170,200171,200172,200173,200174,-1,-1,-1,-1,-1,-1,-1,-1,-1
36324,1,210020,210021,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36325,1,200140,200141,200142,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36326,1,200140,200141,200142,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36332,1,210020,210021,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36333,1,200140,200141,200142,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36337,1,200310,200311,200312,200313,200314,-1,-1,-1,-1,-1,-1,-1,-1,-1
36338,1,200050,200051,200052,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36339,1,200140,200141,200142,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36341,1,200050,200051,200052,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36350,1,200331,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36354,1,200100,200101,200102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36355,1,200120,200121,200123,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36451,1,200020,200021,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36452,1,200091,200090,200090,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36453,1,200331,200330,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36454,1,200081,200080,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36455,1,200051,200050,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
36456,1,200140,200141,200140,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
34042,1,210540,210541,210542,210543,210544,210545,-1,-1,-1,-1,-1,-1,-1,-1
34043,1,211810,211811,211812,211813,211814,211815,-1,-1,-1,-1,-1,-1,-1,-1
34044,1,211820,211821,211822,211823,211824,211825,-1,-1,-1,-1,-1,-1,-1,-1
34045,1,211832,211833,211834,211835,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
34046,1,211830,211831,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
34047,1,211842,211843,211844,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
