id,res_id,actor_name,level,note,name,tips,desc,icon,damage_note,damage_note1,effect,initial1,variable1,islevel1,initial2,variable2,islevel2,initial3,variable3,islevel3
200602,10102,主角战士,1,挫志怒吼,skill_name_200602,战士发出怒吼，降低敌方所有成员的攻击强度，持续20秒。,skill_detail_200602,skill_actor_10102+icon_skill_zjzs_2,降低343点攻击强度,降低{0}点攻击强度,skill_LVdetail_200602,0.0,343.0,1,0.0,0.0,0,0.0,0.0,0
200603,10102,主角战士,1,盾牌猛击,skill_name_200603,用盾牌击打目标，对其造成100%的物理伤害，并驱散目标身上的1个增益效果。,skill_detail_200603,skill_actor_10102+icon_skill_zjzs_3,提升627点攻击强度,提升{0}点攻击强度,skill_LVdetail_200603,0.0,627.0,1,0.0,0.0,0,0.0,0.0,0
200604,10102,主角战士,1,偏斜,skill_name_200604,战斗中，战士的护甲值得到了提升,skill_detail_200604,skill_actor_10102+icon_skill_zjzs_4,提升515点护甲,提升{0}点护甲,skill_LVdetail_200604,0.0,515.0,1,0.0,0.0,0,0.0,0.0,0
200610,10128,主角骑士,1,普通攻击,"","","","","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
200611,10128,主角骑士,1,清算之手,skill_name_200611,对距离你最远的目标造成100%的神圣伤害，并嘲讽目标攻击你，持续4秒。,skill_detail_200611,skill_actor_10128+icon_skill_zjqs_1,提升627点攻击强度，以目标抗性计算,提升{0}点攻击强度，以目标抗性计算，提升嘲讽命中率,skill_LVdetail_200611,0.0,627.0,1,0.0,0.0,0,0.0,0.0,0
200612,10128,主角骑士,1,庇护祝福,skill_name_200612,自身获得庇护祝福效果，圣骑士的抗性得到了提升，减少30%受到的持续性法术伤害，持续20秒。,skill_detail_200612,skill_actor_10128+icon_skill_zjqs_2,提升515点抗性,提升{0}点抗性,skill_LVdetail_200612,0.0,515.0,1,0.0,0.0,0,0.0,0.0,0
200613,10128,主角骑士,1,祝福之锤,skill_name_200613,对目标造成100%的神圣伤害，并使目标对自己的造成的法术伤害减少，持续6秒。,skill_detail_200613,skill_actor_10128+icon_skill_zjqs_3,提升627点攻击强度，以目标抗性计算，减少188点受到的直接法术伤害,提升{0}点攻击强度，以目标抗性计算，减少{1}点受到的直接法术伤害,skill_LVdetail_200613,0.0,627.0,1,0.0,188.0,1,0.0,0.0,0
200614,10128,主角骑士,1,惩戒光环,skill_name_200614,使队伍成员受到近战物理攻击时，对攻击者造成一定伤害。,skill_detail_200614,skill_actor_10128+icon_skill_zjqs_4,造成188点伤害,造成{0}点伤害,skill_LVdetail_200614,0.0,188.0,1,0.0,0.0,0,0.0,0.0,0
200680,10126,主角牧师,1,治疗术,skill_name_200680,治疗友方目标，恢复目标生命值，造成100%的治疗效果,skill_detail_200680,skill_actor_10126+icon_skill_zjms_0,提升1715点治疗强度,提升{0}点治疗强度,skill_LVdetail_200680,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200681,10126,主角牧师,1,真言术盾,skill_name_200681,为一名队友增加5秒的护盾，吸收一定的伤害,skill_detail_200681,skill_actor_10126+icon_skill_zjms_1,提升1410点护盾吸收的生命值,提升{0}点护盾吸收的生命值,skill_LVdetail_200681,0.0,1410.0,1,0.0,0.0,0,0.0,0.0,0
200682,10126,主角牧师,1,惩击,skill_name_200682,惩击，对目标造成100%的神圣法术伤害，并为己方单体回复同等的生命值,skill_detail_200682,skill_actor_10126+icon_skill_zjms_2,提升1715点法术强度,提升{0}点法术强度,skill_LVdetail_200682,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200683,10126,主角牧师,1,治疗祷言,skill_name_200683,强大的祷言，可以治疗附近4米范围内的所有小队成员，造成100%的治疗效果,skill_detail_200683,skill_actor_10126+icon_skill_zjms_3,提升1715点治疗强度,提升{0}点治疗强度,skill_LVdetail_200683,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200684,10126,主角牧师,1,心灵之火,skill_name_200684,施法后，有40%的几率使自身护甲提升，持续5秒。,skill_detail_200684,skill_actor_10126+icon_skill_zjms_4,提升515点护甲,提升{0}点护甲值,skill_LVdetail_200684,0.0,515.0,1,0.0,0.0,0,0.0,0.0,0
200640,10119,主角德鲁伊,1,治疗之触,skill_name_200640,治疗友方目标，恢复目标生命值，造成100%的治疗效果,skill_detail_200640,skill_actor_10119+icon_skill_zjdly_0,提升1715点治疗强度,提升{0}点治疗强度,skill_LVdetail_200640,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200641,10119,主角德鲁伊,1,回春术,skill_name_200641,治疗目标，在10秒内持续恢复5次生命值，每次造成35%的治疗效果,skill_detail_200641,skill_actor_10119+icon_skill_zjdly_1,提升1715点治疗强度,提升{0}点治疗强度,skill_LVdetail_200641,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200642,10119,主角德鲁伊,1,愤怒,skill_name_200642,愤怒，对目标造成100%的自然法术伤害，并为己方单体回复同等的生命值,skill_detail_200642,skill_actor_10119+icon_skill_zjdly_2,提升1715点法术强度,提升{0}点法术强度,skill_LVdetail_200642,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200643,10119,主角德鲁伊,1,虫群,skill_name_200643,召唤虫群，虫群所过之处会对敌人造成28%的自然法术伤害，并为己方回复同等生命值，虫群持续5秒，你必须不断引导来维持虫群,skill_detail_200643,skill_actor_10119+icon_skill_zjdly_3,提升1715点法术强度,提升{0}点法术强度,skill_LVdetail_200643,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200644,10119,主角德鲁伊,1,野性印记,skill_name_200644,治疗目标后，40%几率使目标的抗性提升，持续5秒,skill_detail_200644,skill_actor_10119+icon_skill_zjdly_4,提升515点抗性,提升{0}点抗性,skill_LVdetail_200644,0.0,515.0,1,0.0,0.0,0,0.0,0.0,0
200660,10114,主角法师,1,火球术,skill_name_200660,发射1枚火球攻击目标，造成80%的火焰法术伤害,skill_detail_200660,skill_actor_10114+icon_skill_zjfs_0,提升1715点攻击强度,提升{0}点法术强度,skill_LVdetail_200660,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200661,10114,主角法师,1,灼烧,skill_name_200661,点燃目标，使其在10秒内燃烧5次，每次燃烧造成32%的火焰法术伤害,skill_detail_200661,skill_actor_10114+icon_skill_zjfs_1,提升1715点法术强度,提升{0}点法术强度,skill_LVdetail_200661,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200662,10114,主角法师,1,火焰冲击,skill_name_200662,施放火焰冲击敌人，造成160%的火焰法术伤害。,skill_detail_200662,skill_actor_10114+icon_skill_zjfs_2,提升1715点法术强度,提升{0}点法术强度,skill_LVdetail_200662,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200663,10114,主角法师,1,冲击波,skill_name_200663,在你周围制造1次爆炸，对自身范围5米内的所有目标造成100%的火焰法术伤害，并使目标晕眩2秒。,skill_detail_200663,skill_actor_10114+icon_skill_zjfs_3,提升1715点法术强度,提升{0}点法术强度,skill_LVdetail_200663,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200664,10114,主角法师,1,魔甲术,skill_name_200664,提高施法者的抗性，受到法术攻击后，使攻击者的法术强度降低10%，持续3秒,skill_detail_200664,skill_actor_10114+icon_skill_zjfs_4,提升515点抗性,提升{0}点抗性,skill_LVdetail_200664,0.0,515.0,1,0.0,0.0,0,0.0,0.0,0
200670,10123,主角术士,1,暗影箭,skill_name_200670,向目标射出1支暗影箭，造成80%的暗影法术伤害,skill_detail_200670,skill_actor_10123+icon_skill_zjss_0,提升1715点法术强度,提升{0}点法术强度,skill_LVdetail_200670,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200671,10123,主角术士,1,献祭,skill_name_200671,灼烧敌人，立刻造成80%的火焰法术伤害，并在之后10秒内再持续灼烧5次，每次灼烧造成16%的火焰法术伤害,skill_detail_200671,skill_actor_10123+icon_skill_zjss_1,提升1715点法术强度,提升{0}点法术强度,skill_LVdetail_200671,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200672,10123,主角术士,1,痛苦诅咒,skill_name_200672,对目标施加痛苦诅咒，10秒内每两秒对目标造成24%的暗影法术伤害,skill_detail_200672,skill_actor_10123+icon_skill_zjss_2,提升1715点法术强度,提升{0}点法术强度,skill_LVdetail_200672,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200673,10123,主角术士,1,燃烧,skill_name_200673,点燃1个被献祭的目标，造成140%的火焰法术伤害，并吞噬掉献祭效果。,skill_detail_200673,skill_actor_10123+icon_skill_zjss_3,提升1715点法术强度,提升{0}点法术强度,skill_LVdetail_200673,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200674,10123,主角术士,1,元素诅咒,skill_name_200674,对目标施法后，30%几率使目标的抗性降低，持续6秒。,skill_detail_200674,skill_actor_10123+icon_skill_zjss_4,降低目标515点抗性,降低{0}点抗性,skill_LVdetail_200674,0.0,515.0,1,0.0,0.0,0,0.0,0.0,0
200650,10133,主角盗贼,1,普通攻击,"","","","","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
200651,10133,主角盗贼,1,刀扇,skill_name_200651,对自身周围4米范围内所有敌人造成100%的物理伤害。奖励1个连击点数，每命中一个目标33%几率奖励一个额外连击点,skill_detail_200651,skill_actor_10133+icon_skill_zjdz_1,提升1715点攻击强度,提升{0}点攻击强度,skill_LVdetail_200651,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200652,10133,主角盗贼,1,脚踢,skill_name_200652,对目标造成80%的物理伤害，并打断目标施法。奖励1个连击点数,skill_detail_200652,skill_actor_10133+icon_skill_zjdz_2,提升1715点攻击强度,提升{0}点攻击强度,skill_LVdetail_200652,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200653,10133,主角盗贼,1,切割,skill_name_200653,终结技，满5个连击点数自动触发，使你之后10秒内每次攻击有30%的几率对目标产生1次额外攻击，造成80%的物理伤害,skill_detail_200653,skill_actor_10133+icon_skill_zjdz_3,提升1715点攻击强度,提升{0}点攻击强度,skill_LVdetail_200653,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200654,10133,主角盗贼,1,致命,skill_name_200654,攻击命中目标后，每一个命中目标有40%的几率使自身攻击强度提升，持续6秒，叠加3层,skill_detail_200654,skill_actor_10133+icon_skill_zjdz_4,每层提升229点攻击强度,每层提升{0}点攻击强度,skill_LVdetail_200654,0.0,229.0,1,0.0,0.0,0,0.0,0.0,0
200620,10109,主角萨满,1,闪电箭,skill_name_200620,向目标射出1支闪电箭，造成80%的闪电法术伤害,skill_detail_200620,skill_actor_10109+icon_skill_zjsm_0,提升1715点法术强度,提升{0}点法术强度,skill_LVdetail_200620,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200621,10109,主角萨满,1,熔岩爆裂,skill_name_200621,使用熔岩之火来烧灼目标，造成120%的火焰法术伤害,skill_detail_200621,skill_actor_10109+icon_skill_zjsm_1,提升1715点法术强度,提升{0}点法术强度,skill_LVdetail_200621,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200622,10109,主角萨满,1,灼热图腾,skill_name_200622,召唤1个灼热图腾，持续20秒。灼热图腾会攻击距离最近的1个目标，对其造成法术伤害。图腾继承施法者45%的法术强度,skill_detail_200622,skill_actor_10109+icon_skill_zjsm_2,图腾提升854点法术强度,图腾提升{0}点法术强度,skill_LVdetail_200622,0.0,854.0,1,0.0,0.0,0,0.0,0.0,0
200623,10109,主角萨满,1,地震术,skill_name_200623,6秒内全屏范围持续召唤6次地震震动，每个敌人每次受到40%的自然法术伤害，并降低40%移动速度，持续5秒,skill_detail_200623,skill_actor_10109+icon_skill_zjsm_3,提升1715点法术强度,提升{0}点法术强度,skill_LVdetail_200623,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200624,10109,主角萨满,1,元素掌握,skill_name_200624,法术暴击后，使你下个法术提升额外的法术强度,skill_detail_200624,skill_actor_10109+icon_skill_zjsm_4,提升686点法术强度,提升{0}点法术强度,skill_LVdetail_200624,0.0,686.0,1,0.0,0.0,0,0.0,0.0,0
200630,10113,主角猎人,1,自动射击,"","","","","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
200631,10113,主角猎人,1,瞄准射击,skill_name_200631,瞄准目标要害，对其造成80%的物理伤害，该次伤害无法闪避，且伤害增加20%,skill_detail_200631,skill_actor_10113+icon_skill_zjlr_1,提升1715点攻击强度,提升{0}点攻击强度,skill_LVdetail_200631,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200632,10113,主角猎人,1,猫鼬撕咬,skill_name_200632,对目标造成100%的物理伤害。若自身闪避后的8秒内使用，造成额外20%伤害,skill_detail_200632,skill_actor_10113+icon_skill_zjlr_2,提升1715点攻击强度,提升{0}点攻击强度,skill_LVdetail_200632,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200633,10113,主角猎人,1,乱射,skill_name_200633,6秒内全屏范围持续射出6次箭雨，每个敌人每次受到40%的物理伤害,skill_detail_200633,skill_actor_10113+icon_skill_zjlr_3,提升1715点攻击强度,提升{0}点攻击强度,skill_LVdetail_200633,0.0,1715.0,1,0.0,0.0,0,0.0,0.0,0
200634,10113,主角猎人,1,扰乱,skill_name_200634,攻击命中目标后，有几率使目标命中率降低，持续2秒。,skill_detail_200634,skill_actor_10113+icon_skill_zjlr_4,提升50%几率，降低目标20%命中率,提升{0}%概率，降低目标{0}%命中率,skill_LVdetail_200634,20.0,0.5,0,8.0,0.2,0,0.0,0.0,0
200635,10113,主角猎人,1,恶魔召唤,skill_name_200635,召唤白虎为你作战，持续20秒，对最近的敌人进行攻击，白虎继承施法者40%的攻击强度,skill_detail_200635,skill_actor_10023+icon_skill_jh_2,保护提升683点攻击强度,白虎提升{0}点攻击强度,skill_LVdetail_200635,0.0,683.0,1,0.0,0.0,0,0.0,0.0,0
200701,-1,升星技能,1,山丘之力,skill_name_200701,使你掌握山丘的力量，提升你造成的伤害,skill_detail_200701,skill_star+icon_skill_shuchu,造成的伤害+10%,造成的伤害+{0}%,skill_LVdetail_200701,5.0,5.0,0,0.0,0.0,0,0.0,0.0,0
200702,-1,升星技能,1,先祖坚韧,skill_name_200702,使你受到先祖的庇护，减少你受到的伤害,skill_detail_200702,skill_star+icon_skill_fangyu,受到的伤害-10%,受到的伤害-{0}%,skill_LVdetail_200702,5.0,5.0,0,0.0,0.0,0,0.0,0.0,0
200703,-1,升星技能,1,神圣之灵,skill_name_200703,使你得到神圣之灵的祝福，提升你造成的治疗效果,skill_detail_200703,skill_star+icon_skill_zhiliao,造成的治疗效果+10%,造成的治疗效果+{0}%,skill_LVdetail_200703,5.0,5.0,0,0.0,0.0,0,0.0,0.0,0
207001,10233,主角盗贼,1,入场（创建）,"","","","","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
201021,10002,哀木涕,1,普通攻击,"",子技能,"","","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
201022,10008,地中海,1,普通攻击,"",子技能,"","","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
201023,10008,地中海,1,破甲攻击2,"",子技能,"","","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
201024,10033,呆贼,1,普通攻击,"",子技能,"","","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
201025,10033,呆贼,1,普通攻击,"",子技能,"","","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
201026,10035,三颤,1,普通攻击,"",子技能,"","","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
201027,10035,三颤,1,伏击,"",子技能,"","","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
201028,10035,三颤,1,伏击,"",子技能,"","","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
201029,10014,方砖,1,暴风雪,"",子技能,"","",累计提升5312点法术强度,累计提升{0}点法术强度,skill_LVdetail_201029,0.0,88.5333333333,0,0.0,0.0,0,0.0,0.0,0
201030,10014,方砖,1,暴风雪,"",子技能,"","",累计提升5312点法术强度,累计提升{0}点法术强度,skill_LVdetail_201030,0.0,88.5333333333,0,0.0,0.0,0,0.0,0.0,0
201031,10014,方砖,1,暴风雪,"",子技能,"","",累计提升5312点法术强度,累计提升{0}点法术强度,skill_LVdetail_201031,0.0,88.5333333333,0,0.0,0.0,0,0.0,0.0,0
201032,10014,方砖,1,暴风雪,"",子技能,"","",累计提升5312点法术强度,累计提升{0}点法术强度,skill_LVdetail_201032,0.0,88.5333333333,0,0.0,0.0,0,0.0,0.0,0
201033,10014,方砖,1,暴风雪,"",子技能,"","",累计提升5312点法术强度,累计提升{0}点法术强度,skill_LVdetail_201033,0.0,88.5333333333,0,0.0,0.0,0,0.0,0.0,0
201171,10017,法丝,2,奥术飞弹,"",子技能,"","","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
201172,10017,法丝,3,奥术飞弹,"",子技能,"","","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
201173,10017,法丝,4,奥术飞弹,"",子技能,"","","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
201174,10017,法丝,5,奥术飞弹,"",子技能,"","","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
203051,10005,暗夜男,1,高速斩,"",子技能,"","","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
203052,10005,暗夜男,1,高速斩,"",子技能,"","","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
203053,10005,暗夜男,1,普通攻击第二击,"",子技能,"","","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
204011,10001,美屡,1,狂风乱射,"",子技能,"","","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
204012,10001,美屡,1,狂风乱射,"",子技能,"","","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
210000,30001,暴乱亡灵,1,普通攻击,skill_name_putonggongji,普通攻击,skill_name_putonggongji,"","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
210001,30001,暴乱亡灵,1,普通攻击,skill_name_putonggongji,普通攻击,skill_name_putonggongji,"","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
210002,30001,暴乱亡灵,1,普通攻击,skill_name_putonggongji,普通攻击,skill_name_putonggongji,"","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
210003,30001,暴乱亡灵,1,普通攻击,skill_name_putonggongji,普通攻击,skill_name_putonggongji,"","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
210004,30001,暴乱亡灵,1,普通攻击,skill_name_putonggongji,普通攻击,skill_name_putonggongji,"","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
210010,30002,奥法师,1,普通攻击,skill_name_putonggongji,普通攻击,skill_name_putonggongji,"","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
210011,30002,奥法师,1,普通攻击,skill_name_putonggongji,普通攻击,skill_name_putonggongji,"","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
210012,30002,奥法师,1,普通攻击,skill_name_putonggongji,普通攻击,skill_name_putonggongji,"","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
210020,30003,狼王,1,普通攻击,skill_name_putonggongji,普通攻击,skill_name_putonggongji,"","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
210021,30003,狼王,1,普通攻击,skill_name_putonggongji,普通攻击,skill_name_putonggongji,"","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
210022,30003,狼王,1,普通攻击,skill_name_putonggongji,普通攻击,skill_name_putonggongji,"","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
210023,30003,狼王,1,普通攻击,skill_name_putonggongji,普通攻击,skill_name_putonggongji,"","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
210024,30003,狼王,1,普通攻击,skill_name_putonggongji,普通攻击,skill_name_putonggongji,"","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
210025,30003,狼王,1,普通攻击,skill_name_putonggongji,普通攻击,skill_name_putonggongji,"","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
210026,30003,狼王,1,普通攻击,skill_name_putonggongji,普通攻击,skill_name_putonggongji,"","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
210027,30003,狼王,1,普通攻击,skill_name_putonggongji,普通攻击,skill_name_putonggongji,"","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
210030,30004,伐木机,1,普通攻击,skill_name_putonggongji,普通攻击,skill_name_putonggongji,"","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
210031,30004,伐木机,1,普通攻击,skill_name_putonggongji,普通攻击,skill_name_putonggongji,"","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
210032,30004,伐木机,1,普通攻击,skill_name_putonggongji,普通攻击,skill_name_putonggongji,"","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
210033,30004,伐木机,1,普通攻击,skill_name_putonggongji,普通攻击,skill_name_putonggongji,"","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
210034,30004,伐木机,1,普通攻击,skill_name_putonggongji,普通攻击,skill_name_putonggongji,"","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
210035,30004,伐木机,1,普通攻击,skill_name_putonggongji,普通攻击,skill_name_putonggongji,"","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
210036,30004,伐木机,1,普通攻击,skill_name_putonggongji,普通攻击,skill_name_putonggongji,"","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
210037,30004,伐木机,1,普通攻击,skill_name_putonggongji,普通攻击,skill_name_putonggongji,"","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
210038,30004,伐木机,1,普通攻击,skill_name_putonggongji,普通攻击,skill_name_putonggongji,"","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
210039,30004,伐木机,1,普通攻击,skill_name_putonggongji,普通攻击,skill_name_putonggongji,"","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
210040,30005,菲迪亚法师,1,火球术,skill_name_putonggongji,普通攻击,skill_name_putonggongji,"","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
210041,30005,菲迪亚法师,1,陨石术,skill_name_putonggongji,普通攻击,skill_name_putonggongji,"","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
210042,30004,伐木机,1,普通攻击,skill_name_putonggongji,普通攻击,skill_name_putonggongji,"","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
210043,30004,伐木机,1,普通攻击,skill_name_putonggongji,普通攻击,skill_name_putonggongji,"","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
210044,30004,伐木机,1,普通攻击,skill_name_putonggongji,普通攻击,skill_name_putonggongji,"","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
210045,30004,伐木机,1,普通攻击,skill_name_putonggongji,普通攻击,skill_name_putonggongji,"","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
210050,30006,皮萨斯,1,普通攻击,skill_name_putonggongji,普通攻击,skill_name_putonggongji,"","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
210051,30006,皮萨斯,1,地震,skill_name_putonggongji,普通攻击,skill_name_putonggongji,"","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
210052,30006,皮萨斯,1,暴击,skill_name_putonggongji,普通攻击,skill_name_putonggongji,"","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
210053,30006,皮萨斯,1,猛击,skill_name_putonggongji,普通攻击,skill_name_putonggongji,"","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
210054,30006,皮萨斯,1,斜砍,skill_name_putonggongji,普通攻击,skill_name_putonggongji,"","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
210060,30007,泰兰德,1,普通射击,skill_name_putonggongji,普通攻击,skill_name_putonggongji,"","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
210061,30007,泰兰德,1,生命恢复,skill_name_putonggongji,普通攻击,skill_name_putonggongji,"","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
210062,30007,泰兰德,1,剑雨,skill_name_putonggongji,普通攻击,skill_name_putonggongji,"","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
210063,30007,泰兰德,1,震荡射击,skill_name_putonggongji,普通攻击,skill_name_putonggongji,"","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
210064,30007,泰兰德,1,奥术射击,skill_name_putonggongji,普通攻击,skill_name_putonggongji,"","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
210070,30008,铁拳男士,1,普通攻击,skill_name_putonggongji,普通攻击,skill_name_putonggongji,"","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
210071,30008,铁拳男士,1,二连击,skill_name_putonggongji,普通攻击,skill_name_putonggongji,"","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
210072,30008,铁拳男士,1,二连击,skill_name_putonggongji,普通攻击,skill_name_putonggongji,"","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
210073,30008,铁拳男士,1,六连击,skill_name_putonggongji,普通攻击,skill_name_putonggongji,"","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
210074,30008,铁拳男士,1,六连击,skill_name_putonggongji,普通攻击,skill_name_putonggongji,"","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
210075,30008,铁拳男士,1,六连击,skill_name_putonggongji,普通攻击,skill_name_putonggongji,"","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
210076,30008,铁拳男士,1,六连击,skill_name_putonggongji,普通攻击,skill_name_putonggongji,"","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
210077,30008,铁拳男士,1,六连击,skill_name_putonggongji,普通攻击,skill_name_putonggongji,"","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
210078,30008,铁拳男士,1,六连击,skill_name_putonggongji,普通攻击,skill_name_putonggongji,"","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
210079,30008,铁拳男士,1,跳劈,skill_name_putonggongji,普通攻击,skill_name_putonggongji,"","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
210080,30009,仙女龙,1,普通攻击,skill_name_putonggongji,普通攻击,skill_name_putonggongji,"","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
210081,30009,仙女龙,1,全体恢复,skill_name_putonggongji,普通攻击,skill_name_putonggongji,"","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
210082,30009,仙女龙,1,单体旋风,skill_name_putonggongji,单体旋风,skill_name_putonggongji,"","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
210083,30009,仙女龙,1,双旋风,skill_name_putonggongji,双旋风,skill_name_putonggongji,"","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
210084,30009,仙女龙,1,双旋风,skill_name_putonggongji,双旋风,skill_name_putonggongji,"","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
210085,30008,铁拳男士,1,双旋风,skill_name_putonggongji,恢复,skill_name_putonggongji,"","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
210086,30008,铁拳男士,1,恢复,skill_name_putonggongji,双旋风,skill_name_putonggongji,"","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
210090,30010,熊灵,1,普通攻击,skill_name_putonggongji,双旋风,skill_name_putonggongji,"","","","",0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
