id,name,desc,effect_path,effect_point,trigger_effect_path,trigger_effect_point,impact_logic,buff_tar_logic.sort_type,buff_tar_logic.target_camp,buff_tar_logic.range,buff_tar_logic.min_count,buff_tar_logic.max_count,buff_tar_logic.area_type,buff_tar_logic.param_1,effect_type,max_layer,mutex_id,priority,last_time,trigger_freq,effect_times,param_type0,param_value0,param_type1,param_value1,param_type2,param_value2,param_type3,param_value3,param_type4,param_value4
176,晕眩,老相好-制裁之锤,res/effect/d_skill3_buff.effect,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
177,连击点,女贼-连击点,res/effect/sz_skill2.effect,2,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
178,致命毒药,女贼-致命毒药,res/effect/nz_skill3_hit.effect,1,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
179,中毒,女贼-致命毒药,res/effect/lr_skill3_buff.effect,1,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
180,流血,女贼-割裂,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
181,速效毒药,女贼-速效毒药,res/effect/nz_skill2_hit.effect,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
182,连击点,呆贼-连击点,res/effect/sz_skill2.effect,2,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
183,剑刃乱舞,呆贼-剑刃乱舞,res/effect/dz_skill1.effect,11,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
184,爆击提升,呆贼-无情打击,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
185,连击点,落雁-连击点,res/effect/sz_skill2.effect,2,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
186,出血,落雁-出血,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
187,流血,落雁-绞喉,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
188,晕眩,落雁-肾击,res/effect/ly_skill3.effect,2,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
189,失明,三颤-闷棍,res/effect/sc_skill3_hit.effect,11,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
190,鬼魅-增加移速闪避,三颤-鬼魅攻击,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
191,消失,三颤-消失,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
192,减速,劣人-冰霜陷阱,res/effect/public_jiansu.effect,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
193,献祭,劣人-献祭陷阱,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
194,嘲讽,战士-惩戒痛击,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
195,挫志怒吼,战士-挫志怒吼,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
196,嘲讽,骑士-清算之手,res/effect/mt_skill3_buff.effect,2,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
197,庇护祝福,骑士-庇护祝福,res/effect/rlnqs_skill2.effect,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
198,减少伤害,骑士-祝福之锤,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
199,惩戒光环,骑士-惩戒光环,res/effect/rlnqs_skill4.effect,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
200,真言术盾,牧师-真言术盾,res/effect/ms_skill2.effect,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
201,护甲增加,牧师-心灵之火,res/effect/wlnms_skill4_01.effect,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
202,回春术,德鲁伊-回春术,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
203,野性印记,德鲁伊-野性印记,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
204,灼烧,法师-灼烧,res/effect/whqjz_skill3_hit.effect,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
205,晕眩,法师-冲击波,res/effect/d_skill3_buff.effect,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
206,降低攻击,法师-魔甲术,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
207,献祭,术士-献祭,res/effect/zrnss_skill1_1.effect,2,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
208,痛苦诅咒,术士-痛苦诅咒,res/effect/zrnss_skill2.effect,2,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
209,降低抗性,术士-元素诅咒,res/effect/zrnss_skill4.effect,2,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
210,连击点,盗贼-连击点,res/effect/sz_skill2.effect,2,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
211,沉默,盗贼-脚踢,res/effect/fs_skill3.effect,1,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
212,切割,盗贼-切割,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
213,增加攻强,盗贼-致命,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
214,减速,萨满-地震术,res/effect/public_jiansu.effect,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
215,元素掌握,萨满-元素掌握,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
216,猫鼬撕咬,猎人-猫鼬撕咬,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
217,扰乱,猎人-扰乱,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
218,降低闪避,野性之心敏捷攻击,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
219,降低闪避,狂野之心敏捷攻击,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
220,护甲抗性增加,塞纳里奥敏捷防御,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
221,必定暴击,塞纳里奥精神攻击,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
222,护甲抗性增加,怒风敏捷防御,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
223,必定暴击,怒风精神攻击,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
224,流血加深,梦游者敏捷攻击,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
225,流血加深,梦游者敏捷攻击,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
226,提升韧性,梦游者敏捷防御,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
227,韧性/闪避提升,梦游者敏捷防御,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
228,增加生命上限,梦游者精神攻击,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
229,增加生命上限,梦游者精神攻击,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
230,攻强增加,野兽追猎者（8件套猎人套装）,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
231,攻强增加,兽王（8件套猎人套装）,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
232,破甲虚弱,巨人追猎者（8件套猎人套装）,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
233,破甲虚弱,巨龙追猎者（8件套猎人套装）,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
234,昏迷,攻击者（5件套猎人套装）,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
235,增加暴击,地穴追猎者（9件套猎人套装）,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
236,抵抗冰冻,捕猎者套装（5件套猎人套装）,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
237,冰冻,博学者（8件套法师套装）,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
238,冰冻,巫师（8件套法师套装）,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
239,降低抗性,灵风（8件套法师套装）,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
240,沉默,神秘套装（5件套法师套装）,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
241,霜火伤害,霜火（9件套法师套装）,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
242,霜火伤害,霜火（9件套法师套装）,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
243,增加抗性,光铸力量生命（8件套圣骑套装）,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
244,降低韧性,光铸力量攻击（8件套圣骑套装）,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
245,提升法强,光铸精神攻击（8件套圣骑套装）,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
246,增加抗性,魂铸力量防御（8件套圣骑套装）,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
247,降低韧性,魂铸力量攻击（8件套圣骑套装）,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
248,提升法强,魂铸精神攻击（8件套圣骑套装）,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
249,圣光守护,秩序之源精神攻击（8件套圣骑套装）,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
250,圣光守护,审判精神攻击（8件套圣骑套装）,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
251,灵魂连接,救赎力量攻击（9件套圣骑套装）,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
252,灵魂连接,救赎力量攻击（9件套圣骑套装）,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
253,增加护甲,勇气生命（8件套战士套装）,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
254,降低护甲,勇气攻击（8件套战士套装）,res/effect/dzh_skill2_buff.effect,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
255,增加护甲,英勇防御（8件套战士套装）,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
256,降低护甲,勇气攻击（8件套战士套装）,res/effect/dzh_skill2_buff.effect,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
257,必定闪避,力量防御（8件套战士套装）,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
258,增加攻强,力量攻击（8件套战士套装）,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
259,必定闪避,愤怒防御（8件套战士套装）,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
260,增加攻强,愤怒攻击（8件套战士套装）,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
261,致死,征服者防御（5件套战士套装）,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
262,增加命中,无畏攻击（9件套战士套装）,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
263,增加命中,无畏攻击（9件套战士套装）,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
264,降低闪避,无畏攻击（9件套战士套装）,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
265,增加暴击,虔诚智力（8件套牧师套装）,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
266,增加护盾,虔诚精神（8件套牧师套装）,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
267,增加暴击,坚贞智力（8件套牧师套装）,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
268,增加护盾,坚贞精神（8件套牧师套装）,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
269,增加治疗结果,卓越精神（8件套牧师套装）,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
270,恐惧,神谕者智力（5件套牧师套装）,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
271,神谕护盾,神谕者精神（5件套牧师套装）,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
272,神谕护盾+,信仰精神（9件套牧师套装）,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
273,增加暴击,信仰精神（9件套牧师套装）,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
274,降低抗性,元素智力（8件套萨满套装）,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
275,晕眩,元素智力（8件套萨满套装）,res/effect/d_skill3_buff.effect,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
276,降低抗性,五雷智力（8件套萨满套装）,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
277,晕眩,五雷敏捷（8件套萨满套装）,res/effect/d_skill3_buff.effect,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
278,必定暴击,大地之怒敏捷（8件套萨满套装）,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
279,暴击标记,大地之怒敏捷（8件套萨满套装）,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
280,必定暴击,无尽风暴敏捷（8件套萨满套装）,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
281,暴击标记,无尽风暴敏捷（8件套萨满套装）,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
282,恐惧,鬼雾（8件套术士套装）,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
283,恐惧,死雾（8件套术士套装）,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
284,降低生命上限,瘟疫之心（9件套术士套装）,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
285,降低生命上限,瘟疫之心（9件套术士套装）,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
286,抵抗恐惧,恶魔师护甲（5件套术士套装）,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
287,中毒,迅影（8件套盗贼套装）,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
288,中毒,暗幕（8件套盗贼套装）,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
289,降低护甲,血牙（8件套盗贼套装）,res/effect/dzh_skill2_buff.effect,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
290,必定暴击,死亡执行者的拥抱（5件套盗贼套装）,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
291,晕眩抵抗,狂妄者套装（5件套盗贼套装）,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
292,降低护甲,蜘蛛之吻,res/effect/dzh_skill2_buff.effect,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
293,增加攻强,原始祝福（2件套未指定职业）,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
294,奉献,大大姐-奉献,null,0,null,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
295,传染,哈卡之子-传染疾病,res/effect/by_skill1_buff.effect,2,res/effect/BY_Skill1.effect,1,pulse_instance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0

