id,suit_name,common,part_count_0,part_attr_0,part_value_0,part_0,part_count_1,part_attr_1,part_value_1,part_1,part_count_2,part_attr_2,part_value_2,part_2,part_count_3,part_attr_3,part_value_3,part_3
585,suit_name_585,永恒的公正力量防御（3件套圣骑套装）,2,endurance,49,(2)套装：耐力+49,-1,"",0,"",-1,"",0,"",-1,"",0,""
586,suit_name_586,永恒的公正力量攻击（3件套圣骑套装）,2,physical_strength,49,(2)套装：力量+49,-1,"",0,"",-1,"",0,"",-1,"",0,""
587,suit_name_587,永恒的公正精神攻击（3件套圣骑套装）,2,spirit,49,(2)套装：精神+49,-1,"",0,"",-1,"",0,"",-1,"",0,""
588,suit_name_588,五雷智力（8件套萨满套装）,2,magic_armor,110,(2)套装：抗性+110,4,skill,223021,(4)套装：攻击时，有20%概率降低目标抗性220点，持续4秒,6,magic_attack,164,(6)套装：法强+164,8,physical_armor,110,(8)套装：护甲+110
589,suit_name_589,五雷敏捷（8件套萨满套装）,2,magic_armor,110,(2)套装：抗性+110,4,skill,223022,(4)套装：攻击时，有5%概率令目标晕眩，持续3秒,6,physical_attack,164,(6)套装：攻强+164,8,physical_armor,110,(8)套装：护甲+110
590,suit_name_590,大地之怒智力（8件套萨满套装）,3,skill,223031,(3)套装：释放法术时，忽视目标2%闪避,5,skill,223032,(5)套装：当你的法术攻击被闪避时，目标有40%的概率仍然会承受此次伤害，这个效果5秒内最多触发1次,8,skill,223033,(8)套装：当己方单位多于敌方时（含召唤单位），造成的伤害增加4%,-1,"",0,""
591,suit_name_591,大地之怒敏捷（8件套萨满套装）,3,skill,223034,(3)套装：攻击时，忽视目标2%韧性,5,skill,223035,(5)套装：爆击后，有40%的几率令目标下一次承受的伤害必定爆击，这个效果5秒内最多触发1次,8,skill,223036,(8)套装：被你爆击过的单位会添加击破状态，你之后对该目标的所有攻击均会额外增加1%伤害，叠加5层,-1,"",0,""
592,suit_name_592,无尽风暴智力（8件套萨满套装）,3,skill,223041,(3)套装：释放法术时，忽视目标3%闪避,5,skill,223042,(5)套装：当你的法术攻击被闪避时，目标有60%的概率仍然会承受此次伤害，这个效果5秒内最多触发1次,8,skill,223043,(8)套装：当己方单位多于敌方时（含召唤单位），造成的伤害增加6%,-1,"",0,""
593,suit_name_593,无尽风暴敏捷（8件套萨满套装）,3,skill,223044,(3)套装：攻击时，忽视目标3%韧性,5,skill,223045,(5)套装：爆击后，有60%的几率令目标下一次承受的伤害必定爆击，这个效果5秒内最多触发1次,8,skill,223046,(8)套装：被你爆击过的单位会添加击破状态，之后你对该目标的所有攻击均会额外增加2%伤害，叠加5层,-1,"",0,""
594,suit_name_594,风暴召唤者智力（5件套萨满套装）,3,skill,223051,(3)套装：使你造成的魔法伤害和治疗效果提高3%,5,skill,223052,(5)套装：使你的闪电箭有20%概率附带跳跃伤害，每次跳跃伤害衰减15%，最多跳跃4次,-1,"",0,"",-1,"",0,""
595,suit_name_595,风暴召唤者敏捷（5件套萨满套装）,3,skill,223053,(3)套装：使你造成的伤害提高3%,5,skill,223054,(5)套装：使你的普通攻击有20%概率进行连击，额外造成一次伤害,-1,"",0,"",-1,"",0,""
596,suit_name_596,碎地者智力（9件套萨满套装）,2,skill,223061,(2)套装：使你造成的魔法伤害和治疗效果提高4%,4,intelligence,69,(4)套装：智力+69,6,skill,223062,(6)套装：使你的法术命中目标时有20%的几率额外造成一次伤害，伤害效果为50%,8,skill,223063,(8)套装：套装触发几率提升至30%，额外造成20%伤害
597,suit_name_597,碎地者敏捷（9件套萨满套装）,2,skill,223064,(2)套装：使你造成的伤害提高4%,4,agile,69,(4)套装：敏捷+69,6,skill,223065,(6)套装：攻击时，有20%的概率选择目标抗性与护甲中较低的进行伤害结算,8,skill,223066,(8)套装：套装触发几率提升至30%，并且触发时造成的伤害额外提升10%
598,suit_name_598,预言者套装智力（5件套萨满套装）,2,magic_attack,176,(2)套装：+176法术强度,3,skill,223071,(3)套装：使你受到的晕眩时间减少10%,5,skill,223072,(5)套装：使你造成的爆击伤害提升10%,-1,"",0,""
599,suit_name_599,预言者套装敏捷（5件套萨满套装）,2,physical_attack,176,(2)套装：+176攻击强度,3,skill,223073,(3)套装：使你受到的晕眩时间减少10%,5,skill,223074,(5)套装：使你造成的爆击伤害提升10%,-1,"",0,""
600,suit_name_600,聚集的风暴智力（3件套萨满套装）,2,intelligence,49,(2)套装：智力+49,-1,"",0,"",-1,"",0,"",-1,"",0,""
601,suit_name_601,聚集的风暴敏捷（3件套萨满套装）,2,agile,49,(2)套装：敏捷+49,-1,"",0,"",-1,"",0,"",-1,"",0,""
602,suit_name_602,兽王（8件套猎人套装）,2,magic_armor,110,(2)套装：抗性+110,4,skill,224021,(4)套装：攻击时，有20%概率使自己的攻强提高328点，持续4秒,6,physical_attack,164,(6)套装：攻强+164,8,physical_armor,110,(8)套装：护甲+110
603,suit_name_603,巨人追猎者（8件套猎人套装）,3,skill,224031,(3)套装：攻击时，临时提升2%的攻强,5,skill,224032,(5)套装：在你对目标造成远程攻击伤害时，有20%几率使其获得破甲虚弱效果。这个效果可以令所有远程攻击对该目标的攻击强度提高6%，持续4秒,8,skill,224033,(8)套装：当你的生命值百分比高于目标时，造成的伤害增加4%,-1,"",0,""
604,suit_name_604,巨龙追猎者（8件套猎人套装）,3,skill,224041,(3)套装：攻击时，临时提升3%的攻强,5,skill,224042,(5)套装：在你对目标造成远程攻击伤害时，有20%几率使其获得破甲虚弱效果。这个效果可以令所有远程攻击对该目标的攻击强度提高9%，持续4秒,8,skill,224043,(8)套装：当你的生命值百分比高于目标时，造成的伤害增加6%,-1,"",0,""
605,suit_name_605,攻击者（5件套猎人套装）,3,skill,224051,(3)套装：使你造成的伤害提高3%,5,skill,224052,(5)套装：自动射击时，若目标处于异常状态，有10%概率令其昏迷2秒,-1,"",0,"",-1,"",0,""
606,suit_name_606,地穴追猎者（9件套猎人套装）,2,skill,224061,(2)套装：使你造成的伤害提高4%,4,agile,69,(4)套装：敏捷+69,6,skill,224062,(6)套装：你的远程攻击打出致命一击后，使你获得激素刺激的效果，回复自身1050点生命值,8,skill,224063,(8)套装：若你的攻击未爆击，则添加一层爆击BUFF，提高自身27点爆击，持续8秒，最多叠加5层
607,suit_name_607,捕猎者套装（5件套猎人套装）,2,physical_attack,176,(2)套装：+176攻击强度,3,skill,224071,(3)套装：当你受到冰冻状态时，则再次受到冰冻的抵抗能力增加20%，再次受到冰冻的持续时间减少20%,5,skill,224072,(5)套装：使你造成的爆击伤害提升10%,-1,"",0,""
608,suit_name_608,隐秘的通途（3件套猎人套装）,2,agile,49,(2)套装：敏捷+49,-1,"",0,"",-1,"",0,"",-1,"",0,""
609,suit_name_609,狂野之心敏捷攻击（8件套德鲁伊套装）,2,magic_armor,110,(2)套装：抗性+110,4,skill,225021,(4)套装：攻击时，有20%概率降低目标闪避90点，持续4秒,6,physical_attack,164,(6)套装：攻强+164,8,physical_armor,110,(8)套装：护甲+110
610,suit_name_610,狂野之心敏捷防御（8件套德鲁伊套装）,2,magic_armor,110,(2)套装：抗性+110,4,skill,225022,(4)套装：受到攻击时，有10%概率为自己回复276点生命值,6,physical_attack,164,(6)套装：攻强+164,8,physical_armor,110,(8)套装：护甲+110
611,suit_name_611,狂野之心精神攻击（8件套德鲁伊套装）,2,magic_armor,110,(2)套装：抗性+110,4,skill,225023,(4)套装：释放技能时，有20%概率为己方目标目标回复276点生命值,6,magic_attack,164,(6)套装：法强+164,8,physical_armor,110,(8)套装：护甲+110
612,suit_name_612,塞纳里奥敏捷攻击（8件套德鲁伊套装）,3,skill,225031,(3)套装：攻击时，造成的物理伤害提升2%,5,skill,225032,(5)套装：造成直接伤害时，有20%概率附加300点额外伤害,8,skill,225033,(8)套装：使你的攻击对于处于持续性物理伤害的目标，造成的伤害额外增加4%,-1,"",0,""
613,suit_name_613,塞纳里奥敏捷防御（8件套德鲁伊套装）,3,skill,225034,(3)套装：受到攻击时，被爆击几率降低2%,5,skill,225035,(5)套装：受到攻击时，有20%的几率降低20%的伤害,8,skill,225036,(8)套装：使你每次受到技能直接造成伤害，增加自身护甲和抗性1%，持续4秒，叠加4层,-1,"",0,""
614,suit_name_614,塞纳里奥精神攻击（8件套德鲁伊套装）,3,skill,225037,(3)套装：使你造成的治疗效果提高2%,5,skill,225038,(5)套装：在你的治疗法术爆击后，有40%的几率使你的下一个治疗法术必定爆击,8,skill,225039,(8)套装：使你的法术对处于持续性治疗效果的目标，造成的治疗效果额外增加4%,-1,"",0,""
615,suit_name_615,怒风敏捷攻击（8件套德鲁伊套装）,3,skill,225041,(3)套装：攻击时，造成的物理伤害提升3%,5,skill,225042,(5)套装：造成直接伤害时，有20%概率附加300点额外伤害，回复自身300点生命,8,skill,225043,(8)套装：使你的攻击对于处于持续性物理伤害的目标，造成的伤害额外增加6%,-1,"",0,""
616,suit_name_616,怒风敏捷防御（8件套德鲁伊套装）,3,skill,225044,(3)套装：受到攻击时，被爆击几率降低3%,5,skill,225045,(5)套装：受到攻击时，有20%的几率降低20%的伤害，并由一个随机的敌对目标承受降低的伤害,8,skill,225046,(8)套装：使你每次受到技能直接造成伤害，增加自身护甲和抗性2%，持续4秒，叠加4层,-1,"",0,""
617,suit_name_617,怒风精神攻击（8件套德鲁伊套装）,3,skill,225047,(3)套装：使你造成的治疗效果提高3%,5,skill,225048,(5)套装：在你的治疗法术爆击后，有60%的几率使你的下一个治疗法术必定爆击,8,skill,225049,(8)套装：使你的法术对处于持续性治疗效果的目标，造成的治疗效果额外增加6%,-1,"",0,""
618,suit_name_618,起源套装敏捷攻击（5件套德鲁伊套装）,3,skill,225051,(3)套装：使你造成的伤害提高3%,5,skill,225052,(5)套装：使你的普通攻击有20%概率额外获得一个连击点数,-1,"",0,"",-1,"",0,""
619,suit_name_619,起源套装敏捷防御（5件套德鲁伊套装）,3,skill,225053,(3)套装：使你受到的伤害降低3%,5,skill,225054,(5)套装：使你的普通攻击有20%的几率为自己回复930点生命值,-1,"",0,"",-1,"",0,""
620,suit_name_620,起源套装精神攻击（5件套德鲁伊套装）,3,skill,225055,(3)套装：使你造成的魔法伤害和治疗效果提高3%,5,skill,225056,(5)套装：使你的治疗之触，有20%概率立即重置目标身上的回春或者生命绽放效果，并立即结算原有的持续治疗效果,-1,"",0,"",-1,"",0,""
621,suit_name_621,梦游者敏捷攻击（9件套德鲁伊套装）,2,skill,225061,(2)套装：使你造成的伤害提高4%,4,agile,69,(4)套装：敏捷+69,6,skill,225062,(6)套装：你的攻击有20%概率使目标身上的流血效果加深，流血伤害必定爆击，持续6秒,8,skill,225063,(8)套装：套装触发几率提升至30%，并且触发时重置目标的流血buff
622,suit_name_622,梦游者敏捷防御（9件套德鲁伊套装）,2,skill,225064,(2)套装：使你受到的伤害降低4%,4,endurance,69,(4)套装：耐力+69,6,skill,225065,(6)套装：受到攻击时，若此次攻击未被爆击，则添加一层韧性buff，韧性临时提升27点，持续8秒，最多叠加5层,8,skill,225066,(8)套装：受到攻击时，若此次攻击未被爆击，则同时添加一层闪避buff，闪避临时提升27点，持续8秒，最多叠加五层
623,suit_name_623,梦游者精神攻击（9件套德鲁伊套装）,2,skill,225067,(2)套装：使你造成的魔法伤害和治疗效果提高4%,4,spirit,69,(4)套装：精神+69,6,skill,225068,(6)套装：你的治疗技能和持续效果的每一跳都可以令目标的生命值上限提高210点，效果可叠加最多5次,8,skill,225069,(8)套装：你的治疗技能和持续效果的每一跳同时回复105点生命值，生命上限效果提高到7层
624,suit_name_624,占卜师套装敏捷攻击（5件套德鲁伊套装）,2,physical_attack,176,(2)套装：+176攻击强度,3,skill,225071,(3)套装：使你对冰冻的抵抗能力提升10%,5,skill,225072,(5)套装：使你造成的爆击伤害提升10%,-1,"",0,""
625,suit_name_625,占卜师套装敏捷防御（5件套德鲁伊套装）,2,hp,881,(2)套装：+881生命值,3,skill,225073,(3)套装：使你对冰冻的抵抗能力提升10%,5,skill,225074,(5)套装：使你受到的爆击伤害降低10%,-1,"",0,""
626,suit_name_626,占卜师套装精神攻击（5件套德鲁伊套装）,2,magic_attack,176,(2)套装：+176法术强度,3,skill,225075,(3)套装：使你对冰冻的抵抗能力提升10%,5,skill,225076,(5)套装：使你造成的治疗爆击效果提升10%,-1,"",0,""
627,suit_name_627,不灭的生命敏捷攻击（3件套德鲁伊套装）,2,agile,49,(2)套装：敏捷+49,-1,"",0,"",-1,"",0,"",-1,"",0,""
628,suit_name_628,不灭的生命敏捷防御（3件套德鲁伊套装）,2,endurance,49,(2)套装：耐力+49,-1,"",0,"",-1,"",0,"",-1,"",0,""
629,suit_name_629,不灭的生命精神攻击（3件套德鲁伊套装）,2,spirit,49,(2)套装：精神+49,-1,"",0,"",-1,"",0,"",-1,"",0,""
630,suit_name_630,暗幕（8件套盗贼套装）,2,magic_armor,110,(2)套装：抗性+110,4,skill,226021,(4)套装：攻击时，有20%概率使目标中毒，每秒损失69点生命，持续4秒,6,physical_attack,164,(6)套装：攻强+164,8,physical_armor,110,(8)套装：护甲+110
631,suit_name_631,夜幕杀手（8件套盗贼套装）,3,skill,226031,(3)套装：攻击时，忽视目标2%护甲,5,skill,226032,(5)套装：使你的攻击有20%的几率忽视目标20%的护甲,8,skill,226033,(8)套装：使你的攻击对正对着你的目标造成的伤害增加4%,-1,"",0,""
632,suit_name_632,血牙（8件套盗贼套装）,3,skill,226041,(3)套装：攻击时，忽视目标3%护甲,5,skill,226042,(5)套装：使你的攻击有20%的几率降低目标20%的护甲，持续4秒,8,skill,226043,(8)套装：使你的攻击对正对着你的目标造成的伤害增加6%，同时对背对着你的目标增加3%,-1,"",0,""
633,suit_name_633,死亡执行者的拥抱（5件套盗贼套装）,3,skill,226051,(3)套装：使你造成的伤害提高3%,5,skill,226052,(5)套装：使你的普通攻击有20%几率找到敌人护甲上的破绽，使你的下一次攻击必定造成爆击,-1,"",0,"",-1,"",0,""
634,suit_name_634,骨镰（9件套盗贼套装）,2,skill,226061,(2)套装：使你造成的伤害提高4%,4,agile,69,(4)套装：敏捷+69,6,skill,226062,(6)套装：攻击时，有20%的几率对目标最近的一个敌方单位造成50%连锁伤害,8,skill,226063,(8)套装：套装触发几率提升至30%，连锁伤害优先选择生命值最低的单位
635,suit_name_635,狂妄者套装（5件套盗贼套装）,2,physical_attack,176,(2)套装：+176攻击强度,3,skill,226071,(3)套装：当你受到晕眩状态时，则再次受到晕眩的抵抗能力增加20%，再次受到晕眩的持续时间减少20%,5,skill,226072,(5)套装：使你造成的爆击伤害提升10%,-1,"",0,""
636,suit_name_636,笼罩之阴影（3件套盗贼套装）,2,agile,49,(2)套装：敏捷+49,-1,"",0,"",-1,"",0,"",-1,"",0,""
637,suit_name_637,巫师（8件套法师套装）,2,magic_armor,110,(2)套装：抗性+110,4,skill,227021,(4)套装：攻击时，有5%概率令目标冻结原地，持续3秒,6,magic_attack,164,(6)套装：法强+164,8,physical_armor,110,(8)套装：护甲+110
638,suit_name_638,奥术师（8件套法师套装）,3,skill,227031,(3)套装：在你释放法术时，临时提升2%的法强,5,skill,227032,(5)套装：使你的法术有20%的几率忽视目标20%的抗性,8,skill,227033,(8)套装：使你的法术对处于减速的目标，造成的伤害额外增加4%,-1,"",0,""
639,suit_name_639,灵风（8件套法师套装）,3,skill,227041,(3)套装：在你释放法术时，临时提升3%的法强,5,skill,227042,(5)套装：使你的法术有20%的几率降低目标20%抗性，持续4秒,8,skill,227043,(8)套装：使你的法术对处于处于减速的目标，造成的伤害额外增加6%,-1,"",0,""
640,suit_name_640,神秘套装（5件套法师套装）,3,skill,227051,(3)套装：使你造成的魔法伤害和治疗效果提高3%,5,skill,227052,(5)套装：使你的寒冰箭、火球术、奥术飞弹，有10%概率打断敌方施法，并沉默3秒,-1,"",0,"",-1,"",0,""
641,suit_name_641,霜火（9件套法师套装）,2,skill,227061,(2)套装：使你造成的魔法伤害和治疗效果提高4%,4,intelligence,69,(4)套装：智力+69,6,skill,227062,(6)套装：你的法术有一定20%的概率引发更强大的元素能量，使后续的法术对你的目标所造成的伤害提高50%,8,skill,227063,(8)套装：套装触发几率提升至30%，额外造成20%伤害
642,suit_name_642,幻术师套装（5件套法师套装）,2,magic_attack,176,(2)套装：+176法术强度,3,skill,227071,(3)套装：使你受到的冰冻时间减少10%,5,skill,227072,(5)套装：使你造成的爆击伤害提升10%,-1,"",0,""
643,suit_name_643,魔法的秘密（3件套法师套装）,2,intelligence,49,(2)套装：智力+49,-1,"",0,"",-1,"",0,"",-1,"",0,""
644,suit_name_644,死雾（8件套术士套装）,2,magic_armor,110,(2)套装：抗性+110,4,skill,228021,(4)套装：攻击时，有5%概率令目标因恐惧而逃跑，持续3秒,6,magic_attack,164,(6)套装：法强+164,8,physical_armor,110,(8)套装：护甲+110
645,suit_name_645,恶魔之心（8件套术士套装）,3,skill,228031,(3)套装：攻击时，忽视目标2%抗性,5,skill,228032,(5)套装：使你有20%的几率在释放法术时，造成的伤害提升20%,8,skill,228033,(8)套装：使你的法术对处于持续性法术伤害的目标，造成的伤害额外增加4%,-1,"",0,""
646,suit_name_646,复仇（8件套术士套装）,3,skill,228041,(3)套装：攻击时，忽视目标3%抗性,5,skill,228042,(5)套装：使你有20%的几率在释放法术时，额外造成目标最大生命值2%的伤害，最多不超过1200,8,skill,228043,(8)套装：使你的法术对处于持续性法术伤害的目标，造成的伤害额外增加6%,-1,"",0,""
647,suit_name_647,厄运召唤者（5件套术士套装）,3,skill,228051,(3)套装：使你造成的魔法伤害和治疗效果提高3%,5,skill,228052,(5)套装：使你的暗影箭，有20%概率立即重置目标身上的腐蚀术和痛苦诅咒效果，并立即结算原有的持续伤害,-1,"",0,"",-1,"",0,""
648,suit_name_648,瘟疫之心（9件套术士套装）,2,skill,228061,(2)套装：使你造成的魔法伤害和治疗效果提高4%,4,intelligence,69,(4)套装：智力+69,6,skill,228062,(6)套装：使你的法术伤害和持续性伤害的每一跳都会令目标的生命值上限降低210点，效果可叠加最多5次,8,skill,228063,(8)套装：使你的法术伤害和持续性伤害的每一跳同时降低目标105点生命值，生命值上限效果提高到7层
649,suit_name_649,恶魔师护甲（5件套术士套装）,2,magic_attack,176,(2)套装：+176法术强度,3,skill,228071,(3)套装：当你受到恐惧状态时，则再次受到恐惧的抵抗能力增加20%，再次受到恐惧的持续时间减少20%,5,skill,228072,(5)套装：使你造成的爆击伤害提升10%,-1,"",0,""
650,suit_name_650,禁断的邪语（3件套术士套装）,2,intelligence,49,(2)套装：智力+49,-1,"",0,"",-1,"",0,"",-1,"",0,""
651,suit_name_651,坚贞智力（8件套牧师套装）,2,magic_armor,110,(2)套装：抗性+110,4,skill,229021,(4)套装：攻击时，有20%概率增加自身爆击90点，持续4秒,6,magic_attack,164,(6)套装：法强+164,8,physical_armor,110,(8)套装：护甲+110
652,suit_name_652,坚贞精神（8件套牧师套装）,2,magic_armor,110,(2)套装：抗性+110,4,skill,229022,(4)套装：释放技能时，有20%概率为己方目标增加一个防护盾，吸收276点伤害，护盾持续4秒,6,magic_attack,164,(6)套装：法强+164,8,physical_armor,110,(8)套装：护甲+110
653,suit_name_653,预言智力（8件套牧师套装）,3,skill,229031,(3)套装：在你释放法术时，造成的魔法伤害提升2%,5,skill,229032,(5)套装：你的法术命中目标时，有20%概率附加300点额外伤害,8,skill,229033,(8)套装：使你的法术折磨生命值百分比比你低的单位，每次命中均会重置暗言术痛的效果,-1,"",0,""
654,suit_name_654,预言精神（8件套牧师套装）,3,skill,229034,(3)套装：使你造成的治疗效果提高2%,5,skill,229035,(5)套装：使你有20%的几率在释放法术时，造成的治疗效果提高20%,8,skill,229036,(8)套装：使你的治疗法术在治疗生命值低于20%的目标额外增加20%治疗效果,-1,"",0,""
655,suit_name_655,卓越智力（8件套牧师套装）,3,skill,229041,(3)套装：在你释放法术时，造成的魔法伤害提升3%,5,skill,229042,(5)套装：你的法术命中目标时，有20%概率附加300点额外伤害，并为小队成员回复150点生命,8,skill,229043,(8)套装：使你的法术折磨生命值比百分比比你低的单位，每次命中均会重置暗言术痛的效果，并且暗言术痛的每一跳伤害均增加30%的爆击率,-1,"",0,""
656,suit_name_656,卓越精神（8件套牧师套装）,3,skill,229044,(3)套装：使你造成的治疗效果提高3%,5,skill,229045,(5)套装：使你有20%的几率在释放法术时，为目标添加一个增幅治疗buff，使目标受到的治疗效果提升20%，持续4秒,8,skill,229046,(8)套装：使你的治疗法术在治疗生命值低于30%的目标额外增加20%治疗效果,-1,"",0,""
657,suit_name_657,神谕者智力（5件套牧师套装）,3,skill,229051,(3)套装：使你造成的魔法伤害和治疗效果提高3%,5,skill,229052,(5)套装：使你的暗言术·痛有10%概率令处于异常状态的目标因恐惧而逃跑，持续3秒，受到伤害恢复正常,-1,"",0,"",-1,"",0,""
658,suit_name_658,神谕者精神（5件套牧师套装）,3,skill,229053,(3)套装：使你造成的魔法伤害和治疗效果提高3%,5,skill,229054,(5)套装：使你的治疗术有20%概率使目标获得神谕护盾的效果，吸收930点伤害，持续5秒,-1,"",0,"",-1,"",0,""
659,suit_name_659,信仰智力（9件套牧师套装）,2,skill,229061,(2)套装：使你造成的魔法伤害和治疗效果提高4%,4,intelligence,69,(4)套装：智力+69,6,skill,229062,(6)套装：技能命中目标时，有20%的几率为整个小队队员回复525点生命值,8,skill,229063,(8)套装：套装触发几率提升至30%，并且额外为生命值最低的目标回复525点生命值
660,suit_name_660,信仰精神（9件套牧师套装）,2,skill,229064,(2)套装：使你造成的魔法伤害和治疗效果提高4%,4,spirit,69,(4)套装：精神+69,6,skill,229065,(6)套装：你的治疗法术造成爆击后，会为目标添加神谕护盾效果，吸收525点生命值，护盾期间无视任何控制效果,8,skill,229066,(8)套装：如果你的直接治疗技能未爆击，则添加一层爆击BUFF，提高自身27点爆击，持续8秒，最多叠加5层
661,suit_name_661,恶魔师护甲智力（5件套牧师套装）,2,magic_attack,176,(2)套装：+176法术强度,3,skill,229071,(3)套装：使你受到的恐惧时间减少10%,5,skill,229072,(5)套装：使你造成的爆击伤害提升10%,-1,"",0,""
662,suit_name_662,恶魔师护甲精神（5件套牧师套装）,2,magic_attack,176,(2)套装：+176法术强度,3,skill,229073,(3)套装：使你受到的恐惧时间减少10%,5,skill,229074,(5)套装：使你造成的治疗爆击效果提升10%,-1,"",0,""
663,suit_name_663,禁断的邪语智力（3件套牧师套装）,2,intelligence,49,(2)套装：智力+49,-1,"",0,"",-1,"",0,"",-1,"",0,""
664,suit_name_664,禁断的邪语精神（3件套牧师套装）,2,spirit,49,(2)套装：精神+49,-1,"",0,"",-1,"",0,"",-1,"",0,""

